['6863', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '1-84278061978-1', '6']

['13445', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '무교', '신한은행', '332-342-237754', '4']
=> ['17680', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '무교', '이화여자대학', '예체능', '4.47']: 9.875

['35371', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '기독교', '외환은행', '421-219561-748', '6']
=> ['27343', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1967****', '*************', '*************', 'yahoo.com', '기독교', '경기대학교', '교육', '3.69']: 9.875

['39530', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '기독교', '기업은행', '145-705755-04-314', '5']
=> ['25159', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '기독교', '한성대학교', '예체능', '0.78']: 9.875

['39851', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '2-83108581731-3', '6']
=> ['25159', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '기독교', '한성대학교', '예체능', '0.78']: 9.875

['21442', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '무교', '국민은행', '691287-90-285118', '3']
=> ['5476', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', '한영신학대학교', '사회', '0.62']: 9.5417

['34917', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '불교', '하나은행', '249-183311-71890', '5']
=> ['18125', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'naver.com', '불교', '국민대학교', '인문', '1.85']: 9.5417
=> ['36745', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '불교', '경기대학교', '예체능', '1.1']: 9.5417

['39890', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'daum.net', '무교', 'NH농협', '902-5641-073-69', '1']
=> ['34897', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '무교', '국민대학교', '의학', '1.19']: 9.75

['3218', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '무교', '외환은행', '245-887829-727', '5']
=> ['24164', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1967****', '*************', '*************', 'gmail.com', '무교', '명지대학교', '자연', '4.43']: 9.875

['5450', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '930-454352-381', '9']
=> ['2164', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '무교', '삼육대학교', '교육', '4.26']: 9.75
=> ['28952', '이**', '남성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '인문', '0.31']: 9.75
=> ['12323', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '불교', '성공회대학교', '법학', '1.25']: 9.75

['5804', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '불교', '하나은행', '724-288291-41980', '6']
=> ['28059', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '기독교', '그리스도대학교', '법학', '1.33']: 9.75
=> ['31394', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '불교', '그리스도대학교', '법학', '0.85']: 9.75
=> ['36205', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '불교', '상명대학교', '교육', '3.61']: 9.75
=> ['27635', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1963****', '*************', '*************', 'gmail.com', '천주교', '세종대학교', '공학', '2.59']: 9.75
=> ['6187', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'naver.com', '무교', '국민대학교', '예체능', '0.35']: 9.75
=> ['5947', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'daum.net', '불교', '한양대학교', '사회', '2.13']: 9.75
=> ['26316', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'daum.net', '무교', '서울시립대학교', '의학', '3.37']: 9.75

['7527', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '무교', '하나은행', '875-756945-38486', '3']
=> ['27453', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '무교', '광운대학교', '예체능', '0.93']: 10.0

['8991', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '661-195758-92203', '1']
=> ['35075', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '법학', '3.97']: 10.0

['14086', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '5781-7305-6578', '4']
=> ['26714', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1957****', '*************', '*************', 'yahoo.com', '불교', '서울여자대학교', '교육', '1.7']: 9.875

['16804', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '무교', '우리은행', '3322-049-333296', '8']
=> ['16804', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '무교', '서경대학교', '예체능', '1.75']: 10.0

['17921', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '기업은행', '111-282127-99-658', '5']
=> ['34367', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'gmail.com', '무교', '서울대학교', '공학', '3.48']: 9.75
=> ['27264', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '추계예술대학교', '교육', '3.78']: 9.75
=> ['3411', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1955****', '*************', '*************', 'naver.com', '불교', '서경대학교', '의학', '1.58']: 9.75
=> ['34743', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1960****', '*************', '*************', 'yahoo.com', '무교', '성신여자대학교', '예체능', '1.97']: 9.75
=> ['33308', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'gmail.com', '무교', '세종대학교', '예체능', '1.77']: 9.75
=> ['13718', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'yahoo.com', '불교', '동국대학교', '교육', '3.54']: 9.75
=> ['37983', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'gmail.com', '무교', '서울대학교', '의학', '2.29']: 9.75
=> ['8396', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'gmail.com', '기독교', '서강대학교', '예체능', '1.85']: 9.75
=> ['38115', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'gmail.com', '기독교', '그리스도대학교', '법학', '0.35']: 9.75
=> ['18898', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '공학', '1.94']: 9.75
=> ['25019', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1959****', '*************', '*************', 'naver.com', '무교', '한영신학대학교', '법학', '4.08']: 9.75
=> ['37372', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1954****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '사회', '0.22']: 9.75

['19389', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '기독교', '국민은행', '072652-17-956023', '8']
=> ['17890', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '의학', '3.99']: 9.75
=> ['22590', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '기독교', '연세대학교', '법학', '3.97']: 9.75
=> ['7143', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '불교', '가톨릭대학교', '인문', '0.5']: 9.75
=> ['16750', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1959****', '*************', '*************', 'naver.com', '기독교', '한영신학대학교', '사회', '4.36']: 9.75

['20589', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '1245-1062-1806', '1']
=> ['13277', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '한성대학교', '자연', '3.06']: 10.0

['25918', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '7554-8722-9582', '9']
=> ['4277', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'yahoo.com', '무교', '한국체육대학교', '사회', '2.98']: 9.875
=> ['285', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'gmail.com', '불교', '서울여자대학교', '의학', '4']: 9.875

['27884', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '불교', '신한은행', '682-884-328579', '9']
=> ['28867', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '불교', '한영신학대학교', '사회', '3.76']: 9.875

['28198', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '불교', '스탠다드(제일)', '182-53-788467', '7']
=> ['5466', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '불교', '서울대학교', '자연', '1.35']: 9.875
=> ['37815', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'daum.net', '불교', '서울대학교', '공학', '1.06']: 9.875

['35075', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '107-52-332448', '1']
=> ['35075', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '법학', '3.97']: 10.0

['1204', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '천주교', '수협중앙회', '1571-3174-7327', '8']
=> ['30572', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '천주교', '경기대학교', '인문', '0.94']: 9.4167

['25717', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '불교', '하나은행', '543-254459-23280', '8']
=> ['5043', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1948****', '*************', '*************', 'naver.com', '불교', '숙명여자대학교', '자연', '0.59']: 9.5417

['34044', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', 'NH농협', '775-0588-028-21', '3']
=> ['34044', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '추계예술대학교', '인문', '3.61']: 10.0

['4280', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '7842-0728-9666', '9']
=> ['34392', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'yahoo.com', '불교', '성신여자대학교', '인문', '1.75']: 9.75
=> ['10839', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '자연', '2.88']: 9.75

['10239', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '886-3540-925-64', '2']
=> ['25090', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1951****', '*************', '*************', 'gmail.com', '기독교', '덕성자대학교', '사회', '2.15']: 9.75
=> ['13908', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '천주교', '한국예술종합학교', '자연', '0.12']: 9.75

['12465', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '국민은행', '015050-68-921466', '1']
=> ['15741', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1951****', '*************', '*************', 'naver.com', '무교', '덕성자대학교', '자연', '0.1']: 9.75
=> ['33601', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'daum.net', '무교', '성신여자대학교', '교육', '4.37']: 9.75
=> ['10839', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '자연', '2.88']: 9.75

['8483', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '신한은행', '762-402-383757', '7']
=> ['13048', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '무교', '연세대학교', '의학', '3.09']: 9.75

['19908', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '기독교', '외환은행', '755-748811-825', '7']
=> ['19908', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '기독교', '세종대학교', '인문', '3.41']: 10.0

['26386', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '기독교', '스탠다드(제일)', '758-00-769224', '2']
=> ['6830', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '기독교', '상명대학교', '예체능', '2.55']: 9.875

['568', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '671-1052-696-14', '3']
=> ['29666', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '천주교', '동국대학교', '공학', '2.02']: 9.875
=> ['4779', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '무교', '경기대학교', '법학', '4.42']: 9.875
=> ['4660', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1988****', '*************', '*************', 'naver.com', '기독교', '삼육대학교', '교육', '1.84']: 9.875
=> ['8172', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '무교', '성공회대학교', '사회', '1.8']: 9.875
=> ['24000', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '자연', '3.69']: 9.875

['885', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '무교', '기업은행', '380-290248-98-904', '2']
=> ['35021', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'naver.com', '기독교', '동국대학교', '인문', '4.25']: 9.875
=> ['28590', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1978****', '*************', '*************', 'naver.com', '무교', '세종대학교', '의학', '2.37']: 9.875
=> ['23065', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '불교', '한성대학교', '법학', '3.05']: 9.875
=> ['17942', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1946****', '*************', '*************', 'daum.net', '무교', '국민대학교', '인문', '2.64']: 9.875

['5064', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '687-302647-259', '6']
=> ['39317', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '한성대학교', '인문', '1.69']: 9.875
=> ['30753', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1958****', '*************', '*************', 'yahoo.com', '무교', '경희대학교', '공학', '2.06']: 9.875
=> ['20106', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'daum.net', '무교', '한국방송통신대학교', '의학', '2.17']: 9.875

['6816', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '천주교', '새마을금고', '5-92279725792-4', '7']
=> ['6816', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '천주교', '한국성서대학교', '예체능', '0.39']: 10.0

['9530', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '기업은행', '262-081056-07-820', '9']
=> ['9530', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '의학', '2.24']: 10.0

['18006', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '408-6280-971-60', '5']
=> ['26893', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '서경대학교', '법학', '2.42']: 10.0

['20229', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '5-27155692234-2', '9']
=> ['22610', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'yahoo.com', '무교', '한국예술종합학교', '사회', '3.3']: 10.0

['24944', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '407-98-590326', '8']
=> ['773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '인문', '2.09']: 9.875
=> ['11839', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '동국대학교', '예체능', '1.52']: 9.875

['26893', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '570-31-394668', '3']
=> ['26893', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '서경대학교', '법학', '2.42']: 10.0

['28026', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '불교', '한국씨티은행', '379-914437-223', '6']
=> ['20680', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '기독교', 'KAIST', '예체능', '2.47']: 9.75
=> ['26549', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1950****', '*************', '*************', 'gmail.com', '불교', '성공회대학교', '자연', '0.81']: 9.75
=> ['27715', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1956****', '*************', '*************', 'daum.net', '천주교', '동덕여자대학교', '법학', '0.78']: 9.75
=> ['31457', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '사회', '3.48']: 9.75
=> ['24235', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '법학', '3.78']: 9.75

['28190', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '불교', '외환은행', '500-713950-775', '9']
=> ['22136', '정**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1956****', '*************', '*************', 'naver.com', '천주교', '가톨릭대학교', '교육', '3.06']: 9.75
=> ['32128', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '의학', '3.15']: 9.75
=> ['19869', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'naver.com', '무교', '경기대학교', '공학', '2.42']: 9.75
=> ['37334', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1958****', '*************', '*************', 'yahoo.com', '무교', '서울시립대학교', '교육', '3.5']: 9.75
=> ['5961', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '무교', '서울기독대학교', '자연', '3.35']: 9.75
=> ['17028', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '자연', '2.02']: 9.75
=> ['18871', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1965****', '*************', '*************', 'daum.net', '불교', '광운대학교', '교육', '2.1']: 9.75
=> ['35307', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'naver.com', '무교', '성공회대학교', '인문', '2.66']: 9.75
=> ['15071', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'naver.com', '무교', '한국체육대학교', '자연', '4.4']: 9.75
=> ['1035', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '그리스도대학교', '자연', '3.36']: 9.75
=> ['1234', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'gmail.com', '불교', '한양대학교', '교육', '0.86']: 9.75
=> ['7930', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '자연', '2.79']: 9.75

['28751', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '무교', '기업은행', '704-504518-94-418', '8']
=> ['18587', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '무교', '숭실대학교', '의학', '3.8']: 10.0

['31133', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '728-40-004276', '8']
=> ['31133', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'yahoo.com', '기독교', '중앙대학교', '교육', '1.29']: 10.0

['9056', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1948****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '863-303374-60747', '3']
=> ['9056', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1948****', '*************', '*************', 'yahoo.com', '불교', '장로회신학대학교', '의학', '0.83']: 10.0

['15928', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '우리은행', '4739-984-455950', '9']
=> ['15928', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '성공회대학교', '예체능', '1.07']: 10.0

['34741', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '불교', 'NH농협', '178-6974-624-99', '3']
=> ['39904', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'gmail.com', '무교', '성균관대학교', '공학', '1.83']: 9.75
=> ['36785', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1950****', '*************', '*************', 'daum.net', '불교', '장로회신학대학교', '인문', '2.64']: 9.75

['3923', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '336-9751-510-27', '5']
=> ['22580', '장**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'yahoo.com', '불교', '총신대학교', '예체능', '1.25']: 9.5417
=> ['16611', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'yahoo.com', '무교', '연세대학교', '공학', '3.04']: 9.5417
=> ['8747', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '무교', '명지대학교', '인문', '1.3']: 9.5417

['6043', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'naver.com', '무교', '하나은행', '701-454365-70546', '3']
=> ['6043', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'naver.com', '무교', '감리교신학대학교', '예체능', '2.58']: 10.0

