CORRECT LIST
['12982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '무교', '164.222.180.218', '0a:ec:65:a7:b7:95']
['35926', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'daum.net', '기독교', '232.182.81.241', '34:2c:7d:57:c8:19']
['1573', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'gmail.com', '무교', '29.30.126.28', '58:59:92:bc:c1:42']
['8181', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'naver.com', '무교', '6.208.57.92', '0a:dd:0a:af:3d:53']
['24209', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'yahoo.com', '무교', '19.234.209.190', 'fa:6e:96:8e:05:89']
['6390', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '기독교', '171.197.246.128', '55:df:81:b8:a9:1f']
['10857', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '46.80.177.179', 'b2:02:25:d7:0d:f2']
['19309', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'yahoo.com', '무교', '132.205.176.108', 'e1:88:c1:ea:f8:2f']
['26829', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '248.111.8.106', '44:21:fd:6d:49:d8']
['29666', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '천주교', '98.199.90.204', '17:36:1a:1f:0f:4b']
['39723', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '기독교', '81.100.139.176', 'a4:e0:44:05:59:76']
['12009', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '138.133.45.189', 'e0:a5:d7:d9:ce:10']
['19954', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '천주교', '158.129.58.89', '80:b0:ff:e4:34:02']
['22243', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '무교', '69.199.79.78', 'd7:4a:d7:16:85:f1']
['25348', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '28.55.241.118', 'e6:42:b8:8f:f7:f9']
['28365', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '160.208.121.110', '89:fd:91:dd:a5:4e']
['277', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '천주교', '209.140.165.245', 'b2:2e:a4:ae:fe:e1']
['470', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '천주교', '129.163.108.16', '14:11:7f:3b:51:9b']
['26469', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '209.86.68.183', 'af:c0:b9:72:1c:a4']
['1752', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '불교', '10.15.181.217', '7e:b6:e7:ad:2c:c7']
['2738', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '무교', '63.251.163.244', '73:da:f6:5b:36:94']
['34078', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '천주교', '204.27.51.215', '44:2c:df:c7:47:59']
['37836', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '109.20.235.250', '11:57:12:68:5a:1c']
['37997', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'daum.net', '무교', '14.235.107.109', '3d:53:cf:d7:9f:30']
['1644', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1969****', '*************', '*************', 'yahoo.com', '무교', '87.178.112.154', 'd2:fd:e0:30:24:a3']
['7339', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '132.197.224.70', 'fa:76:64:7c:09:35']
['4176', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1970****', '*************', '*************', 'gmail.com', '무교', '198.243.46.36', 'ae:1e:bc:66:f1:ef']
['35240', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '무교', '154.244.99.119', 'ad:50:ec:a2:6e:26']
['3803', '이**', '남성', '[170.0, 180.0[', '[50.0, 60.0[', 'AB형', '1970****', '*************', '*************', 'naver.com', '불교', '58.211.59.233', 'c5:e3:da:26:dc:4d']
['13967', '이**', '남성', '[170.0, 180.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'gmail.com', '무교', '16.246.190.88', '35:f5:f5:18:4b:22']
['4152', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '기독교', '112.138.133.9', '78:9e:5a:99:55:d5']
['22982', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '기독교', '218.71.255.32', '3f:73:0b:67:25:f6']
['30826', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '불교', '136.166.51.52', 'dd:ab:10:3a:bd:73']
['33308', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'gmail.com', '무교', '29.172.12.61', 'd5:44:4e:fa:d8:07']
['38460', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'yahoo.com', '기독교', '59.147.58.156', 'b0:98:65:03:fd:37']
['14287', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '불교', '157.85.171.217', 'fa:59:16:cd:44:fd']
['2971', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'gmail.com', '불교', '188.9.238.31', '9e:a1:6f:bf:21:d2']
['27503', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'yahoo.com', '기독교', '72.55.252.253', '1d:a1:0b:09:e4:d8']
['39309', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'gmail.com', '무교', '137.200.16.156', '54:1a:df:96:d6:5a']
['3948', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '141.84.11.51', '3c:fa:cf:9e:46:a1']
['37810', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '기독교', '208.209.103.191', 'd8:eb:7f:a2:1a:ae']
['13006', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '무교', '33.84.229.252', 'b2:1e:b6:16:8f:c4']
['2236', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1972****', '*************', '*************', 'daum.net', '무교', '105.173.189.61', 'a2:3e:26:2f:cf:66']
['32093', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '23.133.241.174', 'f9:78:5e:44:9e:d5']
['14899', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '불교', '56.21.44.84', '6c:67:7c:ba:8d:b6']
['20756', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '기독교', '154.211.104.250', '5b:2a:f2:8a:9d:88']
['22512', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '무교', '47.17.88.109', '92:53:1a:a9:ac:32']
['37039', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '무교', '53.5.161.74', 'a2:15:95:f4:1a:a9']
['28503', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '무교', '17.151.232.46', '9d:c5:0e:45:14:2c']
['4287', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '천주교', '96.58.217.21', '3c:ec:49:f1:03:90']
['17242', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '불교', '74.33.86.71', '1c:06:ac:a1:20:0f']
['712', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '불교', '181.61.108.203', 'e0:ef:88:fc:2a:64']
['14198', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'yahoo.com', '천주교', '16.28.23.89', '27:d2:73:19:dd:b1']
['36447', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '228.221.152.229', '5f:d7:aa:10:b1:6d']
['24200', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '무교', '245.148.151.160', '26:e0:89:20:6f:53']
['27182', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'naver.com', '무교', '237.161.85.67', '29:88:7b:89:c3:04']
['9024', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '8.173.73.50', 'ab:aa:b2:4c:1a:82']
['11193', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '불교', '128.248.97.240', 'c3:cb:d8:e6:d0:4d']
['28877', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '149.200.111.245', '8d:6c:3e:3b:29:fb']
['37756', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1975****', '*************', '*************', 'yahoo.com', '불교', '222.106.95.252', 'bd:d9:de:fd:6b:9a']
['23392', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'daum.net', '기독교', '96.254.130.165', '36:c2:73:24:b1:cc']
['21531', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '무교', '103.123.177.186', '58:54:ba:a0:a3:20']
['22395', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'gmail.com', '기독교', '14.26.89.223', '1d:29:ae:04:a1:f2']
['22492', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '무교', '231.125.249.21', '6f:7b:a4:3d:f9:51']
['25520', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'daum.net', '불교', '215.124.180.211', '3d:72:c0:5c:8e:f4']
['21676', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'yahoo.com', '무교', '59.147.171.192', 'ed:65:9c:92:f7:73']
['23433', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '무교', '193.151.173.189', 'ab:8d:bd:cf:6d:f3']
['33384', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '무교', '141.38.97.160', 'd6:96:bb:61:32:69']
['37269', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '불교', '134.250.73.112', 'a9:b5:94:54:d0:68']
['24482', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '기독교', '93.164.136.23', 'c6:9e:b5:31:47:a5']
['37314', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '46.171.142.83', '15:e1:e4:95:c7:b9']
['8876', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '불교', '24.87.57.203', '7e:ec:94:d4:f9:ad']
['30255', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'daum.net', '기독교', '117.203.243.94', '0a:d5:6f:8e:27:d2']
['18121', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '불교', '107.77.58.174', '0f:da:92:f3:4c:67']
['31505', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'daum.net', '불교', '29.4.163.250', '74:89:d1:7c:3a:ed']
['13350', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'yahoo.com', '기독교', '208.63.140.1', '45:43:56:78:07:19']
['31763', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'naver.com', '기독교', '173.249.96.149', 'a6:de:4c:c8:27:9c']
['36068', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'daum.net', '불교', '44.194.102.243', '61:60:70:aa:78:4a']
['20248', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'gmail.com', '무교', '5.253.253.161', 'c3:6f:b7:53:f6:a5']
['11014', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'gmail.com', '불교', '166.111.28.221', '35:57:ba:6f:c4:d0']
['11210', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'daum.net', '무교', '61.71.57.92', 'fb:eb:f3:4a:a8:ea']
['12059', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1979****', '*************', '*************', 'naver.com', '무교', '26.173.62.146', 'dc:cc:52:be:b6:80']
['30898', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '기독교', '39.87.216.240', 'f7:81:0b:14:e2:51']
['17377', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '무교', '227.158.255.167', 'b7:c9:0f:1c:d2:11']
['7143', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '불교', '30.213.112.94', '8f:67:12:7c:cf:c8']
['22115', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'naver.com', '기독교', '70.173.29.216', '37:48:8a:b9:69:c6']
['1109', '임**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '무교', '21.72.213.30', '6c:14:18:1f:44:d0']
['1956', '임**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'naver.com', '기독교', '100.240.179.112', '44:27:90:80:25:40']
['4278', '임**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'daum.net', '기독교', '165.118.255.187', '5d:11:62:23:a4:f7']
['39589', '박**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'gmail.com', '불교', '15.102.3.129', '76:24:7e:25:2e:9f']
['6244', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'gmail.com', '불교', '45.62.11.144', '1a:7d:a3:ef:a8:8a']
['9640', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'naver.com', '무교', '245.183.112.105', '2b:a7:5b:97:7e:c5']
['14495', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'naver.com', '무교', '138.128.7.118', 'c2:02:4a:71:e3:2f']
['34939', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'gmail.com', '무교', '83.165.232.186', '6d:34:d1:08:d6:e1']
['13245', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'gmail.com', '불교', '8.186.152.36', 'c7:72:d8:6f:f7:1f']
['33164', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'gmail.com', '기독교', '52.204.198.29', 'a0:08:ab:f2:62:6c']
['10868', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'gmail.com', '무교', '44.135.247.171', 'ee:3d:93:02:57:15']
['11132', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'daum.net', '기독교', '68.47.223.79', '45:09:7d:34:4f:b1']
['14530', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'yahoo.com', '기독교', '94.204.32.57', '5f:8f:66:37:22:c0']
['15633', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'gmail.com', '기독교', '196.184.182.193', '13:fc:59:3d:67:1f']
['16729', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '33.54.228.22', 'c4:35:cd:46:44:10']
['17917', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'yahoo.com', '무교', '37.174.151.85', '98:5e:94:52:5e:90']
['22063', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'naver.com', '무교', '149.7.68.199', '22:89:fa:dc:e7:c1']
['24094', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '153.253.165.81', '9d:84:30:17:29:19']
['32568', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'gmail.com', '기독교', '166.40.19.46', 'c9:6f:73:d0:95:69']
['33773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '불교', '102.227.219.84', '79:e7:cb:1b:7f:88']
['4259', '송**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'naver.com', '불교', '15.20.65.202', '49:59:16:d5:2b:b4']
['37427', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1982****', '*************', '*************', 'daum.net', '무교', '224.121.38.169', 'ef:88:dd:56:6b:9f']
['19784', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'yahoo.com', '무교', '161.6.67.72', '48:78:4d:01:88:4d']
['5806', '이**', '남성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '기독교', '192.242.202.130', '25:77:66:ad:1c:a0']
['29207', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'naver.com', '불교', '126.110.140.224', 'c7:06:21:0f:16:a8']
['35324', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '불교', '91.112.103.243', 'ca:6c:97:72:59:26']
['37109', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '기독교', '194.164.241.68', 'f8:67:73:b9:96:44']
['19577', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '무교', '149.208.220.11', '05:f4:7b:46:2d:67']
['967', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '불교', '52.246.65.17', '1e:29:30:3e:ac:a4']
['21855', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'naver.com', '무교', '190.137.92.54', '00:06:cd:a9:d1:ed']
['2374', '서**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'yahoo.com', '기독교', '15.203.110.164', '26:af:6a:d3:83:75']
['3312', '서**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'daum.net', '무교', '38.152.41.78', '68:8f:9f:75:67:66']
['3620', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '무교', '72.135.116.184', '32:49:4f:7e:20:51']
['10204', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '불교', '171.213.113.89', '8c:e9:a0:ad:bf:41']
['10584', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'gmail.com', '기독교', '235.152.7.148', 'ed:b4:74:57:f3:1f']
['31655', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'yahoo.com', '천주교', '184.179.30.3', '7c:7c:e9:90:52:4c']
['17246', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'daum.net', '기독교', '24.188.217.72', 'bd:d9:24:89:bd:39']
['20404', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '천주교', '10.115.153.93', 'd6:60:d4:fd:15:5c']
['24236', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '기독교', '50.182.190.123', 'e1:c0:06:4b:a7:bf']
['6438', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '불교', '71.16.43.196', '93:7f:64:2a:e8:e3']
['26577', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '무교', '44.52.216.72', 'a5:0c:23:45:d4:d1']
['37155', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'daum.net', '무교', '132.236.134.169', '86:9c:98:f3:cd:7e']
['28758', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '무교', '15.172.39.196', '79:5a:16:6b:52:5a']
['1757', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'daum.net', '기독교', '104.112.74.111', 'b5:11:7d:e3:94:5a']
['9861', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '천주교', '215.205.105.135', '08:21:1a:b0:a4:cd']
['26592', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '불교', '193.242.18.140', '9e:03:28:f3:0a:2a']
['33297', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'yahoo.com', '불교', '75.188.71.119', 'dc:71:fa:3c:7c:10']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '202.222.44.48', '82:ee:a3:5d:88:6a']
['1172', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '199.121.173.154', 'f2:8a:37:96:fc:32']
['9939', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'yahoo.com', '무교', '227.58.120.112', '95:2f:dc:02:d2:69']
['12439', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '무교', '135.193.58.242', '4e:bb:92:e5:68:ab']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '88.18.52.168', 'bd:88:13:d4:78:ad']
['8846', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '무교', '124.74.81.129', 'd1:c6:78:67:b6:c7']
['23034', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '무교', '7.11.178.32', '74:c9:ce:b6:50:d4']
['30470', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '기독교', '236.70.85.220', '12:8a:19:58:3a:f2']
['11841', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '142.134.4.71', '95:6e:01:04:ee:14']
['26645', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '무교', '49.204.203.71', 'da:e1:04:36:5d:ae']
['28411', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '기독교', '62.54.197.197', '69:74:d4:31:49:d0']
['37123', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '기독교', '63.248.159.60', '53:63:46:d6:0a:f7']
['20421', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '불교', '128.143.190.248', '37:80:72:82:b7:8d']
['35054', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '기독교', '115.60.154.163', 'e3:b8:ef:8a:7b:10']
['2493', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '36.227.172.238', '30:2d:4c:76:f4:9a']
['17089', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'yahoo.com', '불교', '253.225.239.163', 'a4:a8:0d:84:c5:93']
['10621', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1988****', '*************', '*************', 'yahoo.com', '불교', '115.32.150.139', '13:f7:bd:b2:61:39']
