['578', '***', '여성', '150.0~160.0', '45.0~50.0', 'A형', '1958******', '*************', '*************', 'yahoo.com', '불교']
['206', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1949******', '*************', '*************', 'naver.com', '불교']
=> ['206', '김준성', '여', '150.4', '58.6', 'A형', '1949-03-07', '010-5796-8090', 'obux32pa', 'naver.com', '불교']: 4.1576

['515', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1949******', '*************', '*************', 'daum.net', '무교']
=> ['515', '김준희', '여', '151.6', '57.9', 'A형', '1949-05-20', '010-9851-5001', 'moooghy', 'daum.net', '무교']: 4.1576

['673', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1949******', '*************', '*************', 'naver.com', '기독교']
=> ['673', '김준은', '여', '157.6', '59.5', 'A형', '1949-06-20', '010-9367-1372', 'e6dcz7u', 'naver.com', '기독교']: 4.1576

['111', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1949******', '*************', '*************', 'gmail.com', '무교']
=> ['111', '이진훈', '여', '151.6', '59.8', 'A형', '1949-05-04', '010-0961-6096', 'wtnj4wx0', 'gmail.com', '무교']: 4.1576

['665', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1949******', '*************', '*************', 'naver.com', '불교']
=> ['665', '정정택', '여', '157.5', '57.1', 'O형', '1949-04-13', '010-7398-5509', 'uqi013s4ufj', 'naver.com', '불교']: 4.1576

['872', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1950******', '*************', '*************', 'daum.net', '무교']
=> ['872', '권준지', '여', '153.7', '55.1', 'AB형', '1950-05-27', '010-2012-4004', 'jhi12vffdey', 'daum.net', '무교']: 4.1576

['998', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1950******', '*************', '*************', 'naver.com', '무교']
=> ['998', '김준훈', '여', '151.8', '59.3', 'B형', '1950-01-22', '010-1992-6705', 'aw08uzu', 'naver.com', '무교']: 4.1576

['429', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1950******', '*************', '*************', 'yahoo.com', '불교']
=> ['429', '박은현', '여', '152.6', '55.5', 'A형', '1950-06-13', '010-7121-3731', 'y47d6ni', 'yahoo.com', '불교']: 4.1576

['336', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1950******', '*************', '*************', 'yahoo.com', '불교']
=> ['336', '이지택', '여', '152.1', '58.5', 'AB형', '1950-07-21', '010-0150-2296', 'y7efsz', 'yahoo.com', '불교']: 4.1576

['867', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1950******', '*************', '*************', 'gmail.com', '기독교']
=> ['867', '이희용', '여', '156.8', '59.7', 'B형', '1950-12-16', '010-7733-7035', 'vka897fl', 'gmail.com', '기독교']: 4.1576

['261', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1950******', '*************', '*************', 'naver.com', '무교']
=> ['261', '음우정', '여', '150.8', '56.5', 'A형', '1950-03-25', '010-0733-3810', 'aiv3g2ri1nz', 'naver.com', '무교']: 4.1576

['961', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1952******', '*************', '*************', 'naver.com', '천주교']
=> ['961', '강훈준', '여', '159.4', '59.1', 'A형', '1952-10-01', '010-3406-5369', 'swri35l6sj9ib', 'naver.com', '천주교']: 4.1576

['765', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1952******', '*************', '*************', 'gmail.com', '불교']
=> ['765', '박정상', '여', '156.6', '55.4', 'B형', '1952-07-09', '010-3308-2008', 'mx5hltfj5c38', 'gmail.com', '불교']: 4.1576

['13', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1952******', '*************', '*************', 'yahoo.com', '기독교']
=> ['13', '이지용', '여', '154.5', '57.3', 'A형', '1952-05-22', '010-5824-1522', 'h25ih47q45w', 'yahoo.com', '기독교']: 4.1576

['740', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1953******', '*************', '*************', 'gmail.com', '무교']
=> ['740', '박남우', '여', '152', '57.5', 'A형', '1953-05-31', '010-4626-9426', 'tb76thju', 'gmail.com', '무교']: 4.1576

['751', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1953******', '*************', '*************', 'naver.com', '불교']
=> ['751', '박종남', '여', '151.2', '57.9', 'A형', '1953-04-18', '010-9218-5524', 'i8mfrpacdb4kv', 'naver.com', '불교']: 4.1576

['386', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1953******', '*************', '*************', 'yahoo.com', '불교']
=> ['386', '서남희', '여', '152.7', '59.8', 'A형', '1953-07-25', '010-7193-3756', 'jos0kx58hcbo9', 'yahoo.com', '불교']: 4.1576

['25', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1954******', '*************', '*************', 'daum.net', '기독교']
=> ['25', '송현훈', '여', '153.5', '56.8', 'A형', '1954-10-19', '010-7112-4025', 'kkk2cqmyws1', 'daum.net', '기독교']: 4.1576

['610', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1954******', '*************', '*************', 'yahoo.com', '무교']
=> ['610', '조준협', '여', '155.9', '55.2', 'AB형', '1954-10-13', '010-1548-0508', 'lupyvgfe5m', 'yahoo.com', '무교']: 4.1576

['898', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1954******', '*************', '*************', 'yahoo.com', '불교']
=> ['898', '최정성', '여', '153', '55.2', 'A형', '1954-08-24', '010-4288-7580', 'vim9li', 'yahoo.com', '불교']: 4.1576

['205', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1955******', '*************', '*************', 'yahoo.com', '천주교']
=> ['205', '김석성', '여', '150.6', '55.9', 'O형', '1955-07-23', '010-6739-5032', 'bu9k7aqly', 'yahoo.com', '천주교']: 4.1576

['602', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1955******', '*************', '*************', 'gmail.com', '무교']
=> ['602', '이준영', '여', '153.1', '55.2', 'AB형', '1955-05-10', '010-9206-4937', 'd9hyyq0t131ig', 'gmail.com', '무교']: 4.1576

['52', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1955******', '*************', '*************', 'naver.com', '불교']
=> ['52', '남서지', '여', '150.6', '57.3', 'B형', '1955-01-14', '010-6550-5883', 'f09xd0jz', 'naver.com', '불교']: 4.1576

['301', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1955******', '*************', '*************', 'gmail.com', '무교']
=> ['301', '문성택', '여', '153.5', '55.3', 'A형', '1955-06-30', '010-5893-0119', 'zfuwwkq', 'gmail.com', '무교']: 4.1576

['383', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1956******', '*************', '*************', 'yahoo.com', '천주교']
=> ['383', '김희영', '여', '155.9', '58.3', 'A형', '1956-11-07', '010-4222-7813', 'zv3hd5', 'yahoo.com', '천주교']: 4.1576

['523', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1956******', '*************', '*************', 'naver.com', '불교']
=> ['523', '김상정', '여', '158.3', '58.5', 'B형', '1956-07-18', '010-7387-6240', 'x6yg3mdhlbd', 'naver.com', '불교']: 4.1576

['710', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1956******', '*************', '*************', 'gmail.com', '무교']
=> ['710', '김종협', '여', '158.4', '55.1', 'B형', '1956-09-09', '010-1856-6881', 'otjjvxnl7', 'gmail.com', '무교']: 4.1576

['725', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1956******', '*************', '*************', 'daum.net', '무교']
=> ['725', '김서종', '여', '159.3', '58.3', 'A형', '1956-09-24', '010-4685-8065', 'rd83v0y', 'daum.net', '무교']: 4.1576

['915', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1956******', '*************', '*************', 'naver.com', '무교']
=> ['915', '강훈석', '여', '154.5', '57.9', 'A형', '1956-01-21', '010-8597-3665', 'kx1u8mh', 'naver.com', '무교']: 4.1576

['415', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1956******', '*************', '*************', 'gmail.com', '무교']
=> ['415', '조준용', '여', '152.2', '55.8', 'A형', '1956-06-10', '010-9927-1243', 'tsa4xtj3rl', 'gmail.com', '무교']: 4.1576

['917', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1956******', '*************', '*************', 'naver.com', '불교']
=> ['917', '나상석', '여', '157.4', '56.9', 'O형', '1956-05-10', '010-8284-5015', 'bxmnrf', 'naver.com', '불교']: 4.1576

['934', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1956******', '*************', '*************', 'daum.net', '불교']
=> ['934', '홍현준', '여', '157.3', '58.3', 'O형', '1956-06-26', '010-3157-7327', 'mv2n7av5c4', 'daum.net', '불교']: 4.1576

['353', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1957******', '*************', '*************', 'gmail.com', '불교']
=> ['353', '김택석', '여', '157.6', '55.7', 'A형', '1957-05-13', '010-6754-3203', 'hijdasu8s86em', 'gmail.com', '불교']: 4.1576

['863', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1957******', '*************', '*************', 'naver.com', '불교']
=> ['863', '박서준', '여', '151.2', '58.9', 'A형', '1957-10-07', '010-9559-0750', 'tbz9y8jry', 'naver.com', '불교']: 4.1576

['792', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1957******', '*************', '*************', 'naver.com', '무교']
=> ['792', '진석준', '여', '157.9', '55.6', 'A형', '1957-10-04', '010-2897-3786', 'i7ylc2z', 'naver.com', '무교']: 4.1576

['257', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1958******', '*************', '*************', 'naver.com', '기독교']
=> ['257', '김남현', '여', '156.9', '55.4', 'O형', '1958-11-04', '010-7583-7298', 'oz9p47zccdyw', 'naver.com', '기독교']: 4.1576

['668', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1958******', '*************', '*************', 'yahoo.com', '무교']
=> ['668', '김우훈', '여', '159.7', '55.2', 'AB형', '1958-04-19', '010-7088-9225', 'd74c8lkiio', 'yahoo.com', '무교']: 4.1576

['237', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1958******', '*************', '*************', 'gmail.com', '불교']
=> ['237', '박서지', '여', '155.7', '56.7', 'A형', '1958-06-14', '010-9433-6261', 'xu0hpndg', 'gmail.com', '불교']: 4.1576

['963', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1958******', '*************', '*************', 'yahoo.com', '불교']
=> ['963', '이진준', '여', '154.2', '57.6', 'AB형', '1958-05-19', '010-5374-6862', 'y1toovil', 'yahoo.com', '불교']: 4.1576

['464', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1958******', '*************', '*************', 'gmail.com', '기독교']
=> ['464', '고준훈', '여', '155.2', '59.7', 'A형', '1958-11-06', '010-5419-8202', 'yh0o4h5ltaiy', 'gmail.com', '기독교']: 4.1576

['848', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1959******', '*************', '*************', 'yahoo.com', '천주교']
=> ['848', '김종석', '여', '159.9', '55', 'O형', '1959-05-26', '010-9023-4044', 'r5io1o9h9', 'yahoo.com', '천주교']: 4.1576

['973', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1959******', '*************', '*************', 'yahoo.com', '무교']
=> ['973', '김협준', '여', '151.4', '56.4', 'AB형', '1959-11-18', '010-9974-3961', 'nhoqpxtvd', 'yahoo.com', '무교']: 4.1576

['779', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1959******', '*************', '*************', 'daum.net', '불교']
=> ['779', '박택용', '여', '150.3', '56.4', 'O형', '1959-09-23', '010-5128-7089', 'mymbx8jagloo', 'daum.net', '불교']: 4.1576

['598', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1960******', '*************', '*************', 'yahoo.com', '불교']
=> ['554', '정남영', '여', '158.6', '56.3', 'A형', '1960-01-01', '010-3794-6355', 'nwewp2qiva10', 'yahoo.com', '불교']: 4.1576
=> ['597', '이희현', '여', '155', '58', 'A형', '1961-02-18', '010-0680-2934', 'p8wr8k3', 'gmail.com', '무교']: 4.1576
=> ['976', '염정용', '남', '172.1', '65.2', 'B형', '1991-08-08', '010-7316-2572', 'h4vnlac', 'yahoo.com', '기독교']: 4.1576

['136', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1960******', '*************', '*************', 'daum.net', '불교']
=> ['136', '박희준', '여', '159.9', '55.6', 'A형', '1960-02-05', '010-6317-7542', 'ma5qcpot', 'daum.net', '불교']: 4.1576

['978', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1960******', '*************', '*************', 'yahoo.com', '불교']
=> ['554', '정남영', '여', '158.6', '56.3', 'A형', '1960-01-01', '010-3794-6355', 'nwewp2qiva10', 'yahoo.com', '불교']: 4.1576
=> ['597', '이희현', '여', '155', '58', 'A형', '1961-02-18', '010-0680-2934', 'p8wr8k3', 'gmail.com', '무교']: 4.1576
=> ['976', '염정용', '남', '172.1', '65.2', 'B형', '1991-08-08', '010-7316-2572', 'h4vnlac', 'yahoo.com', '기독교']: 4.1576

['554', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1960******', '*************', '*************', 'yahoo.com', '불교']
=> ['554', '정남영', '여', '158.6', '56.3', 'A형', '1960-01-01', '010-3794-6355', 'nwewp2qiva10', 'yahoo.com', '불교']: 4.1576
=> ['597', '이희현', '여', '155', '58', 'A형', '1961-02-18', '010-0680-2934', 'p8wr8k3', 'gmail.com', '무교']: 4.1576
=> ['976', '염정용', '남', '172.1', '65.2', 'B형', '1991-08-08', '010-7316-2572', 'h4vnlac', 'yahoo.com', '기독교']: 4.1576

['624', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1960******', '*************', '*************', 'daum.net', '기독교']
=> ['624', '최진지', '여', '152.5', '57.8', 'A형', '1960-12-20', '010-3574-0344', 'n260e5', 'daum.net', '기독교']: 4.1576

['296', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1961******', '*************', '*************', 'daum.net', '기독교']
=> ['296', '김협석', '여', '151.2', '57.7', 'B형', '1961-06-22', '010-1613-7042', 'oza8gb8', 'daum.net', '기독교']: 4.1576

['582', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1961******', '*************', '*************', 'gmail.com', '불교']
=> ['582', '김덕현', '여', '157.5', '57.4', 'O형', '1961-05-03', '010-2261-4475', 'nw6trk', 'gmail.com', '불교']: 4.1576

['354', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1961******', '*************', '*************', 'yahoo.com', '무교']
=> ['354', '이희훈', '여', '158.6', '55.5', 'B형', '1961-11-22', '010-6422-8509', 'g2h3ajq', 'yahoo.com', '무교']: 4.1576

['597', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1961******', '*************', '*************', 'gmail.com', '무교']
=> ['597', '이희현', '여', '155', '58', 'A형', '1961-02-18', '010-0680-2934', 'p8wr8k3', 'gmail.com', '무교']: 4.1576

['807', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1961******', '*************', '*************', 'yahoo.com', '기독교']
=> ['807', '안훈준', '여', '156.4', '57.6', 'B형', '1961-11-18', '010-1308-4290', 'zr0gz1', 'yahoo.com', '기독교']: 4.1576

['828', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1961******', '*************', '*************', 'naver.com', '무교']
=> ['828', '변용협', '여', '154.6', '56.1', 'B형', '1961-10-05', '010-5071-8633', 'p7y80t01', 'naver.com', '무교']: 4.1576

['631', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1962******', '*************', '*************', 'gmail.com', '기독교']
=> ['631', '김남상', '여', '151.7', '59.7', 'O형', '1962-07-22', '010-4091-5534', 'yz430er', 'gmail.com', '기독교']: 4.1576

['200', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1962******', '*************', '*************', 'daum.net', '무교']
=> ['200', '박훈지', '여', '151.8', '55.1', 'O형', '1962-02-10', '010-1273-3007', 'cjtf0qmedsr5', 'daum.net', '무교']: 4.1576

['678', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1962******', '*************', '*************', 'naver.com', '기독교']
=> ['678', '박택석', '여', '155.8', '55.5', 'O형', '1962-11-30', '010-1009-6676', 'tvlz50s', 'naver.com', '기독교']: 4.1576

['465', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1962******', '*************', '*************', 'gmail.com', '무교']
=> ['465', '이준용', '여', '158.1', '56.8', 'B형', '1962-12-07', '010-2100-4967', 'msxqzjn0enw1w', 'gmail.com', '무교']: 4.1576

['809', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1962******', '*************', '*************', 'gmail.com', '기독교']
=> ['809', '안훈용', '여', '158.2', '56.1', 'B형', '1962-09-28', '010-0017-0316', 'xu0grmh', 'gmail.com', '기독교']: 4.1576

['769', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1966******', '*************', '*************', 'daum.net', '무교']
=> ['769', '김준영', '여', '159.2', '55.1', 'O형', '1966-02-24', '010-3754-1912', 't2txnfvi8b', 'daum.net', '무교']: 4.1576

['318', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1966******', '*************', '*************', 'daum.net', '불교']
=> ['318', '손지종', '여', '159.6', '59.5', 'B형', '1966-06-13', '010-3465-1482', 'b8cssg8acma', 'daum.net', '불교']: 4.1576

['685', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1966******', '*************', '*************', 'naver.com', '천주교']
=> ['685', '장현우', '여', '158.6', '58.5', 'O형', '1966-05-27', '010-5023-0542', 'ke0wcq3p', 'naver.com', '천주교']: 4.1576

['732', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1968******', '*************', '*************', 'naver.com', '무교']
=> ['732', '강현훈', '여', '156', '59.6', 'A형', '1968-08-30', '010-8367-7858', 'aknvqk8lbbq', 'naver.com', '무교']: 4.1576

['22', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1968******', '*************', '*************', 'gmail.com', '무교']
=> ['22', '김상훈', '여', '153.9', '58.4', 'AB형', '1968-04-14', '010-6228-5226', 'xpf7yl', 'gmail.com', '무교']: 4.1576

['738', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1968******', '*************', '*************', 'daum.net', '기독교']
=> ['738', '이준희', '여', '154', '58.8', 'A형', '1968-08-12', '010-0766-9454', 'faawl0yy7r', 'daum.net', '기독교']: 4.1576

['921', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1968******', '*************', '*************', 'naver.com', '기독교']
=> ['921', '이정상', '여', '152.1', '57.1', 'B형', '1968-07-12', '010-1038-5820', 'pp0p4hli', 'naver.com', '기독교']: 4.1576

['827', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1968******', '*************', '*************', 'naver.com', '불교']
=> ['827', '최정남', '여', '157.6', '58.6', 'B형', '1968-03-02', '010-2712-1910', 'e4wv3ar', 'naver.com', '불교']: 4.1576

['626', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1968******', '*************', '*************', 'daum.net', '천주교']
=> ['626', '황덕종', '여', '155.8', '58.1', 'B형', '1968-05-05', '010-3569-1960', 'p49tcjty7s32', 'daum.net', '천주교']: 4.1576

['927', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1972******', '*************', '*************', 'gmail.com', '무교']
=> ['927', '김덕성', '여', '155.4', '57.5', 'A형', '1972-06-09', '010-9522-9243', 'rj8tqr2pe4c', 'gmail.com', '무교']: 4.1576

['994', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1972******', '*************', '*************', 'gmail.com', '무교']
=> ['994', '박은용', '여', '159', '55.6', 'B형', '1972-03-23', '010-4764-0853', 'y9easc', 'gmail.com', '무교']: 4.1576

['404', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1972******', '*************', '*************', 'gmail.com', '천주교']
=> ['404', '허상협', '여', '156.1', '59.9', 'B형', '1972-06-11', '010-3340-5053', 'gqsexd', 'gmail.com', '천주교']: 4.1576

['642', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1972******', '*************', '*************', 'yahoo.com', '무교']
=> ['642', '배은지', '여', '154.6', '57.3', 'A형', '1972-08-25', '010-3100-3790', 'p5ei9819vfg', 'yahoo.com', '무교']: 4.1576

['771', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1973******', '*************', '*************', 'naver.com', '무교']
=> ['771', '김준석', '여', '159', '56', 'A형', '1973-05-30', '010-0332-4269', 'wdol5u3lzwc4', 'naver.com', '무교']: 4.1576

['84', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1973******', '*************', '*************', 'gmail.com', '기독교']
=> ['84', '오석훈', '여', '155.9', '57.3', 'A형', '1973-12-31', '010-5476-2704', 'knqswk', 'gmail.com', '기독교']: 4.1576

['100', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1973******', '*************', '*************', 'yahoo.com', '기독교']
=> ['100', '한희은', '여', '153.7', '59.6', 'AB형', '1973-06-12', '010-0276-7864', 'jf0ttscu2b', 'yahoo.com', '기독교']: 4.1576

['212', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1975******', '*************', '*************', 'gmail.com', '불교']
=> ['212', '최현영', '여', '153.1', '56.2', 'A형', '1975-12-14', '010-5491-8782', 'hqphqulmo', 'gmail.com', '불교']: 4.1576

['636', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1975******', '*************', '*************', 'naver.com', '불교']
=> ['636', '임훈상', '여', '151.9', '56.2', 'O형', '1975-12-17', '010-9891-3278', 'wsenwb2itgi', 'naver.com', '불교']: 4.1576

['904', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1975******', '*************', '*************', 'naver.com', '무교']
=> ['904', '현우덕', '여', '154.6', '56.4', 'B형', '1975-07-09', '010-2281-7316', 't6yw5x2nu3s', 'naver.com', '무교']: 4.1576

['635', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1980******', '*************', '*************', 'daum.net', '무교']
=> ['635', '김택지', '여', '154.4', '57.9', 'A형', '1980-06-14', '010-5007-6263', 'lmi0to', 'daum.net', '무교']: 4.1576

['72', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1980******', '*************', '*************', 'daum.net', '불교']
=> ['72', '이훈희', '여', '152.7', '58.1', 'A형', '1980-10-23', '010-6800-9076', 'c57lq0jogqo', 'daum.net', '불교']: 4.1576

['505', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1980******', '*************', '*************', 'naver.com', '불교']
=> ['505', '인협훈', '여', '158.6', '57.3', 'O형', '1980-09-18', '010-3892-7550', 'f00p6v', 'naver.com', '불교']: 4.1576

['194', '***', '여성', '160.0~170.0', '55.0~60.0', 'A형', '1980******', '*************', '*************', 'gmail.com', '무교']
=> ['194', '이은훈', '여', '166.1', '57.7', 'A형', '1980-06-27', '010-1072-4614', 'vqo957p46azy', 'gmail.com', '무교']: 4.1576

['439', '***', '여성', '160.0~170.0', '55.0~60.0', 'A형', '1980******', '*************', '*************', 'gmail.com', '불교']
=> ['439', '이상석', '여', '161.2', '55.9', 'A형', '1980-09-04', '010-6135-2014', 'ut1v708njzk3', 'gmail.com', '불교']: 4.1576

['671', '***', '여성', '160.0~170.0', '55.0~60.0', 'AB형', '1980******', '*************', '*************', 'naver.com', '무교']
=> ['671', '안준상', '여', '162', '57.9', 'AB형', '1980-07-09', '010-8099-7061', 's2wr2l1s590', 'naver.com', '무교']: 4.1576

['315', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1985******', '*************', '*************', 'yahoo.com', '기독교']
=> ['315', '서지훈', '여', '158.8', '55', 'O형', '1985-03-30', '010-2863-3369', 'ofj84c', 'yahoo.com', '기독교']: 4.1576

['236', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1985******', '*************', '*************', 'yahoo.com', '무교']
=> ['236', '손서훈', '여', '155.5', '56.1', 'A형', '1985-04-19', '010-5419-0329', 'gyczszdw', 'yahoo.com', '무교']: 4.1576

['891', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1985******', '*************', '*************', 'daum.net', '무교']
=> ['891', '오서택', '여', '150.6', '55.7', 'B형', '1985-07-30', '010-0766-1071', 'ces86v', 'daum.net', '무교']: 4.1576

['125', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1985******', '*************', '*************', 'daum.net', '불교']
=> ['125', '이현협', '여', '153.4', '59.3', 'O형', '1985-10-23', '010-5244-8659', 'ej90hsb9gbwl', 'daum.net', '불교']: 4.1576

['965', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1985******', '*************', '*************', 'yahoo.com', '천주교']
=> ['965', '이종현', '여', '152.9', '57.8', 'B형', '1985-06-04', '010-7259-2984', 'mdvl4n9nwir', 'yahoo.com', '천주교']: 4.1576

['333', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1985******', '*************', '*************', 'gmail.com', '기독교']
=> ['333', '조정종', '여', '155.2', '55.2', 'O형', '1985-10-23', '010-4969-7238', 'ty3hnnz6', 'gmail.com', '기독교']: 4.1576

['337', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1987******', '*************', '*************', 'gmail.com', '불교']
=> ['337', '김준정', '여', '158', '59.9', 'A형', '1987-07-12', '010-3529-9584', 'rmblf2k052qq', 'gmail.com', '불교']: 4.1576

['901', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1987******', '*************', '*************', 'gmail.com', '천주교']
=> ['901', '박덕훈', '여', '154.7', '56.2', 'B형', '1987-11-05', '010-5668-2342', 'v7dswxbgi54j', 'gmail.com', '천주교']: 4.1576

['759', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1987******', '*************', '*************', 'yahoo.com', '무교']
=> ['759', '이덕우', '여', '158.5', '57.7', 'O형', '1987-10-08', '010-5706-4486', 's26zfz', 'yahoo.com', '무교']: 4.1576

['167', '***', '여성', '160.0~170.0', '55.0~60.0', 'O형', '1987******', '*************', '*************', 'yahoo.com', '기독교']
=> ['167', '조현협', '여', '161.2', '58.2', 'O형', '1987-10-13', '010-4857-9174', 'h2dszddrap', 'yahoo.com', '기독교']: 4.1576

['499', '***', '여성', '160.0~170.0', '55.0~60.0', 'AB형', '1987******', '*************', '*************', 'yahoo.com', '기독교']
=> ['499', '송영택', '여', '160.1', '55.1', 'AB형', '1987-06-12', '010-5197-0888', 'p4yn5ucuigepu', 'yahoo.com', '기독교']: 4.1576

['857', '***', '여성', '160.0~170.0', '55.0~60.0', 'A형', '1987******', '*************', '*************', 'naver.com', '기독교']
=> ['857', '하준용', '여', '160.9', '58.9', 'A형', '1987-08-20', '010-5732-2831', 'l6nznfl', 'naver.com', '기독교']: 4.1576

['35', '***', '여성', '160.0~170.0', '55.0~60.0', 'A형', '1988******', '*************', '*************', 'daum.net', '불교']
=> ['35', '김희택', '여', '160.1', '59.2', 'A형', '1988-04-18', '010-4644-2802', 'qksoto7', 'daum.net', '불교']: 4.1576

['774', '***', '여성', '160.0~170.0', '55.0~60.0', 'O형', '1988******', '*************', '*************', 'daum.net', '무교']
=> ['774', '김은현', '여', '162.5', '55.6', 'O형', '1988-01-28', '010-5343-8206', 'ktfwt2p', 'daum.net', '무교']: 4.1576

['564', '***', '여성', '160.0~170.0', '55.0~60.0', 'O형', '1988******', '*************', '*************', 'yahoo.com', '기독교']
=> ['563', '오훈석', '여', '148.3', '59.2', 'O형', '1957-06-14', '010-3464-7865', 'fx9ped', 'yahoo.com', '기독교']: 4.1576
