No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
24125,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1961****,*************,*************,daum.net,불교,209.88.154.196,96:e5:1d:a5:e7:99
27728,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1961****,*************,*************,yahoo.com,무교,41.207.128.151,6b:6c:e2:03:38:ce
39792,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1961****,*************,*************,yahoo.com,무교,168.13.222.37,55:5e:6a:67:08:5d
3628,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1961****,*************,*************,yahoo.com,불교,91.133.138.37,26:f0:22:71:8c:58
11959,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1961****,*************,*************,yahoo.com,기독교,250.31.214.51,23:c7:d0:22:61:15
18191,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1961****,*************,*************,yahoo.com,무교,228.11.54.210,69:1e:bd:4a:ff:c5
30463,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1961****,*************,*************,gmail.com,천주교,234.124.160.81,12:84:5f:6e:a8:b6
34270,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1961****,*************,*************,daum.net,기독교,235.59.218.142,b7:36:21:9c:93:ca
34718,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1961****,*************,*************,gmail.com,천주교,251.178.33.96,57:b8:07:69:cc:e4
34669,정**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1961****,*************,*************,naver.com,무교,75.20.52.105,09:d8:41:d8:83:04
36096,정**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1961****,*************,*************,yahoo.com,불교,227.23.181.180,db:8c:4f:de:e6:49
38424,정**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1961****,*************,*************,naver.com,무교,171.33.115.120,bb:b6:f3:9f:30:34
9746,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,naver.com,무교,34.226.65.76,29:91:f9:d4:97:ec
9757,강**,남성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,gmail.com,무교,228.99.149.208,54:65:30:8c:43:db
13535,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,daum.net,무교,83.179.118.140,77:66:7c:a6:c8:c3
13995,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,naver.com,무교,222.229.103.131,7f:3f:10:2c:e8:10
24519,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,daum.net,무교,105.30.83.169,4f:c0:28:40:66:f0
39960,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,gmail.com,무교,35.98.116.131,47:02:f4:dc:9e:b5
17304,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1962****,*************,*************,yahoo.com,무교,69.33.11.183,97:b6:17:a4:30:23
20914,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1962****,*************,*************,naver.com,무교,10.23.60.240,ff:53:3a:56:c9:68
37941,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1962****,*************,*************,naver.com,무교,181.203.12.179,35:2d:74:d8:da:3b
400,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1962****,*************,*************,yahoo.com,무교,58.205.241.188,61:da:90:1e:fd:bd
8532,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1962****,*************,*************,gmail.com,불교,112.188.129.47,a3:b3:02:16:d3:9a
23083,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1962****,*************,*************,yahoo.com,불교,41.147.217.40,20:30:9c:d8:05:ef
24226,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1962****,*************,*************,yahoo.com,무교,80.82.60.189,39:3b:b7:cd:f9:c0
35071,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1962****,*************,*************,naver.com,무교,76.133.18.23,0d:52:63:df:66:42
36578,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1962****,*************,*************,yahoo.com,기독교,255.72.4.63,1e:1f:8f:75:56:f8
1764,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,naver.com,천주교,104.151.147.142,c1:bd:e2:49:a4:6f
15000,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,yahoo.com,무교,181.47.124.236,fd:22:51:a5:18:94
30262,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,naver.com,기독교,122.126.237.109,c0:31:91:02:8b:7b
17017,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1962****,*************,*************,gmail.com,무교,135.83.100.240,75:ec:2e:e5:6a:80
20985,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1962****,*************,*************,daum.net,무교,104.208.233.77,05:f1:6d:39:00:c9
37809,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1962****,*************,*************,naver.com,무교,71.145.32.241,ee:79:32:c7:23:a4
7446,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,yahoo.com,기독교,7.37.210.106,02:33:9b:9f:09:6b
15985,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,yahoo.com,무교,161.94.219.19,9f:7c:4a:c2:2f:ba
18723,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,gmail.com,무교,91.91.188.141,2f:d4:40:6b:d1:b0
21325,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,yahoo.com,불교,133.9.171.187,f4:15:97:a5:3b:b2
30156,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1962****,*************,*************,gmail.com,불교,160.151.62.159,5b:e1:6f:58:af:19
32335,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,daum.net,기독교,33.143.23.160,0a:d1:b3:ac:83:d4
35799,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,naver.com,불교,140.90.163.163,7d:52:a2:c5:74:65
9339,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,daum.net,무교,23.205.213.108,81:38:46:73:63:bc
11630,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,daum.net,무교,139.3.162.140,c8:43:aa:6c:d7:e2
17376,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1962****,*************,*************,yahoo.com,무교,159.202.33.203,4a:9a:20:47:09:59
24551,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,gmail.com,기독교,123.161.144.228,f4:d1:78:94:0e:a3
720,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1962****,*************,*************,yahoo.com,무교,71.60.104.178,61:36:c3:5b:97:3e
11005,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,gmail.com,무교,163.27.67.218,f2:cd:b9:6b:64:9a
34940,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1962****,*************,*************,gmail.com,기독교,164.26.80.26,7d:1a:5f:18:98:33
36609,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1962****,*************,*************,gmail.com,불교,235.254.194.142,17:ec:90:04:72:a1
2312,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1963****,*************,*************,daum.net,불교,146.155.72.117,04:55:27:1d:73:3d
4661,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",AB형,1963****,*************,*************,yahoo.com,무교,253.167.60.114,4d:ca:76:92:91:14
14960,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,천주교,63.77.56.132,73:6b:fd:b0:ec:ca
4144,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,daum.net,무교,150.69.189.125,86:ea:49:bb:40:30
4312,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,yahoo.com,무교,228.207.183.217,6c:80:a8:c6:53:41
4730,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,daum.net,기독교,230.184.227.1,fe:f9:c7:66:9f:61
5031,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,기독교,146.153.79.233,53:5a:cc:2c:ab:f7
19902,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,무교,190.236.132.184,fd:8e:bb:05:e7:44
29909,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,naver.com,무교,117.190.126.113,89:02:d1:8f:aa:5c
35050,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1963****,*************,*************,naver.com,무교,197.218.133.128,9a:d8:98:61:99:a9
36859,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,불교,128.250.226.132,03:1f:8a:54:50:41
39458,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,yahoo.com,기독교,17.112.68.211,8d:9a:fd:54:e0:a8
3532,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1963****,*************,*************,yahoo.com,무교,67.193.11.190,f9:5d:5e:cb:36:e0
5307,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,불교,84.215.212.255,48:31:b8:59:b8:a4
23191,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1963****,*************,*************,gmail.com,기독교,128.207.253.63,28:05:73:ba:a1:fc
5627,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,gmail.com,무교,209.12.230.198,18:69:4d:9d:80:45
8394,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,daum.net,불교,57.101.251.163,60:42:7a:cf:ad:9f
8981,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,daum.net,기독교,235.237.166.128,f8:39:60:6a:82:4d
18049,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1963****,*************,*************,daum.net,기독교,62.176.184.140,78:14:89:22:30:1c
31588,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,daum.net,무교,178.121.157.185,20:1f:5d:c7:61:f7
36232,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,daum.net,무교,68.201.126.33,8a:7b:24:5e:4b:45
39045,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,daum.net,불교,100.53.211.93,ff:d3:70:77:3f:7f
12168,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,yahoo.com,불교,48.156.207.83,35:9d:aa:ae:88:62
25469,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,yahoo.com,불교,39.36.133.247,eb:a9:a8:fb:53:83
28292,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,naver.com,천주교,197.81.21.179,cc:ae:60:09:b4:ea
36685,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,naver.com,불교,94.19.218.182,e6:7b:81:76:a7:79
4043,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,daum.net,무교,23.244.129.25,1a:18:99:33:f7:90
33294,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,daum.net,불교,49.182.61.27,41:52:ba:be:c3:f1
33713,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,daum.net,무교,100.120.52.146,74:fc:d0:5c:bd:b7
16128,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,naver.com,기독교,193.162.112.88,9f:ef:fc:6f:89:59
18927,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,naver.com,무교,227.237.64.112,87:2f:a0:fd:a0:4b
21117,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,naver.com,무교,7.36.208.10,32:95:2d:2a:ac:ea
26738,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1963****,*************,*************,gmail.com,무교,92.208.241.174,a3:7e:d7:68:5e:a5
1858,진**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,naver.com,기독교,161.12.106.133,b6:aa:6c:d2:2a:4c
28945,진**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1963****,*************,*************,gmail.com,기독교,233.229.4.81,bb:f5:f1:7c:a0:00
32968,진**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,gmail.com,천주교,151.243.187.20,39:a9:7a:28:8a:64
18779,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1963****,*************,*************,yahoo.com,기독교,160.208.14.19,7c:de:1c:c6:ef:fa
34410,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1963****,*************,*************,gmail.com,무교,196.6.238.205,27:1b:bf:d3:2a:26
35765,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1963****,*************,*************,daum.net,무교,158.159.110.107,0e:30:d9:05:9b:dc
15793,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,naver.com,불교,250.75.224.20,6f:47:b2:61:1c:5d
19459,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,daum.net,불교,156.121.130.91,aa:50:6d:6a:04:48
26520,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,기독교,124.119.200.107,8d:2f:68:e5:0a:9c
29885,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,naver.com,불교,38.76.88.199,dc:32:25:83:c6:05
36873,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,gmail.com,무교,92.51.93.172,6f:b2:78:a5:e0:6f
11099,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,daum.net,무교,57.164.225.211,6d:eb:7d:f7:2e:d5
12541,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,naver.com,천주교,222.127.40.96,51:1e:d1:b9:38:e2
21575,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,naver.com,불교,201.21.76.145,13:52:cb:a6:62:0e
22122,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,yahoo.com,기독교,252.237.178.233,5c:32:e9:c7:76:54
22172,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,naver.com,불교,233.10.41.129,ae:08:3a:95:ef:39
25326,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,무교,39.62.22.200,4d:c8:cf:40:76:a4
25386,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,gmail.com,기독교,180.98.119.201,85:14:ee:e5:e2:32
26952,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,99.28.202.228,46:f5:c8:6e:1b:64
33045,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,yahoo.com,무교,103.255.24.14,51:16:4e:9d:97:b2
33480,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,무교,253.129.43.186,1f:a1:ce:c3:4d:ff
33990,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,gmail.com,무교,253.160.74.152,fa:b2:4a:c7:3e:96
34105,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,naver.com,천주교,243.239.9.52,c9:6b:77:50:ea:27
36101,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,yahoo.com,불교,231.208.166.222,75:86:55:5d:87:6b
37236,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,yahoo.com,기독교,27.215.1.143,50:14:c9:51:3e:5b
38758,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,daum.net,기독교,227.236.159.5,f9:9f:81:aa:02:39
1072,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,기독교,119.255.157.126,3f:25:25:11:3b:54
1836,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,기독교,70.244.238.49,19:ee:64:7f:72:df
2596,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,천주교,182.1.45.44,2c:2b:64:55:34:3d
4887,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,기독교,141.188.181.210,35:6f:c7:02:5e:d4
18926,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,216.231.54.81,79:14:d8:eb:66:8d
32234,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1964****,*************,*************,daum.net,불교,69.154.243.4,17:62:9c:55:39:54
2730,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,naver.com,불교,98.157.160.123,ce:51:98:84:c5:32
9767,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,32.199.68.175,d2:bd:5e:2e:a8:4d
15825,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,yahoo.com,무교,20.166.172.194,2a:b2:3e:92:b1:e9
174,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1964****,*************,*************,gmail.com,천주교,25.71.190.236,06:16:08:b9:97:61
22908,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,daum.net,불교,135.187.252.146,51:e7:08:11:6f:a5
31990,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,기독교,72.152.43.104,7f:0c:c5:b2:b1:b2
9289,이**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1964****,*************,*************,gmail.com,불교,86.97.77.66,e4:64:25:c3:06:04
16859,이**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1964****,*************,*************,daum.net,불교,235.14.3.246,fc:6c:ba:e6:7b:10
24791,이**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1964****,*************,*************,gmail.com,불교,210.142.174.219,28:39:21:96:99:44
37301,이**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,162.31.92.146,8e:a5:8b:b9:c4:3d
9218,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,불교,139.159.88.38,87:57:96:5e:75:12
13040,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,yahoo.com,무교,147.167.99.90,70:a2:d4:fc:98:e6
13577,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,90.86.65.86,9d:dc:e1:12:68:fe
15489,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,naver.com,무교,218.9.51.173,63:fb:49:42:2e:8a
16303,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,gmail.com,무교,130.155.8.145,c9:4e:23:ab:93:c8
33709,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1964****,*************,*************,yahoo.com,무교,13.54.253.102,b5:ec:90:e9:f9:78
37998,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,naver.com,무교,196.23.164.137,75:6e:a4:39:fc:5f
15750,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1964****,*************,*************,naver.com,무교,54.245.10.180,2f:2c:3c:a3:9b:46
17646,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1964****,*************,*************,daum.net,불교,16.251.28.149,49:47:97:87:73:06
19546,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1964****,*************,*************,daum.net,무교,215.28.207.150,72:c5:3b:3f:6f:c2
25710,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1964****,*************,*************,yahoo.com,기독교,243.166.116.194,5f:5f:44:77:58:b5
4530,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1964****,*************,*************,naver.com,무교,211.77.158.204,aa:50:e4:5e:10:8a
5722,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,daum.net,무교,51.104.204.40,1d:23:c6:20:a5:e2
7672,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1964****,*************,*************,gmail.com,불교,152.109.79.44,bc:78:5b:b2:7f:87
37377,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1964****,*************,*************,gmail.com,무교,247.247.33.68,74:ae:6d:aa:fa:7d
11035,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1965****,*************,*************,naver.com,불교,239.98.77.72,21:89:ed:63:14:8c
11108,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1965****,*************,*************,daum.net,기독교,216.227.125.185,8d:ed:d2:95:98:9e
22157,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",AB형,1965****,*************,*************,daum.net,무교,243.30.225.6,67:08:29:0d:fd:22
537,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,daum.net,기독교,10.103.194.67,ff:c9:a0:d9:43:82
16687,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,naver.com,무교,170.48.238.219,d6:6d:4f:2a:0f:fe
22155,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,yahoo.com,무교,134.201.8.60,fe:a7:a6:fe:80:6a
24109,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,naver.com,기독교,173.37.221.138,57:79:2d:f2:7d:30
26869,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,yahoo.com,무교,205.244.250.55,e8:a3:41:59:67:b4
29612,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,daum.net,무교,214.223.117.203,2d:6a:f3:18:28:2c
31007,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,yahoo.com,기독교,65.202.148.74,55:b1:73:14:eb:b8
33984,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,naver.com,무교,54.190.36.200,6e:88:2b:a7:56:83
37921,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,yahoo.com,기독교,70.24.12.22,0e:b9:f0:c3:82:24
7378,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1965****,*************,*************,gmail.com,불교,114.143.125.196,7c:8c:f4:f5:fe:58
36389,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1965****,*************,*************,daum.net,불교,10.174.118.142,bb:99:e0:35:68:c3
37096,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1965****,*************,*************,yahoo.com,불교,91.185.173.80,41:a0:11:fe:47:7a
29089,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,yahoo.com,불교,102.90.17.190,ec:d1:74:29:5e:36
31775,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,yahoo.com,무교,119.109.96.57,cb:bc:65:48:99:87
35542,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,daum.net,기독교,180.89.217.177,ce:c1:9b:b5:1a:3f
39917,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,daum.net,기독교,47.45.146.89,0d:32:6b:dd:df:b7
3503,유**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1965****,*************,*************,daum.net,무교,151.159.43.100,60:64:77:7b:48:c0
14222,유**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,daum.net,불교,54.191.101.175,62:5f:cd:13:b5:96
29608,유**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,naver.com,무교,81.45.168.217,5e:97:8d:7b:79:a9
39024,유**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,naver.com,무교,222.77.126.206,6b:c7:01:5e:73:f3
2393,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,naver.com,무교,186.46.230.7,b5:9c:a9:9b:d5:0f
13557,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1965****,*************,*************,yahoo.com,무교,233.240.38.54,ac:76:92:cd:74:f6
16326,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,daum.net,무교,202.189.197.76,63:d0:41:76:9e:fe
34120,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1965****,*************,*************,yahoo.com,기독교,58.90.182.158,14:0c:39:60:d7:19
36262,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1965****,*************,*************,yahoo.com,무교,75.159.228.209,d9:c9:da:61:24:82
38948,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1965****,*************,*************,yahoo.com,기독교,102.49.206.5,60:60:45:59:cf:eb
15286,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1966****,*************,*************,daum.net,불교,227.211.56.176,22:ad:fb:19:95:94
18696,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1966****,*************,*************,daum.net,무교,223.233.235.234,8f:6c:83:f6:3c:41
23706,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1966****,*************,*************,naver.com,무교,191.31.211.245,d2:6f:d3:89:83:cd
33806,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1966****,*************,*************,yahoo.com,무교,2.134.15.141,e9:44:40:f2:44:ed
1648,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1966****,*************,*************,daum.net,불교,59.225.251.108,d5:db:51:e5:60:67
3719,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1966****,*************,*************,naver.com,무교,109.156.123.1,0a:9b:fe:cd:49:3b
7439,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1966****,*************,*************,yahoo.com,기독교,6.15.93.169,34:55:ab:21:f6:10
11405,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1966****,*************,*************,gmail.com,무교,171.4.25.161,53:f5:df:70:67:a2
12961,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1966****,*************,*************,daum.net,무교,116.164.115.72,c9:d7:71:ab:7b:b4
14700,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1966****,*************,*************,naver.com,불교,74.94.58.72,e9:46:7d:ac:4e:75
16924,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1966****,*************,*************,gmail.com,무교,141.81.144.116,56:6d:2e:3d:85:d6
20184,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1966****,*************,*************,daum.net,불교,136.26.238.153,fc:95:63:30:31:1f
