CORRECT LIST
['14884', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '1.16']
['7500', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'daum.net', '불교', '한국체육대학교', '교육', '3.16']
['18125', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'naver.com', '불교', '국민대학교', '인문', '1.85']
['27343', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1967****', '*************', '*************', 'yahoo.com', '기독교', '경기대학교', '교육', '3.69']
['13774', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'daum.net', '기독교', '동덕여자대학교', '의학', '2.25']
['10972', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1967****', '*************', '*************', 'yahoo.com', '무교', '서울과학기술대학교', '공학', '1.84']
['27690', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'yahoo.com', '불교', '명지대학교', '법학', '0.54']
['5379', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '삼육대학교', '인문', '0.07']
['14898', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '불교', '명지대학교', '예체능', '2.72']
['23393', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '기독교', '홍익대학교', '공학', '3.28']
['14708', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '의학', '2.97']
['32637', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '기독교', '이화여자대학', '예체능', '0.39']
['2497', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '동국대학교', '사회', '3.8']
['22243', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '무교', '한국예술종합학교', '인문', '2.69']
['28365', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '경기대학교', '법학', '3.18']
['472', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '무교', '세종대학교', '자연', '4.4']
['24723', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '의학', '1.39']
['26235', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '경기대학교', '의학', '1.64']
['36413', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '불교', '서울대학교', '법학', '1.01']
['39590', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'yahoo.com', '무교', '그리스도대학교', '의학', '2.25']
['37726', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '무교', '한국방송통신대학교', '사회', '3.3']
['31520', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'yahoo.com', '무교', '서울여자대학교', '법학', '0.23']
['31532', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '무교', '장로회신학대학교', '교육', '1.88']
['2700', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '법학', '0.35']
['11898', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1969****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '교육', '1.52']
['18227', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'daum.net', '천주교', '건국대학교', '의학', '0.77']
['19480', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '의학', '0.27']
['21669', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '불교', '서울여자대학교', '자연', '3.9']
['3570', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'naver.com', '불교', '경기대학교', '공학', '1.65']
['17174', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'gmail.com', '기독교', '중앙대학교', '사회', '3.1']
['15', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'daum.net', '무교', '홍익대학교', '교육', '0.36']
['29445', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '무교', '추계예술대학교', '예체능', '2.11']
['36808', '임**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '무교', '서울교육대학교', '인문', '1.29']
['5562', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'naver.com', '기독교', '동덕여자대학교', '자연', '0.07']
['25030', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'daum.net', '무교', '육군사관학교', '의학', '2.81']
['27945', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '불교', '총신대학교', '공학', '4.14']
['34711', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '공학', '2.45']
['37969', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '천주교', '연세대학교', '공학', '3.64']
['6273', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '자연', '2.81']
['25867', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '불교', '서울기독대학교', '공학', '0.1']
['31117', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '사회', '1.92']
['109', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', '홍익대학교', '의학', '0.86']
['26582', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '의학', '3.83']
['25992', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '불교', '한국성서대학교', '공학', '0.23']
['28638', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '불교', '서울대학교', '예체능', '0.67']
['38973', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '의학', '1.66']
['14951', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '기독교', '경기대학교', '예체능', '3.54']
['26467', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'naver.com', '불교', '장로회신학대학교', '예체능', '3.46']
['29180', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'gmail.com', '무교', '경기대학교', '자연', '3.28']
['3948', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '명지대학교', '자연', '2.94']
['20131', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1972****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '공학', '1.62']
['23516', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1972****', '*************', '*************', 'gmail.com', '기독교', '서울과학기술대학교', '인문', '1.71']
['34728', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'daum.net', '불교', '덕성자대학교', '교육', '3.24']
['9105', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'naver.com', '기독교', '성신여자대학교', '인문', '2.79']
['4524', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'naver.com', '무교', '서경대학교', '자연', '3.49']
['11626', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '법학', '0.33']
['20756', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '기독교', '서울여자대학교', '예체능', '0.75']
['4672', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '불교', '상명대학교', '인문', '4.15']
['39273', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'gmail.com', '무교', '서울교육대학교', '의학', '1.34']
['2073', '윤**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'yahoo.com', '무교', '성신여자대학교', '교육', '2.14']
['19272', '윤**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '기독교', '상명대학교', '자연', '2.19']
['33941', '윤**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '무교', '서울교육대학교', '법학', '2.99']
['11889', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '불교', '동국대학교', '법학', '1.69']
['23175', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '기독교', '서울대학교', '법학', '1.05']
['32080', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'naver.com', '무교', '숭실대학교', '공학', '3.84']
['7307', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'yahoo.com', '기독교', '덕성자대학교', '법학', '4.49']
['19446', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '무교', '육군사관학교', '예체능', '4.47']
['23075', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '무교', '서울시립대학교', '예체능', '2.53']
['30104', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'daum.net', '무교', '성신여자대학교', '자연', '1.86']
['4620', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'naver.com', '불교', '덕성자대학교', '법학', '4.38']
['24815', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '불교', '추계예술대학교', '의학', '0.25']
['25606', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '기독교', '숙명여자대학교', '사회', '1.67']
['34465', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '기독교', '서울교육대학교', '교육', '0.79']
['39312', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'gmail.com', '기독교', '한국예술종합학교', '자연', '3.39']
['21166', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'yahoo.com', '무교', '연세대학교', '인문', '2.34']
['30112', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '천주교', '세종대학교', '교육', '3.11']
['33788', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'naver.com', '기독교', '육군사관학교', '예체능', '3.25']
['36447', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '성균관대학교', '공학', '3.42']
['10839', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '자연', '2.88']
['26487', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '사회', '4.12']
['35997', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '기독교', '서경대학교', '법학', '2.58']
['5360', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'naver.com', '불교', '서울대학교', '자연', '3.45']
['26356', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '교육', '2.02']
['33399', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '무교', '한국방송통신대학교', '예체능', '1.41']
['33826', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'yahoo.com', '기독교', '광운대학교', '예체능', '0.78']
['14261', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1975****', '*************', '*************', 'naver.com', '기독교', '홍익대학교', '인문', '4.38']
['32340', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '공학', '0.9']
['9409', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'gmail.com', '불교', '삼육대학교', '사회', '3.47']
['10430', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'daum.net', '기독교', '추계예술대학교', '사회', '2.15']
['25613', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1975****', '*************', '*************', 'gmail.com', '불교', '장로회신학대학교', '공학', '2.18']
['14892', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '무교', '연세대학교', '의학', '1.44']
['321', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'daum.net', '불교', '한양대학교', '예체능', '4.07']
['4718', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '무교', '홍익대학교', '인문', '1.19']
['8646', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'gmail.com', '무교', '성균관대학교', '공학', '3.25']
['2434', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '기독교', '서울시립대학교', '의학', '1.56']
['31272', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '무교', '경기대학교', '자연', '1.84']
['6411', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1976****', '*************', '*************', 'gmail.com', '무교', '서울여자대학교', '예체능', '0.8']
['30185', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '기독교', '가톨릭대학교', '의학', '3.87']
['9991', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'daum.net', '불교', '총신대학교', '자연', '0.45']
['21478', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1976****', '*************', '*************', 'naver.com', '기독교', '그리스도대학교', '자연', '1']
['38037', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'naver.com', '무교', '명지대학교', '법학', '0.48']
['9780', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'yahoo.com', '불교', '숙명여자대학교', '의학', '0.11']
['22109', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1976****', '*************', '*************', 'gmail.com', '불교', '감리교신학대학교', '인문', '1.11']
['22414', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1976****', '*************', '*************', 'daum.net', '천주교', '성신여자대학교', '자연', '3.23']
['34200', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'naver.com', '기독교', '감리교신학대학교', '법학', '0.18']
['13567', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'naver.com', '기독교', '성신여자대학교', '의학', '3.12']
['24235', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '법학', '3.78']
['8309', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '불교', '성공회대학교', '공학', '1.53']
['8487', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '명지대학교', '공학', '3.84']
['20585', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'daum.net', '기독교', '고려대학교', '공학', '1.86']
['23433', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '자연', '4.06']
['26221', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1977****', '*************', '*************', 'naver.com', '기독교', '동덕여자대학교', '의학', '2.42']
['18346', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '의학', '1.02']
['21421', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '무교', '한국성서대학교', '법학', '4.35']
['38957', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '사회', '2.37']
['27237', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '천주교', '경기대학교', '자연', '3.4']
['6830', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '기독교', '상명대학교', '예체능', '2.55']
['20496', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '무교', '국민대학교', '사회', '0.85']
['3576', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'daum.net', '기독교', '감리교신학대학교', '법학', '4.14']
['19232', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'yahoo.com', '기독교', '총신대학교', '사회', '3.36']
['34429', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1978****', '*************', '*************', 'daum.net', '천주교', '가톨릭대학교', '교육', '2.31']
['36649', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'naver.com', '무교', '서강대학교', '사회', '3.77']
['7243', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1978****', '*************', '*************', 'daum.net', '불교', '총신대학교', '자연', '2.17']
['16016', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'daum.net', '불교', '성신여자대학교', '예체능', '0.63']
['7252', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'naver.com', '무교', '삼육대학교', '인문', '0.75']
['27592', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '예체능', '2.64']
['20929', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'gmail.com', '무교', '이화여자대학', '의학', '4.18']
['6684', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '불교', 'KAIST', '의학', '2.45']
['39112', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'daum.net', '불교', '이화여자대학', '사회', '0.96']
['3440', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '명지대학교', '법학', '1.37']
['13613', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'daum.net', '무교', '상명대학교', '자연', '4.07']
['27304', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '불교', '한국예술종합학교', '인문', '2.6']
['26060', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '예체능', '3.87']
['34241', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'yahoo.com', '무교', '서울기독대학교', '의학', '0.52']
['34708', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'yahoo.com', '불교', '서울기독대학교', '사회', '2.94']
['6774', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '무교', '장로회신학대학교', '의학', '2.05']
['11946', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1981****', '*************', '*************', 'gmail.com', '기독교', '경희대학교', '사회', '2.73']
['16729', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '한국예술종합학교', '법학', '2.76']
['24094', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '성공회대학교', '의학', '3.02']
['33773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '공학', '1.06']
['7916', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '기독교', '경희대학교', '법학', '3.48']
['32414', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '교육', '1.81']
['25412', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '건국대학교', '법학', '0.4']
['10977', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'naver.com', '기독교', '서울기독대학교', '자연', '3.39']
['11714', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'naver.com', '무교', '한국체육대학교', '교육', '2.49']
['3952', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'naver.com', '무교', '총신대학교', '의학', '1.67']
['17954', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '무교', '한국체육대학교', '교육', '0.9']
['26477', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'yahoo.com', '천주교', '서울시립대학교', '의학', '4.01']
['12757', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '무교', '가톨릭대학교', '인문', '3.81']
['23241', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'yahoo.com', '불교', '서울기독대학교', '의학', '0.29']
['31394', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'naver.com', '불교', '그리스도대학교', '법학', '0.85']
['14600', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '기독교', '감리교신학대학교', '의학', '2.11']
['35324', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '불교', '경기대학교', '예체능', '4.3']
['21172', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'gmail.com', '무교', '서강대학교', '인문', '3.75']
['21245', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'daum.net', '기독교', '성균관대학교', '자연', '0.77']
['37565', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '기독교', '숙명여자대학교', '사회', '3.47']
['32100', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'daum.net', '무교', '한국외국어대학교', '공학', '1.82']
['33907', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'naver.com', '기독교', '서강대학교', '의학', '0.21']
['20088', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '인문', '3.75']
['24247', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '천주교', '한양대학교', '교육', '2.28']
['11220', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'gmail.com', '기독교', '추계예술대학교', '의학', '2.22']
['16036', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '천주교', '성균관대학교', '의학', '0.38']
['26346', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '법학', '3.63']
['2566', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '기독교', '서경대학교', '인문', '0.67']
['2910', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '법학', '4.24']
