CORRECT LIST
['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '의학', '3.8']
['15625', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '기독교', '이화여자대학', '교육', '0.44']
['17453', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'yahoo.com', '무교', '삼육대학교', '사회', '2.57']
['21367', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1970****', '*************', '*************', 'daum.net', '무교', '육군사관학교', '의학', '1.31']
['11224', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '무교', '경기대학교', '사회', '2.35']
['36190', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'naver.com', '무교', '성균관대학교', '교육', '3.52']
['2842', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'daum.net', '무교', '연세대학교', '공학', '3.17']
['15091', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'yahoo.com', '불교', '고려대학교', '의학', '1.67']
['22050', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '무교', '서울시립대학교', '공학', '2']
['22982', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '기독교', '그리스도대학교', '사회', '1.71']
['30826', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '불교', '숭실대학교', '법학', '0.47']
['37969', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '천주교', '연세대학교', '공학', '3.64']
['6273', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '자연', '2.81']
['28809', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '자연', '0.43']
['33308', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1971****', '*************', '*************', 'gmail.com', '무교', '세종대학교', '예체능', '1.77']
['17459', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'yahoo.com', '불교', '서강대학교', '교육', '0.5']
['28467', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'naver.com', '무교', '추계예술대학교', '사회', '4.35']
['31619', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'naver.com', '불교', '경희대학교', '의학', '2.62']
['1479', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '무교', '서울대학교', '의학', '4.16']
['23875', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '기독교', '한성대학교', '의학', '3.09']
['4602', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '불교', '서울시립대학교', '예체능', '0.55']
['5773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'yahoo.com', '불교', '총신대학교', '예체능', '4.05']
['7369', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '법학', '3.52']
['14510', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'yahoo.com', '무교', '추계예술대학교', '의학', '0.37']
['18845', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'naver.com', '무교', '상명대학교', '사회', '2.16']
['19078', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1972****', '*************', '*************', 'gmail.com', '불교', '서울시립대학교', '의학', '2.32']
['26467', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'naver.com', '불교', '장로회신학대학교', '예체능', '3.46']
['27503', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'yahoo.com', '기독교', '상명대학교', '인문', '2.03']
['36211', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '경기대학교', '사회', '0.08']
['39309', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '교육', '0.79']
['3948', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '명지대학교', '자연', '2.94']
['13238', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'naver.com', '무교', '추계예술대학교', '사회', '0.22']
['3713', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'yahoo.com', '기독교', '상명대학교', '인문', '3.7']
['34585', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '기독교', '한성대학교', '사회', '2.71']
['32093', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '건국대학교', '의학', '1.13']
['4037', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '무교', '덕성자대학교', '자연', '2.01']
['13846', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '천주교', '육군사관학교', '자연', '2.08']
['20756', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '기독교', '서울여자대학교', '예체능', '0.75']
['7990', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'daum.net', '불교', '숙명여자대학교', '자연', '3.6']
['18530', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'naver.com', '천주교', '중앙대학교', '인문', '1.35']
['32761', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'gmail.com', '무교', '서울기독대학교', '의학', '1.68']
['37655', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '법학', '2.11']
['6403', '윤**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'naver.com', '무교', '한국외국어대학교', '법학', '2.74']
['2099', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'gmail.com', '무교', '덕성자대학교', '사회', '3.19']
['17042', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'naver.com', '무교', '한국성서대학교', '자연', '0.75']
['22231', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '공학', '1.37']
['38147', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '무교', '경기대학교', '자연', '0.17']
['11889', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '불교', '동국대학교', '법학', '1.69']
['32080', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'naver.com', '무교', '숭실대학교', '공학', '3.84']
['36208', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1973****', '*************', '*************', 'gmail.com', '기독교', '서강대학교', '공학', '1.2']
['19446', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '무교', '육군사관학교', '예체능', '4.47']
['25372', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'naver.com', '기독교', '이화여자대학', '교육', '1.49']
['23075', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '무교', '서울시립대학교', '예체능', '2.53']
['16505', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'daum.net', '무교', '서울여자대학교', '의학', '1.15']
['30637', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'yahoo.com', '기독교', '경기대학교', '예체능', '2.18']
['11788', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '무교', '가톨릭대학교', '교육', '2.12']
['34948', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'yahoo.com', '무교', '숙명여자대학교', '교육', '0.39']
['39684', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '무교', 'KAIST', '의학', '1.84']
['712', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '불교', '동덕여자대학교', '사회', '2.79']
['39312', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'gmail.com', '기독교', '한국예술종합학교', '자연', '3.39']
['3360', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '기독교', '서울대학교', '사회', '1.15']
['30112', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '천주교', '세종대학교', '교육', '3.11']
['36447', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '성균관대학교', '공학', '3.42']
['10839', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '자연', '2.88']
['24200', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '무교', '한국외국어대학교', '법학', '3.4']
['26487', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '사회', '4.12']
['27182', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'naver.com', '무교', '상명대학교', '법학', '2.43']
['26356', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '교육', '2.02']
['28071', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '무교', '광운대학교', '교육', '3.89']
['33433', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'naver.com', '기독교', '경희대학교', '사회', '2.03']
['29245', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'gmail.com', '무교', '추계예술대학교', '교육', '1.25']
['8821', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'daum.net', '무교', '육군사관학교', '교육', '4.05']
['321', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'daum.net', '불교', '한양대학교', '예체능', '4.07']
['4718', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '무교', '홍익대학교', '인문', '1.19']
['5750', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1975****', '*************', '*************', 'yahoo.com', '불교', '추계예술대학교', '사회', '2.1']
['21531', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '무교', '고려대학교', '사회', '2.75']
['6411', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1976****', '*************', '*************', 'gmail.com', '무교', '서울여자대학교', '예체능', '0.8']
['12209', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'gmail.com', '무교', '연세대학교', '예체능', '3.13']
['30185', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '기독교', '가톨릭대학교', '의학', '3.87']
['25520', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'daum.net', '불교', '광운대학교', '공학', '2.27']
['12259', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '자연', '1.2']
['34200', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'naver.com', '기독교', '감리교신학대학교', '법학', '0.18']
['6742', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '불교', '서울교육대학교', '자연', '0.82']
['23433', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '자연', '4.06']
['24482', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '기독교', '서울기독대학교', '자연', '2.34']
['33102', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '기독교', '추계예술대학교', '의학', '2.81']
['24119', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '사회', '3.25']
['37314', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '의학', '1.77']
['8876', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '불교', '중앙대학교', '사회', '3.14']
['20059', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1977****', '*************', '*************', 'gmail.com', '불교', '숙명여자대학교', '공학', '1.79']
['31349', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '기독교', '가톨릭대학교', '자연', '0.86']
['773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '인문', '2.09']
['23143', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'gmail.com', '기독교', '연세대학교', '인문', '3.37']
['31505', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'daum.net', '불교', '숙명여자대학교', '예체능', '0.17']
['8289', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1978****', '*************', '*************', 'yahoo.com', '불교', '건국대학교', '자연', '0.47']
['30810', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '교육', '1.33']
['14308', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'naver.com', '불교', '감리교신학대학교', '공학', '3.36']
['7143', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '불교', '가톨릭대학교', '인문', '0.5']
['8734', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'naver.com', '기독교', '총신대학교', '법학', '3.89']
['3440', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '무교', '명지대학교', '법학', '1.37']
['15528', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'naver.com', '무교', '서울과학기술대학교', '공학', '1.05']
['18135', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'yahoo.com', '불교', '한국체육대학교', '사회', '3.08']
['10167', '박**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '무교', '한국방송통신대학교', '사회', '1.07']
['36183', '박**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'gmail.com', '불교', '경희대학교', '사회', '0.94']
['6251', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '기독교', '서울기독대학교', '공학', '0.24']
['25883', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'daum.net', '무교', '동국대학교', '사회', '2.41']
['34241', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'yahoo.com', '무교', '서울기독대학교', '의학', '0.52']
['2459', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'gmail.com', '기독교', '한국체육대학교', '예체능', '0.87']
['17927', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '무교', '삼육대학교', '인문', '0.81']
['8983', '홍**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '무교', 'KAIST', '교육', '3.61']
['11930', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '인문', '2.2']
['34288', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '공학', '2.45']
['9490', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'daum.net', '기독교', '총신대학교', '예체능', '2.45']
['16627', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '서울여자대학교', '법학', '1.48']
['36093', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'yahoo.com', '무교', '동덕여자대학교', '교육', '4.38']
['37141', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'daum.net', '불교', '한양대학교', '의학', '3.36']
['13564', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'yahoo.com', '무교', '그리스도대학교', '법학', '2.65']
['14530', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1981****', '*************', '*************', 'yahoo.com', '기독교', '서울여자대학교', '공학', '2.41']
['16729', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '한국예술종합학교', '법학', '2.76']
['24094', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '성공회대학교', '의학', '3.02']
['15029', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '서울여자대학교', '법학', '2.72']
['20299', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '불교', '경기대학교', '인문', '4.34']
['33773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '공학', '1.06']
['30841', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'naver.com', '천주교', '감리교신학대학교', '예체능', '1.73']
['6680', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1982****', '*************', '*************', 'gmail.com', '불교', '한영신학대학교', '공학', '3.16']
['33306', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'daum.net', '기독교', '국민대학교', '법학', '3.86']
['32282', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'naver.com', '기독교', '서울대학교', '공학', '2']
['18266', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '한국체육대학교', '예체능', '4.09']
['22138', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1982****', '*************', '*************', 'gmail.com', '무교', '광운대학교', '사회', '2.6']
['25761', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'naver.com', '무교', '한양대학교', '공학', '0.17']
['29207', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'naver.com', '불교', '추계예술대학교', '의학', '3.12']
['35324', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '불교', '경기대학교', '예체능', '4.3']
['36984', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'daum.net', '무교', '성신여자대학교', '예체능', '1.88']
['18357', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'daum.net', '불교', '동국대학교', '자연', '2.4']
['20848', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1983****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '교육', '0.15']
['1808', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'yahoo.com', '천주교', '고려대학교', '사회', '1.06']
['12875', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'gmail.com', '기독교', '연세대학교', '예체능', '1.7']
['37109', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '기독교', '동덕여자대학교', '교육', '1.71']
['37666', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'yahoo.com', '무교', '경기대학교', '공학', '4.35']
['19577', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '의학', '1.56']
['19653', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '천주교', '홍익대학교', '인문', '2.69']
['35023', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '기독교', 'KAIST', '인문', '1.62']
['16036', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '천주교', '성균관대학교', '의학', '0.38']
['11591', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '추계예술대학교', '공학', '3.84']
['2910', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '법학', '4.24']
['20135', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '무교', '이화여자대학', '의학', '0.58']
['499', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '인문', '3.9']
['28442', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '무교', '이화여자대학', '사회', '2.62']
['26592', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '불교', '한국방송통신대학교', '인문', '2.6']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '서울시립대학교', '인문', '3.86']
['1172', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '경기대학교', '자연', '4.18']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '감리교신학대학교', '인문', '1.85']
['21807', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '사회', '2.69']
['30470', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '기독교', '국민대학교', '예체능', '3.34']
['37473', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'naver.com', '천주교', '동덕여자대학교', '법학', '1.03']
['11841', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '고려대학교', '의학', '0.88']
['24793', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '불교', '경희대학교', '공학', '1.88']
['3883', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '불교', '중앙대학교', '사회', '3.18']
['36745', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '불교', '경기대학교', '예체능', '1.1']
['12788', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '불교', '서울과학기술대학교', '법학', '3.78']
['20017', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'daum.net', '무교', '서울교육대학교', '법학', '2.09']
['39974', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'daum.net', '불교', '중앙대학교', '공학', '2.76']
['2493', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '추계예술대학교', '예체능', '2.79']
['11076', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '불교', '한국예술종합학교', '교육', '3.28']
['37572', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '자연', '3.07']
