CORRECT LIST
['12982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '무교', '164.222.180.218', '0a:ec:65:a7:b7:95']
['36873', '권**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'gmail.com', '무교', '92.51.93.172', '6f:b2:78:a5:e0:6f']
['33045', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'yahoo.com', '무교', '103.255.24.14', '51:16:4e:9d:97:b2']
['36101', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'yahoo.com', '불교', '231.208.166.222', '75:86:55:5d:87:6b']
['13040', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'yahoo.com', '무교', '147.167.99.90', '70:a2:d4:fc:98:e6']
['15489', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '무교', '218.9.51.173', '63:fb:49:42:2e:8a']
['16303', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'gmail.com', '무교', '130.155.8.145', 'c9:4e:23:ab:93:c8']
['19546', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'daum.net', '무교', '215.28.207.150', '72:c5:3b:3f:6f:c2']
['11035', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1965****', '*************', '*************', 'naver.com', '불교', '239.98.77.72', '21:89:ed:63:14:8c']
['22157', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1965****', '*************', '*************', 'daum.net', '무교', '243.30.225.6', '67:08:29:0d:fd:22']
['24109', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1965****', '*************', '*************', 'naver.com', '기독교', '173.37.221.138', '57:79:2d:f2:7d:30']
['29089', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1965****', '*************', '*************', 'yahoo.com', '불교', '102.90.17.190', 'ec:d1:74:29:5e:36']
['2393', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1965****', '*************', '*************', 'naver.com', '무교', '186.46.230.7', 'b5:9c:a9:9b:d5:0f']
['15286', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1966****', '*************', '*************', 'daum.net', '불교', '227.211.56.176', '22:ad:fb:19:95:94']
['18696', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1966****', '*************', '*************', 'daum.net', '무교', '223.233.235.234', '8f:6c:83:f6:3c:41']
['23706', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'naver.com', '무교', '191.31.211.245', 'd2:6f:d3:89:83:cd']
['11405', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', '171.4.25.161', '53:f5:df:70:67:a2']
['12961', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1966****', '*************', '*************', 'daum.net', '무교', '116.164.115.72', 'c9:d7:71:ab:7b:b4']
['22734', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'yahoo.com', '기독교', '235.158.214.128', 'cf:a1:db:92:c4:cb']
['28849', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1966****', '*************', '*************', 'naver.com', '무교', '130.62.32.139', 'c1:6e:c3:27:f0:1a']
['31020', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '기독교', '48.30.236.101', '85:82:f4:2f:67:94']
['30219', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1966****', '*************', '*************', 'gmail.com', '천주교', '125.91.13.122', 'ec:06:e7:0d:38:9b']
['23822', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'gmail.com', '무교', '134.220.211.19', 'a3:b8:29:cb:34:df']
['19445', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1966****', '*************', '*************', 'daum.net', '무교', '109.54.29.57', '4e:a7:19:86:ad:9f']
['7500', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'daum.net', '불교', '238.252.213.1', '8c:14:11:e0:87:f8']
['12456', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'gmail.com', '불교', '174.103.173.232', '50:75:be:89:ee:e9']
['39241', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'naver.com', '불교', '12.215.236.226', '39:8a:ba:c0:47:05']
['1573', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'gmail.com', '무교', '29.30.126.28', '58:59:92:bc:c1:42']
['7200', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '무교', '232.237.44.92', 'b1:03:a7:16:7c:bb']
['20250', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '기독교', '118.86.104.124', 'c9:b3:7a:a7:7a:1c']
['19556', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'daum.net', '무교', '13.26.28.235', '82:cf:33:26:32:25']
['32793', '박**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'naver.com', '기독교', '174.130.18.236', '9a:8f:17:ef:49:d8']
['33547', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '천주교', '33.214.119.147', 'fe:4f:13:ed:3b:68']
['37856', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '불교', '128.195.141.163', 'a2:94:97:c8:8e:63']
['12391', '송**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '183.225.205.13', 'c3:c8:7b:29:68:b7']
['29151', '송**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', '231.117.210.67', '8d:e5:8c:ef:e4:d4']
['6172', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '무교', '158.48.11.88', '89:8a:1b:05:78:b7']
['19954', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '천주교', '158.129.58.89', '80:b0:ff:e4:34:02']
['22243', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '무교', '69.199.79.78', 'd7:4a:d7:16:85:f1']
['28365', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'naver.com', '무교', '160.208.121.110', '89:fd:91:dd:a5:4e']
['33195', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '불교', '124.204.163.103', 'e6:08:d3:23:8f:08']
['4224', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '불교', '156.240.223.54', '3f:bb:65:97:68:52']
['23913', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'gmail.com', '무교', '143.189.40.102', 'e2:25:ef:56:ea:60']
['24723', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'yahoo.com', '무교', '50.118.86.62', '0f:36:8c:6a:57:bd']
['36413', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '불교', '194.48.76.117', '50:b4:80:d8:6f:d7']
['36949', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '불교', '115.51.116.123', 'e0:53:1d:3e:ae:31']
['39590', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1968****', '*************', '*************', 'yahoo.com', '무교', '48.127.95.89', '07:36:d9:3a:44:7f']
['470', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '천주교', '129.163.108.16', '14:11:7f:3b:51:9b']
['2738', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '무교', '63.251.163.244', '73:da:f6:5b:36:94']
['34078', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '천주교', '204.27.51.215', '44:2c:df:c7:47:59']
['38084', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'naver.com', '불교', '105.61.93.152', '24:c4:2d:d4:c9:bf']
['38700', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'yahoo.com', '무교', '47.47.46.192', '7d:87:2a:72:b6:4d']
['6091', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '무교', '95.66.207.140', '1d:62:e5:88:99:b6']
['7066', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '천주교', '116.223.119.112', 'd0:99:38:9b:0b:33']
['33362', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'yahoo.com', '무교', '216.126.139.44', 'c9:b3:33:62:17:0a']
['36361', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '무교', '29.172.120.40', '31:fa:14:3f:6a:15']
['37997', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'daum.net', '무교', '14.235.107.109', '3d:53:cf:d7:9f:30']
['5975', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1969****', '*************', '*************', 'daum.net', '기독교', '63.136.155.205', '11:47:77:85:5c:f1']
['20476', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '106.193.170.104', 'e9:5e:92:ec:18:bf']
['11898', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1969****', '*************', '*************', 'daum.net', '무교', '57.113.123.247', '3e:3f:21:87:6f:2d']
['4176', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1970****', '*************', '*************', 'gmail.com', '무교', '198.243.46.36', 'ae:1e:bc:66:f1:ef']
['21669', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '불교', '229.107.178.71', '64:27:28:76:24:c3']
['4649', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1970****', '*************', '*************', 'naver.com', '천주교', '17.90.195.117', '5a:ae:4a:cb:4a:a3']
['17174', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'gmail.com', '기독교', '110.154.204.42', '19:4f:b9:49:cf:04']
['4576', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'daum.net', '기독교', '241.66.70.16', '50:a6:0b:37:d6:bf']
['12856', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '불교', '74.23.76.191', 'bb:af:c1:1b:ff:37']
['24457', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1970****', '*************', '*************', 'gmail.com', '불교', '175.112.5.149', 'f2:9b:ae:be:5d:49']
['29445', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '무교', '12.239.131.10', 'b2:ad:1f:80:a7:d1']
['35240', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '무교', '154.244.99.119', 'ad:50:ec:a2:6e:26']
['25544', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1971****', '*************', '*************', 'yahoo.com', '천주교', '166.218.241.248', '61:44:f0:19:62:c8']
['37645', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '불교', '51.34.232.246', 'a4:43:35:f0:50:27']
['31117', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', '194.33.41.61', '0e:22:b8:f3:0e:b2']
['15762', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '무교', '93.135.36.103', '1a:81:2c:c1:85:c0']
['28638', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '불교', '4.176.111.226', '30:27:88:c8:ce:c7']
['31507', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '무교', '240.167.234.63', 'cc:ce:5d:b6:06:e7']
['32799', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '기독교', '20.98.41.237', '86:4f:59:e6:4a:fa']
['33619', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '1.26.86.81', '5d:8a:b7:e6:0f:ce']
['3948', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '141.84.11.51', '3c:fa:cf:9e:46:a1']
['20524', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '기독교', '250.92.223.122', '57:33:ab:18:fe:48']
['21609', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1972****', '*************', '*************', 'naver.com', '불교', '106.242.9.147', '56:34:7d:25:ed:6d']
['23516', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1972****', '*************', '*************', 'gmail.com', '기독교', '60.248.64.61', '95:21:c7:67:56:c5']
['29380', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '기독교', '150.14.112.186', 'f1:69:e3:ed:4e:fc']
['30272', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '기독교', '141.171.219.196', 'dd:4b:e9:80:93:b1']
['14899', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '불교', '56.21.44.84', '6c:67:7c:ba:8d:b6']
['17765', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'gmail.com', '기독교', '188.250.77.122', '4d:34:4c:4f:25:14']
['20756', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '기독교', '154.211.104.250', '5b:2a:f2:8a:9d:88']
['36294', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '불교', '148.220.211.13', '98:78:a1:ee:20:2f']
['17761', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1973****', '*************', '*************', 'naver.com', '불교', '46.222.219.142', 'db:a8:47:0b:88:1b']
['36662', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1973****', '*************', '*************', 'yahoo.com', '기독교', '154.244.218.187', 'a6:3d:68:b1:aa:0e']
['13068', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1974****', '*************', '*************', 'yahoo.com', '무교', '196.45.239.74', '93:37:8d:da:bc:3e']
['26107', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'gmail.com', '무교', '139.252.173.221', 'b1:09:17:f2:de:80']
['4287', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '천주교', '96.58.217.21', '3c:ec:49:f1:03:90']
['28014', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '무교', '16.60.242.154', '30:c5:55:b1:9d:51']
['33788', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1974****', '*************', '*************', 'naver.com', '기독교', '21.240.52.64', '50:5f:97:29:4a:81']
['36447', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '228.221.152.229', '5f:d7:aa:10:b1:6d']
['6564', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '불교', '150.189.164.181', 'e5:17:44:c0:7b:b1']
['7719', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'yahoo.com', '불교', '1.213.207.188', '2d:fb:ed:5e:4e:af']
['32340', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '5.114.87.212', '41:a3:a7:e0:e5:c8']
['11193', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '불교', '128.248.97.240', 'c3:cb:d8:e6:d0:4d']
['37217', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1975****', '*************', '*************', 'daum.net', '무교', '244.215.206.181', '21:0c:b5:db:dd:bc']
['37756', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1975****', '*************', '*************', 'yahoo.com', '불교', '222.106.95.252', 'bd:d9:de:fd:6b:9a']
['2434', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1975****', '*************', '*************', 'naver.com', '기독교', '175.209.111.56', 'c8:bc:16:45:5a:dc']
['21478', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1976****', '*************', '*************', 'naver.com', '기독교', '231.169.99.190', '22:1c:b7:74:1b:81']
['8251', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '기독교', '103.8.255.167', '75:dd:4b:c4:01:3b']
['13567', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1976****', '*************', '*************', 'naver.com', '기독교', '20.10.220.86', '2a:4b:38:47:9e:20']
['9020', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '무교', '163.190.231.61', 'ec:aa:a0:66:26:f2']
['24235', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '137.117.180.234', 'b4:bb:7c:88:f8:b8']
['1974', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '기독교', '177.203.8.5', '21:31:94:ad:7d:b7']
['8487', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '200.205.79.9', '04:9d:14:1b:66:ae']
['20617', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '무교', '213.189.171.54', 'db:28:92:85:91:f8']
['23433', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '무교', '193.151.173.189', 'ab:8d:bd:cf:6d:f3']
['26221', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1977****', '*************', '*************', 'naver.com', '기독교', '5.1.33.131', 'fb:0b:f5:6e:92:8f']
['29672', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '222.6.165.144', '46:d9:d5:ac:ef:25']
['30591', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '기독교', '249.110.188.111', 'ea:73:71:7e:ce:c9']
['18346', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '241.184.126.132', '9e:ec:62:b5:8e:61']
['25889', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'daum.net', '무교', '63.1.140.36', '75:0f:03:8c:28:b7']
['37597', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '무교', '179.78.162.88', '03:2d:ed:af:ce:69']
['6869', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'naver.com', '불교', '65.89.58.239', '60:d1:30:cf:28:3c']
['34829', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '무교', '11.10.27.196', 'ac:13:46:ab:a1:41']
['2285', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '무교', '235.233.216.163', '4c:9c:ca:00:40:1f']
['30255', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'daum.net', '기독교', '117.203.243.94', '0a:d5:6f:8e:27:d2']
['20496', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '무교', '59.195.141.87', 'dc:ad:67:10:38:24']
['141', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1978****', '*************', '*************', 'yahoo.com', '무교', '73.66.6.96', '46:ed:3e:e7:88:74']
['19232', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1978****', '*************', '*************', 'yahoo.com', '기독교', '184.34.97.169', 'f7:3a:b4:05:88:b6']
['16157', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'gmail.com', '불교', '156.106.229.186', 'e3:fe:c6:12:32:cf']
['17821', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1978****', '*************', '*************', 'naver.com', '천주교', '162.74.67.39', '4f:ff:ee:27:9d:d3']
['28367', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1978****', '*************', '*************', 'yahoo.com', '천주교', '26.76.121.76', 'a3:b2:69:17:9f:cf']
['11014', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'gmail.com', '불교', '166.111.28.221', '35:57:ba:6f:c4:d0']
['14676', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'yahoo.com', '무교', '147.61.196.93', '5d:2d:4a:c9:90:36']
['26761', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1979****', '*************', '*************', 'gmail.com', '기독교', '102.91.117.226', 'a8:48:48:f7:25:ec']
['22115', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1979****', '*************', '*************', 'naver.com', '기독교', '70.173.29.216', '37:48:8a:b9:69:c6']
['5996', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'gmail.com', '불교', '33.198.227.100', '69:59:2a:05:c2:bd']
['6684', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '불교', '232.121.145.185', '6b:61:f8:11:57:e3']
['22545', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '불교', '110.130.219.214', 'b8:86:92:00:0e:32']
['27304', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '불교', '7.11.217.220', '48:41:f8:f7:c4:45']
['21863', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '무교', '241.131.93.13', '77:c6:7b:d7:e3:2e']
['9640', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1980****', '*************', '*************', 'naver.com', '무교', '245.183.112.105', '2b:a7:5b:97:7e:c5']
['16729', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '기독교', '33.54.228.22', 'c4:35:cd:46:44:10']
['22063', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1981****', '*************', '*************', 'naver.com', '무교', '149.7.68.199', '22:89:fa:dc:e7:c1']
['24094', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1981****', '*************', '*************', 'gmail.com', '무교', '153.253.165.81', '9d:84:30:17:29:19']
['30221', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '25.203.166.210', '69:09:a2:ce:57:42']
['33773', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'yahoo.com', '불교', '102.227.219.84', '79:e7:cb:1b:7f:88']
['14737', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1982****', '*************', '*************', 'gmail.com', '무교', '120.254.249.83', '5f:c9:af:d0:86:c0']
['25412', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'yahoo.com', '불교', '243.219.255.45', '7b:33:c3:dd:73:91']
['2887', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1982****', '*************', '*************', 'daum.net', '무교', '90.142.128.244', 'e4:00:8d:f8:6b:19']
['37427', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1982****', '*************', '*************', 'daum.net', '무교', '224.121.38.169', 'ef:88:dd:56:6b:9f']
['10977', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1982****', '*************', '*************', 'naver.com', '기독교', '29.207.76.235', '6f:78:3e:49:3b:3a']
['8076', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '천주교', '133.173.180.116', '44:5e:ea:0a:c4:0b']
['23241', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1983****', '*************', '*************', 'yahoo.com', '불교', '152.113.147.96', 'a7:46:89:b9:d4:d6']
['12881', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1983****', '*************', '*************', 'gmail.com', '무교', '200.173.77.31', '2e:85:ba:67:cc:5d']
