No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
19958,신우협,남성,164.2,67.8,B형,19690625,010-0912-2071,fwf0ehvo,daum.net,불교,스탠다드(제일),194-63-283930,4
19959,홍성준,여성,150.7,51.2,O형,19631024,010-3750-6278,nwu23fz,daum.net,불교,수협중앙회,0892-6112-1702,9
19964,진서희,여성,160.9,60.9,B형,19830326,010-1310-0138,kt89zs,gmail.com,무교,새마을금고,2-65167615313-5,8
19979,길훈상,여성,159.4,52.8,B형,19551126,010-1000-4480,h2ib6u3,naver.com,기독교,기업은행,080-482208-03-004,4
19983,조종영,남성,175.5,66.0,B형,19610303,010-8203-0870,jmuykuilr3,daum.net,무교,하나은행,152-844723-01560,9
19993,김준택,남성,162.9,66.2,B형,19750103,010-7019-9343,dod8bljvgi3w,yahoo.com,기독교,한국씨티은행,219-108781-745,8
20024,김지석,남성,166.6,64.0,O형,19851231,010-3368-5582,yvan9a17mnt3,naver.com,천주교,수협중앙회,8579-2373-5030,7
20036,강종영,여성,161.1,50.0,B형,19910921,010-0492-6984,jy8s77db73,yahoo.com,무교,한국씨티은행,025-927419-291,9
20049,권은영,남성,174.5,60.7,AB형,19920828,010-6656-0382,alxzy91xgmwqn,gmail.com,무교,스탠다드(제일),855-24-379147,6
20050,박용지,여성,157.0,51.7,O형,19830105,010-0740-9027,amn8zqus4,naver.com,기독교,외환은행,001-260620-425,5
20054,박진희,여성,152.1,53.6,O형,19770225,010-3628-7827,jbb47prdmvrtb,naver.com,무교,새마을금고,2-90106936536-1,8
20077,이희훈,여성,160.0,52.2,B형,19950820,010-9633-1825,xb9rim2bvdb,yahoo.com,불교,기업은행,250-611772-63-998,1
20096,김택영,남성,170.2,63.4,B형,19600827,010-2832-6118,m6vj6ndnhj,yahoo.com,기독교,NH농협,892-6667-382-10,1
20097,박영희,여성,150.8,50.8,O형,19551004,010-2971-3840,foa56y44i,naver.com,기독교,국민은행,502292-48-187709,4
20107,박덕지,여성,148.9,57.3,A형,19860717,010-8826-3461,i9ai8xqzc,daum.net,무교,신한은행,962-211-338379,7
20115,김덕상,남성,175.0,57.8,A형,19620509,010-6838-4854,ftz3kpzqy,daum.net,기독교,하나은행,699-253148-14143,9
20117,김남택,남성,172.1,72.9,AB형,19870117,010-3549-5202,ivhd199s,yahoo.com,무교,외환은행,255-702372-221,3
20137,이종서,여성,164.6,60.3,O형,19550214,010-0801-5981,vf7vfkse4,daum.net,불교,신한은행,538-209-581703,6
20154,김지우,남성,167.0,65.6,O형,19820607,010-3139-0859,dglsavad,naver.com,무교,우리은행,8833-461-624258,5
20156,이준성,남성,167.7,69.8,O형,19860326,010-7250-6049,a6yqzqkajgxd,naver.com,불교,하나은행,897-205140-93139,3
20161,유덕훈,남성,165.0,67.9,A형,19820820,010-1961-2404,ebqfeq,daum.net,기독교,외환은행,181-144033-308,3
20174,송상서,남성,168.3,63.6,O형,19850628,010-9603-8778,y3xt2q,gmail.com,기독교,새마을금고,0-48030613305-1,3
20182,한택희,남성,165.9,67.2,B형,19500427,010-3121-0415,w3ezm7g72hzw9,gmail.com,불교,기업은행,892-619744-59-852,5
20187,이준석,남성,172.2,66.8,B형,19700817,010-5588-6531,oth0dn,yahoo.com,불교,외환은행,886-754965-992,3
20189,손훈용,여성,150.4,54.9,O형,19860312,010-4802-3596,xn66z4gndy,yahoo.com,무교,외환은행,664-416020-547,9
20205,박훈협,여성,165.2,53.0,A형,19800521,010-0647-8691,am9s0v,yahoo.com,무교,외환은행,759-075394-069,2
20224,김용준,여성,154.8,55.1,AB형,19620612,010-8554-0514,nk7k5a,gmail.com,불교,외환은행,770-538824-345,5
20227,백영우,여성,147.4,62.8,O형,19551204,010-3442-2802,b3hykl,naver.com,무교,수협중앙회,7757-6020-9303,8
20234,정은지,여성,159.8,59.5,O형,19710602,010-9092-4491,w57wnp0,naver.com,무교,신한은행,290-304-055470,5
20239,김현성,남성,166.3,63.8,O형,19850312,010-2508-1376,gqb5oa82,daum.net,무교,신한은행,657-834-095098,6
20247,황상지,남성,170.3,59.9,B형,19760115,010-2164-9310,sv55v5,daum.net,불교,한국씨티은행,908-573921-087,3
20265,노택용,여성,147.7,61.8,B형,19801205,010-5792-8708,yuw55gh5,yahoo.com,무교,새마을금고,4-77795358290-8,9
20295,구택성,남성,171.8,71.5,A형,19560508,010-6023-3088,xf4w9mw,gmail.com,불교,하나은행,785-409413-73067,8
20305,백덕현,여성,152.0,45.8,O형,19950628,010-1395-2562,ertwbm,yahoo.com,불교,수협중앙회,7248-0152-7780,9
20312,김현희,남성,174.7,70.0,O형,19621120,010-5655-0719,r0tg7681s,naver.com,불교,NH농협,567-8878-622-88,7
20314,최성지,남성,171.7,57.2,B형,19820806,010-6856-4376,esxhjr5vn,gmail.com,무교,하나은행,882-779361-09399,4
20317,강남준,여성,153.4,54.8,A형,19811119,010-4758-8005,mr4yyuev1nb,naver.com,불교,우리은행,8429-474-171613,9
20322,정협남,남성,166.7,73.7,A형,19660607,010-8705-9384,ckwu0xyi6p,yahoo.com,불교,기업은행,836-890877-71-271,2
20331,김상정,여성,144.4,55.2,O형,19631101,010-5216-4641,lkmmczckgv,gmail.com,무교,신한은행,759-036-114486,6
20332,윤남진,남성,172.7,70.6,A형,19700826,010-6046-4979,qz8uy09jeb1vg,yahoo.com,불교,새마을금고,7-28492000023-9,8
20347,강종은,남성,168.8,55.3,A형,19510104,010-6085-6409,taw45hudxgjr,gmail.com,무교,국민은행,724509-56-935713,5
20350,고남훈,남성,177.3,64.9,O형,19910926,010-7570-4573,xpltpfxh,yahoo.com,무교,우리은행,0223-225-056952,1
20356,김성준,여성,155.7,56.1,A형,19790326,010-0742-0472,uqdzj03w0y,gmail.com,불교,외환은행,515-177583-622,5
20358,김현용,남성,166.2,69.2,O형,19720531,010-9581-3150,bpsj1b0vrx5,naver.com,기독교,수협중앙회,3948-9695-3195,9
20369,이영준,여성,159.4,55.2,B형,19920301,010-8520-0561,sofsnl,naver.com,기독교,국민은행,306971-67-620753,4
20420,박협서,남성,173.6,67.7,B형,19900826,010-4230-8856,lwskiobc,yahoo.com,불교,하나은행,746-445049-02737,4
20424,황종은,남성,175.4,58.4,B형,19720711,010-1525-4164,qrvpl60,naver.com,기독교,외환은행,317-420908-881,6
20439,박정서,여성,160.9,60.7,A형,19490912,010-1730-0823,djgynoc68uuga,gmail.com,무교,국민은행,478484-47-208694,5
20460,권준서,여성,162.3,54.0,B형,19700407,010-7407-9702,dwbj2zls6pbj,naver.com,천주교,NH농협,518-0472-682-88,4
20481,박은택,여성,153.9,52.2,B형,19940309,010-7147-7577,s9yequlb1,gmail.com,천주교,한국씨티은행,808-687045-246,8
20485,조덕준,여성,151.8,57.3,O형,19780614,010-7445-8164,lt2fk9umqi,naver.com,무교,수협중앙회,2650-5132-1288,5
20489,이준영,남성,168.1,62.6,O형,19820102,010-7655-7744,enzige495wpek,gmail.com,불교,한국씨티은행,213-989791-885,4
20521,허협진,여성,155.7,53.3,O형,19550517,010-9131-5725,lmrfv4brh38,daum.net,천주교,하나은행,882-795151-88774,6
20530,두성훈,여성,153.0,57.8,B형,19880723,010-2671-2056,x7iyxnz,daum.net,무교,수협중앙회,8406-3229-9876,2
20539,윤용현,남성,166.7,68.5,B형,19510624,010-9967-0273,be4cs0,daum.net,무교,한국씨티은행,578-584832-903,5
20542,이준현,남성,158.5,64.5,A형,19540331,010-0866-4998,w7wxpz8a2,naver.com,무교,NH농협,676-4941-454-51,8
20553,손덕지,남성,175.2,65.7,A형,19900527,010-6439-4546,z21mx8,gmail.com,무교,스탠다드(제일),250-17-270876,3
20571,한지성,여성,150.7,55.9,B형,19801222,010-7695-1896,zug599qpvm,naver.com,무교,스탠다드(제일),149-18-805159,7
20580,방준지,여성,150.1,55.4,A형,19550313,010-1009-0677,zx5pj2mm8zyr,daum.net,무교,스탠다드(제일),515-19-608316,5
20589,탁진협,남성,168.9,64.4,B형,19740721,010-7902-9471,f01i4z,yahoo.com,무교,국민은행,104356-71-607354,5
20607,이지석,여성,148.0,51.8,O형,19660525,010-3461-0830,h3modt6acl,yahoo.com,불교,한국씨티은행,602-085301-209,2
20612,김준상,남성,171.2,68.2,A형,19761209,010-5992-1299,wn09rhx9u,yahoo.com,불교,기업은행,157-404057-87-448,6
20614,이서협,남성,171.0,61.1,O형,19510108,010-1623-7808,qi59v4uhpwwe8,yahoo.com,기독교,NH농협,094-5352-661-77,1
20620,선현용,남성,171.6,71.6,A형,19921212,010-1028-0282,jcc04iq,gmail.com,무교,수협중앙회,1090-5088-4930,1
20641,김남지,여성,151.6,60.3,A형,19940901,010-2168-0224,xdx6wr,naver.com,무교,기업은행,124-744807-22-855,4
20669,박용영,남성,172.7,77.3,A형,19860608,010-5279-1118,nf0e29,naver.com,기독교,기업은행,096-507605-80-476,9
20720,이정영,여성,160.3,57.5,A형,19781120,010-2470-4507,s3tapdx7qrjo,yahoo.com,기독교,NH농협,075-6401-997-44,3
20723,설상정,여성,153.9,54.5,B형,19880806,010-8893-5108,i4jr6kd,gmail.com,천주교,스탠다드(제일),752-04-706335,2
20752,홍영지,여성,161.5,60.6,O형,19700821,010-0188-8533,pv2xvvkn61ao,naver.com,무교,우리은행,7542-352-036091,2
20756,정진지,여성,153.0,48.7,B형,19620420,010-2843-8948,ngwd8opct7,yahoo.com,기독교,하나은행,628-488328-96178,6
20771,이진남,남성,165.4,63.9,O형,19570811,010-0272-5594,rhy3g7n,yahoo.com,불교,외환은행,763-206287-242,8
20794,강훈성,여성,157.9,59.6,O형,19571231,010-0511-2049,yqsr32u6e,naver.com,기독교,새마을금고,0-55253856909-7,5
20798,위택지,남성,179.8,67.2,B형,19521025,010-6813-9615,qen9cg0d3ylr6,daum.net,무교,새마을금고,3-73561878795-0,2
20806,이종진,여성,150.4,61.5,A형,19790306,010-4074-4057,gacdsll67r,daum.net,불교,수협중앙회,0457-2388-2497,1
20808,배택성,남성,170.9,65.4,A형,19740705,010-9583-6104,m83xe7b,daum.net,기독교,기업은행,086-904675-54-978,6
20812,양상우,남성,169.1,70.9,O형,19921024,010-1440-0274,e2md0zjouqb,yahoo.com,불교,수협중앙회,4447-6426-3273,1
20821,김영우,남성,172.0,61.0,B형,19780831,010-6758-9953,k5k8c7u,naver.com,무교,국민은행,032140-59-451564,6
20832,고정서,남성,163.7,64.8,A형,19930808,010-9254-6391,dhhsfm,daum.net,기독교,기업은행,731-252040-09-928,2
20836,남은정,남성,166.7,69.6,B형,19741211,010-3496-5452,v34fkauq,naver.com,천주교,한국씨티은행,003-198036-508,3
20847,김희덕,남성,167.8,62.6,A형,19940915,010-1696-6052,r19jh0,naver.com,기독교,수협중앙회,2140-0727-7797,6
20848,김은용,여성,151.7,59.2,B형,19790306,010-9088-8390,jbe7arn8w6j,naver.com,무교,하나은행,702-350502-99509,3
20850,정준종,남성,167.2,65.4,O형,19770916,010-4005-1590,jdiwaoe36178,gmail.com,무교,수협중앙회,5773-4577-6174,8
20857,김영상,여성,166.5,56.4,B형,19480106,010-5682-3160,achf07t3x2id,daum.net,무교,국민은행,214730-84-334343,3
20894,임훈지,남성,165.2,64.7,A형,19931101,010-0911-3150,aqxq8t3a,yahoo.com,무교,새마을금고,0-64646356646-1,9
20896,서준은,남성,164.4,70.7,A형,19501009,010-2499-4582,ka9zrbk9v0dwv,daum.net,무교,NH농협,491-8575-715-07,5
20903,이택종,여성,156.8,50.9,A형,19611021,010-1327-3742,syikwje3y4l9f,naver.com,기독교,기업은행,591-365960-33-662,5
20926,김덕상,남성,169.8,65.3,O형,19710224,010-9209-6401,ve8pw42,daum.net,천주교,우리은행,4039-159-197641,9
20935,우택훈,여성,152.3,56.0,A형,19630630,010-4834-0923,az2p9zl9,yahoo.com,무교,한국씨티은행,163-201767-347,9
20938,김석우,여성,170.7,54.6,O형,19920323,010-5407-1529,wg6fnt55,gmail.com,무교,외환은행,806-559517-361,1
20941,남궁영,여성,159.0,57.6,B형,19700422,010-3921-0239,agjhqmvreclyz,naver.com,무교,NH농협,653-2111-342-10,1
20943,문준지,남성,167.7,66.9,A형,19630131,010-3078-7724,bvx34f,yahoo.com,기독교,국민은행,386034-09-605991,6
20953,박훈상,남성,165.6,60.5,O형,19930814,010-4403-9900,slkkshpn85un,naver.com,불교,NH농협,801-2815-536-29,5
20960,안정훈,남성,174.3,62.4,A형,19830513,010-5112-8203,ht10t6bb0,yahoo.com,무교,수협중앙회,6579-3716-6708,5
20961,임진은,남성,179.7,64.9,O형,19460117,010-8225-9874,fb7wf4mz7j,naver.com,무교,새마을금고,4-96442841481-7,2
20964,추상지,남성,179.7,65.5,B형,19790204,010-2998-6139,ao1909i7c5f,yahoo.com,기독교,스탠다드(제일),469-73-408708,9
20979,김택우,여성,152.3,55.5,O형,19590121,010-5070-3243,w3wu04sxjpul4,gmail.com,천주교,스탠다드(제일),910-55-288321,3
20981,이서덕,남성,172.4,68.0,B형,19910806,010-3417-0632,ntlwbholer8ye,daum.net,무교,새마을금고,2-08007616175-8,5
21006,최남준,남성,174.0,71.4,B형,19680125,010-6194-8688,pt1wayk02p,gmail.com,무교,하나은행,012-215755-54531,8
21015,서덕현,여성,155.0,55.8,A형,19470926,010-7211-6504,seooum1o,naver.com,기독교,한국씨티은행,979-629318-421,7
21021,이상준,여성,153.2,54.5,A형,19671003,010-7893-5425,lc9ux6y,naver.com,무교,스탠다드(제일),580-29-277250,6
21025,백상훈,여성,151.8,62.0,A형,19841221,010-6419-8991,mqqptarbwx8,yahoo.com,천주교,하나은행,909-804499-84482,5
21047,조지택,남성,171.5,70.6,B형,19701125,010-5179-4481,tt0yhv8ywt11,gmail.com,무교,외환은행,333-565062-424,6
21056,김상지,여성,158.9,51.8,O형,19871216,010-4625-7982,x88kqhy,naver.com,천주교,국민은행,213863-19-423398,6
21067,박택협,남성,174.2,70.7,B형,19460228,010-0789-2901,swx5d8l,yahoo.com,기독교,스탠다드(제일),298-44-427729,3
21070,최석지,남성,171.2,63.7,AB형,19570402,010-5449-5710,h5m9xcuxgaj,naver.com,불교,새마을금고,2-57901176721-2,1
21074,나준진,여성,152.8,57.9,O형,19690803,010-5919-1359,c5z1a05l0,gmail.com,기독교,새마을금고,5-29171920985-0,8
21102,김협은,남성,162.6,70.6,O형,19860108,010-2424-6315,yj1jkhl,yahoo.com,불교,외환은행,506-587608-798,4
21109,이협상,여성,154.1,57.1,B형,19530623,010-8188-8835,cd9yoevjgv,gmail.com,기독교,스탠다드(제일),951-49-521009,4
21117,장우남,여성,178.0,51.9,AB형,19491128,010-1029-3465,lshag5lz1jf2e,gmail.com,불교,새마을금고,1-50421727442-2,9
21122,강성진,여성,159.5,54.7,O형,19670220,010-9014-8892,qapnpwullra,yahoo.com,천주교,국민은행,108888-03-067032,2
21125,남영협,여성,158.7,51.1,AB형,19860918,010-1861-1883,jjsadl092,daum.net,불교,하나은행,506-569778-37650,6
21144,박현우,여성,156.0,49.8,A형,19801114,010-3505-4746,rz4b7gu7ra,yahoo.com,불교,우리은행,0282-833-827796,4
21169,이서협,여성,162.0,53.1,B형,19780921,010-1065-7632,b2o6h4,yahoo.com,불교,외환은행,781-224063-526,2
21171,박지남,남성,169.9,68.2,A형,19530311,010-7662-8009,tml8w7,daum.net,불교,우리은행,8479-679-210114,8
21177,김훈영,여성,154.6,56.4,A형,19661014,010-5609-7240,l0pfv34gr6ju,gmail.com,불교,새마을금고,1-53996258711-2,7
21192,윤서덕,남성,172.3,70.7,AB형,19890830,010-6577-3577,aqvwtnkd,daum.net,무교,스탠다드(제일),684-76-216969,6
21195,홍남상,여성,162.4,53.1,B형,19750713,010-8591-9181,d89ialbfn,gmail.com,무교,새마을금고,5-77115394173-3,5
21201,서성훈,여성,152.3,57.7,AB형,19830725,010-1645-0579,r4tri7hhej0,naver.com,불교,NH농협,865-9113-045-85,7
21215,양영협,남성,166.5,69.5,A형,19790223,010-7102-9221,omz2bhqhe,gmail.com,무교,새마을금고,0-73608031094-3,3
21216,강진서,여성,151.2,48.9,B형,19811121,010-3453-4135,n7llma5fsxv,naver.com,불교,수협중앙회,7803-9982-0384,5
21223,김서정,여성,151.3,55.6,A형,19830827,010-4269-5754,b7l4f5ymny5ug,gmail.com,불교,외환은행,488-524953-566,6
21234,윤은종,남성,163.4,66.9,AB형,19960303,010-6437-7268,rk8u2o,naver.com,무교,새마을금고,3-48436678090-9,6
21241,조남희,여성,157.7,53.0,B형,19740328,010-7464-3622,bgk3aq5g2z,gmail.com,천주교,신한은행,194-692-833786,9
21245,이영준,여성,161.4,47.3,A형,19910428,010-4080-9260,anzft52mxrqz2,yahoo.com,무교,NH농협,539-5482-662-95,3
21272,이서용,남성,162.1,62.7,B형,19671216,010-2531-2104,br53qznm48zbe,daum.net,기독교,NH농협,046-7012-345-97,5
21289,김성준,남성,171.5,62.5,B형,19520614,010-3515-3996,zojxefc68d8p,yahoo.com,기독교,신한은행,521-216-946527,8
21313,이지준,여성,164.2,53.9,A형,19500126,010-2101-0428,li88f9c6he,gmail.com,기독교,기업은행,960-502747-89-468,2
21324,서희성,남성,168.2,61.9,O형,19610623,010-1734-5032,v75m7mx,daum.net,불교,국민은행,617669-10-768347,4
21341,김지준,여성,156.1,59.0,A형,19510904,010-8048-1981,imyxqehnt,yahoo.com,천주교,신한은행,478-754-439247,8
21387,한준지,여성,160.2,52.6,B형,19650111,010-5367-2170,afozj840g08,naver.com,무교,국민은행,517247-67-613646,1
21395,한우은,여성,156.6,60.5,AB형,19461125,010-1270-6486,mpdbxuqw6e,yahoo.com,불교,스탠다드(제일),584-58-062134,2
21409,신훈준,남성,167.5,66.2,A형,19561114,010-0435-0346,d8raunlwn1zfm,yahoo.com,기독교,스탠다드(제일),510-28-851227,9
21425,신상정,남성,172.2,62.0,O형,19730219,010-2028-4661,cbw6hjp1bofbe,yahoo.com,불교,국민은행,079970-97-769107,1
21463,황훈덕,여성,153.7,54.2,A형,19830316,010-5123-5830,gwxmtbfpoetua,gmail.com,기독교,기업은행,000-375004-59-345,6
21487,박용성,여성,153.5,57.3,O형,19800328,010-7602-6217,li9koz3y,gmail.com,기독교,수협중앙회,4921-8101-8729,1
21514,육진택,여성,146.6,56.8,O형,19720720,010-4832-7336,tmx6gpqtd3,daum.net,무교,한국씨티은행,435-661602-182,9
21515,이서지,남성,166.6,72.4,A형,19590126,010-7861-2488,hhbgeyaw3r,yahoo.com,기독교,국민은행,861644-53-298051,5
21522,이서훈,여성,159.4,54.0,A형,19850509,010-4790-7969,ijwkafc,naver.com,무교,한국씨티은행,130-033805-694,7
21527,서서정,여성,164.4,51.4,O형,19500114,010-7817-6290,v0u28vbjo99f,naver.com,기독교,국민은행,537610-06-434816,5
21544,여준훈,여성,159.2,53.5,A형,19850921,010-0435-6597,jv4wznmi7,naver.com,기독교,기업은행,509-550412-55-920,9
21549,정정은,여성,156.2,53.6,A형,19740630,010-4898-9435,pf8mk9,daum.net,무교,새마을금고,7-10546575842-1,2
21550,석택석,여성,142.2,61.2,AB형,19931102,010-1056-3570,kdl1qg70klo,gmail.com,무교,새마을금고,8-24644801645-4,1
21552,박희상,남성,169.8,60.9,B형,19950507,010-9208-9935,zazm35b,naver.com,무교,기업은행,353-447128-87-094,4
21574,장상훈,남성,173.1,66.6,A형,19550828,010-3312-3439,btjfpzv1pi6,naver.com,불교,신한은행,632-438-343494,3
21575,이서석,남성,174.3,66.9,O형,19490826,010-2935-2786,nz24tf4nmeuch,naver.com,불교,새마을금고,3-01610782832-4,6
21621,이성상,남성,171.9,65.8,O형,19480417,010-5478-5700,bp1jbc,gmail.com,천주교,우리은행,2196-242-308170,6
21624,나협우,남성,176.2,65.8,A형,19800418,010-7829-8417,k22j02qa2,gmail.com,무교,스탠다드(제일),402-26-364277,2
21645,오훈택,여성,164.0,51.2,A형,19890106,010-3425-3464,w9n2uhl06opfk,naver.com,무교,외환은행,005-031195-042,5
21658,박덕은,여성,160.7,50.5,O형,19881120,010-9049-4599,bdgs2uo8o,naver.com,불교,우리은행,8499-590-212531,8
21660,배덕택,남성,169.5,62.8,O형,19880602,010-4870-3612,lukomf2nvpmv,naver.com,불교,기업은행,150-117483-22-075,5
21662,강훈정,여성,163.2,58.2,A형,19611208,010-5377-0121,bcjjj3c4k,gmail.com,무교,국민은행,235276-56-254315,7
21668,박준종,여성,149.0,50.8,B형,19800413,010-6266-3754,rqsbjyag3fzv5,naver.com,기독교,신한은행,913-210-064025,1
21673,조정우,남성,172.5,59.9,B형,19470129,010-2105-4646,bgcyvj,naver.com,무교,새마을금고,0-07010479541-9,4
21676,송종지,남성,169.8,60.0,A형,19840812,010-6974-0403,h6j0i64o3yu,gmail.com,무교,국민은행,991881-70-439282,3
21688,류석준,남성,174.9,67.5,AB형,19490413,010-4494-7720,qv8fvcz170,naver.com,무교,NH농협,614-2785-202-40,5
21700,류성용,여성,157.4,50.3,AB형,19460805,010-4061-7582,a1fobd,daum.net,기독교,스탠다드(제일),241-77-984919,4
21703,이훈서,여성,157.3,51.6,AB형,19560804,010-0237-3581,zyov8n5,naver.com,무교,새마을금고,7-00496575630-1,8
21707,석성준,남성,170.5,62.9,B형,19851208,010-3827-4139,i0n1jzejqoy,gmail.com,기독교,NH농협,843-4447-941-89,4
21710,장진정,여성,160.3,62.2,A형,19720303,010-9585-3223,ax8fwpg,yahoo.com,기독교,하나은행,150-624959-26647,5
21734,김용정,여성,162.1,53.4,A형,19790118,010-0848-1962,gsceop,yahoo.com,기독교,신한은행,659-558-179245,3
21740,정훈종,남성,167.5,62.1,A형,19510930,010-1306-1890,ykseskxm,gmail.com,무교,NH농협,042-3384-487-64,5
21755,이서준,여성,154.9,58.8,B형,19840116,010-1508-8350,kcdxv6,naver.com,무교,새마을금고,3-67191260373-5,5
21764,김영종,남성,174.4,62.8,A형,19681101,010-6722-6618,sltq71pr,gmail.com,무교,하나은행,824-110055-59469,5
21769,조석은,여성,164.4,57.1,B형,19890105,010-7682-3993,m234gz6in51j1,naver.com,무교,스탠다드(제일),396-23-030062,8
21778,서서성,여성,154.8,57.8,O형,19920404,010-9157-4239,orzeeau4xk,yahoo.com,무교,우리은행,8957-148-945499,1
21786,한지훈,여성,166.4,52.0,O형,19870825,010-3171-1315,to39qwd,yahoo.com,불교,스탠다드(제일),417-67-224301,8
21791,김지남,여성,148.6,56.8,B형,19520621,010-8715-2529,ssgi3n,daum.net,무교,새마을금고,9-82378800482-2,9
21793,김우택,여성,159.0,59.3,A형,19950919,010-5737-6638,rkqnlkixdgeun,naver.com,천주교,하나은행,611-532916-39268,8
21797,박훈서,여성,157.0,62.0,A형,19661231,010-1536-8506,fk583g2j663d,naver.com,기독교,우리은행,8346-126-534969,2
21818,김진훈,남성,171.0,68.9,AB형,19480622,010-1113-2598,hc85os2m,naver.com,기독교,NH농협,633-8067-278-54,4
21829,김준남,여성,151.5,54.9,A형,19660921,010-9403-3909,d6ktc7n8,yahoo.com,무교,새마을금고,7-37110803553-6,8
21832,김영덕,남성,166.0,66.7,A형,19490310,010-5347-1783,njho485i,yahoo.com,무교,하나은행,007-710712-10919,7
21845,김희진,여성,155.8,56.2,AB형,19810919,010-2020-3526,huqgkm16g4,gmail.com,불교,신한은행,249-063-848043,5
21848,이준우,남성,167.0,65.5,B형,19760304,010-0874-3594,zy53jzk12,naver.com,기독교,NH농협,446-4532-157-45,4
21851,유준정,남성,167.5,69.2,AB형,19640304,010-3803-7252,cj0z7lamo1,yahoo.com,불교,우리은행,7491-077-871527,4
21853,방진영,남성,174.7,60.4,AB형,19731007,010-9160-3655,guwqmirimkm,daum.net,무교,새마을금고,2-20513397432-2,5
21858,이현택,남성,174.3,63.7,O형,19800428,010-8350-3236,btg5loac26g,yahoo.com,무교,국민은행,943215-77-798604,1
21868,이준정,남성,173.0,57.5,A형,19840504,010-2935-2610,wtgvydl4v,naver.com,무교,한국씨티은행,799-147003-630,8
21873,최지상,남성,171.7,65.5,AB형,19820304,010-1644-8716,bzypdjz8jht1n,gmail.com,무교,국민은행,596438-62-756273,3
21875,하진성,여성,154.1,49.9,O형,19520813,010-1159-9229,pctay2,yahoo.com,무교,하나은행,833-973608-65226,8
21880,정진훈,남성,173.4,63.2,O형,19791201,010-8036-1471,qoi6odwux,daum.net,무교,신한은행,517-901-057231,6
21887,강희지,남성,163.2,62.3,O형,19660609,010-4942-1595,aj9j7gg0q40,daum.net,무교,한국씨티은행,259-935470-931,6
21891,이준상,남성,159.8,65.7,B형,19530622,010-9203-3103,y42jjfbf,gmail.com,불교,NH농협,332-4692-633-63,9
21895,윤우훈,남성,168.6,71.5,O형,19880610,010-0836-7363,x9wwzud5n,gmail.com,기독교,우리은행,0104-853-367098,4
21900,윤희협,여성,155.6,64.5,B형,19940127,010-7600-2138,lmcy40a,yahoo.com,천주교,한국씨티은행,699-661939-776,7
21904,김서석,여성,157.6,54.3,A형,19580113,010-2954-8170,oiafqik75qdq,naver.com,천주교,한국씨티은행,233-660336-654,8
21911,최성협,여성,161.5,54.9,A형,19481229,010-9741-1286,r45kv1wswa,yahoo.com,기독교,국민은행,254412-96-152584,6
21916,오덕진,남성,169.2,70.5,O형,19651111,010-2184-8184,teln1gzfpg,yahoo.com,불교,하나은행,213-554715-45233,5
21925,허은우,남성,174.8,64.8,O형,19890309,010-3794-8089,n9vz69e741gxy,daum.net,기독교,한국씨티은행,549-537297-489,2
21929,이훈성,여성,160.0,55.2,B형,19810526,010-4538-3029,jrrwabepe,gmail.com,무교,국민은행,590746-38-508621,4
21932,김우진,남성,175.6,66.7,O형,19480523,010-8958-3482,qwgi8ifw2gvn,yahoo.com,불교,국민은행,879195-06-075105,4
21941,김덕성,여성,150.3,56.6,O형,19730726,010-7703-9733,t2lj2yhxow,daum.net,불교,새마을금고,3-45054837390-0,9
21952,류준성,남성,167.4,71.5,A형,19710111,010-4423-0725,itsvjo3clu,gmail.com,무교,신한은행,681-170-188848,9
21956,공진상,여성,156.3,59.0,O형,19460607,010-1479-1906,th72smhg7v,yahoo.com,불교,수협중앙회,5081-3812-0334,5
21984,문훈현,여성,165.5,53.8,B형,19780209,010-0774-9355,c5f3ba5ud29rb,daum.net,기독교,하나은행,382-895351-07759,2
22001,곽준종,여성,157.8,50.5,A형,19640123,010-6376-9045,dp63ko,gmail.com,무교,기업은행,879-177430-11-075,6
22009,안종은,남성,164.7,68.0,A형,19841211,010-2498-7327,gifibc,naver.com,불교,기업은행,184-587087-49-277,8
22025,박은택,여성,149.7,48.9,AB형,19890922,010-1918-2003,rm6i2j,naver.com,불교,우리은행,9939-473-443283,8
22029,김덕현,여성,161.4,56.8,A형,19960725,010-2309-4996,jhdzy6gkp5e,yahoo.com,기독교,국민은행,443023-45-310194,7
22035,이남진,여성,159.2,57.9,B형,19670703,010-4603-3360,ba857rb6x9y8k,naver.com,무교,새마을금고,7-98934150592-4,6
22060,이준종,여성,158.3,47.7,O형,19570615,010-9646-9642,iodopjye,naver.com,천주교,우리은행,0712-103-391552,8
22104,김택서,여성,158.7,47.5,A형,19500329,010-9133-0809,hantemhap5vf,gmail.com,불교,수협중앙회,1909-5394-5601,3
22107,이은용,여성,154.2,50.9,O형,19540417,010-3990-6924,zz5hcrl3vge,gmail.com,불교,국민은행,137539-33-768503,8
22113,김훈서,남성,171.2,66.7,AB형,19900306,010-0245-1938,h4ojxjbctyz,yahoo.com,불교,우리은행,5006-017-095156,3
22135,김현진,여성,152.3,53.9,B형,19491203,010-6470-6756,fphinmj,naver.com,기독교,하나은행,501-344811-15750,7
22150,오지은,여성,149.7,48.1,A형,19950830,010-1341-9639,yt81p0r2x689q,daum.net,무교,하나은행,595-839580-20767,2
