No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
20423,구협진,여성,161.3,54.7,B형,19481103,010-9301-2601,mek30l1f18so,gmail.com,천주교,국민대학교,교육,2.81
20432,주지남,남성,165.1,68.0,O형,19560404,010-7988-1473,c2u2ztpa0t7h,yahoo.com,무교,한성대학교,사회,2.86
20461,김서석,여성,154.2,56.7,A형,19460328,010-5504-3473,z4k2j20cyks3,daum.net,기독교,서강대학교,예체능,2.24
20464,한남택,여성,149.6,51.4,B형,19760213,010-5235-0132,ppcl0ccem,daum.net,천주교,광운대학교,인문,2.38
20466,신종남,남성,177.8,61.8,A형,19660704,010-0777-3078,fqnaoe0623a,yahoo.com,무교,KAIST,예체능,0.7
20487,남성희,여성,155.4,65.8,A형,19760417,010-5444-5210,bvuoqcxr,daum.net,무교,서울여자대학교,자연,3.84
20497,정진훈,여성,160.7,61.4,O형,19630521,010-2382-9828,yb3b8sg,gmail.com,기독교,서울교육대학교,자연,0.82
20505,안지훈,남성,168.4,68.8,O형,19720713,010-9376-8160,ve2mht7,gmail.com,기독교,한국체육대학교,의학,2.55
20506,진택용,여성,162.0,50.2,O형,19470509,010-3709-4026,x06xhmre,naver.com,불교,서경대학교,자연,3.86
20542,이준현,남성,158.5,64.5,A형,19540331,010-0866-4998,w7wxpz8a2,naver.com,무교,서울대학교,자연,1.48
20544,이진용,여성,161.6,54.4,O형,19521203,010-9800-3193,qvme06,yahoo.com,기독교,이화여자대학,공학,3.69
20547,장훈우,여성,161.5,51.3,B형,19460319,010-9938-7712,gwqrvdhbzedf2,naver.com,불교,서울시립대학교,예체능,4.24
20565,김석서,여성,148.3,58.6,B형,19521023,010-4340-4966,rubnmu460kk4e,gmail.com,불교,건국대학교,예체능,2.26
20571,한지성,여성,150.7,55.9,B형,19801222,010-7695-1896,zug599qpvm,naver.com,무교,한국체육대학교,인문,0.18
20572,이덕영,여성,151.8,46.5,O형,19860329,010-6961-8297,tdmtoul,daum.net,무교,경기대학교,예체능,3.52
20585,김상훈,여성,155.9,52.1,A형,19580112,010-9250-5848,gztdb96w21c,yahoo.com,불교,그리스도대학교,법학,2.6
20588,김준희,남성,166.7,60.3,A형,19640401,010-8522-5406,lovy8dha,naver.com,불교,이화여자대학,사회,3.15
20589,탁진협,남성,168.9,64.4,B형,19740721,010-7902-9471,f01i4z,yahoo.com,무교,총신대학교,법학,0.81
20601,임지희,남성,166.8,65.9,AB형,19580619,010-9516-2871,yvs7cx7h2mhk1,yahoo.com,불교,홍익대학교,법학,3.3
20618,김우성,남성,170.1,64.3,A형,19950802,010-4875-3506,bawc58,gmail.com,무교,성신여자대학교,공학,2.91
20633,임은석,여성,162.2,52.6,O형,19820816,010-6916-2033,p1bj04,naver.com,기독교,상명대학교,예체능,2.53
20641,김남지,여성,151.6,60.3,A형,19940901,010-2168-0224,xdx6wr,naver.com,무교,한국성서대학교,법학,3.04
20650,이우훈,남성,177.2,68.0,O형,19551222,010-8609-5312,wuvjolriihj,yahoo.com,기독교,한국체육대학교,공학,2.96
20652,이우현,여성,158.2,56.3,A형,19620502,010-7491-7353,h90e0ba3w,gmail.com,불교,한영신학대학교,사회,0.44
20677,김훈지,여성,160.7,57.1,O형,19690824,010-2256-4917,plsciqtzp68u,naver.com,무교,경기대학교,인문,2.37
20684,이준지,여성,165.8,60.3,O형,19770715,010-1433-1333,xhyrfn5wo3c,gmail.com,기독교,삼육대학교,공학,0.98
20696,박희종,여성,154.7,57.8,B형,19791226,010-7875-1129,edwq45iuti,gmail.com,무교,연세대학교,공학,3.69
20699,김용상,남성,165.1,69.1,B형,19680720,010-9029-4994,uz5mqw27m,naver.com,기독교,숭실대학교,교육,0.94
20703,박진훈,여성,169.9,63.8,O형,19730407,010-6506-9833,dl91kt9tbcrul,yahoo.com,무교,감리교신학대학교,예체능,0.37
20711,김지석,남성,180.1,65.3,B형,19840218,010-0510-4808,gkkmoyk,gmail.com,기독교,성공회대학교,자연,1.89
20713,김희지,남성,179.8,63.0,A형,19880107,010-2332-6060,azfjhkijnl,gmail.com,무교,경희대학교,교육,0.64
20718,김은종,여성,153.8,57.4,A형,19780426,010-8409-9304,nckj2x68sey,naver.com,불교,한양대학교,교육,2.32
20723,설상정,여성,153.9,54.5,B형,19880806,010-8893-5108,i4jr6kd,gmail.com,천주교,중앙대학교,교육,2.57
20724,이훈준,여성,164.3,53.5,A형,19680518,010-5611-5134,e4fr3vodwgh9,daum.net,불교,서울기독대학교,의학,2.97
20737,송남석,남성,177.2,58.9,B형,19880206,010-4766-0799,x0wjdkvf5,daum.net,무교,명지대학교,인문,0.34
20745,유종서,남성,166.1,69.8,AB형,19580122,010-4846-0936,oshdp66i6jr5v,naver.com,천주교,서울기독대학교,교육,0.4
20767,이종지,남성,170.4,60.8,A형,19571224,010-4689-4926,rhi2tpp6k6,gmail.com,무교,서울과학기술대학교,사회,2.09
20775,박지석,남성,172.5,64.8,A형,19640215,010-1453-7114,j4kryrzc,naver.com,불교,숭실대학교,법학,2.06
20788,지현종,남성,164.2,66.6,B형,19540523,010-7684-0182,yprfmys7v0a,yahoo.com,불교,성신여자대학교,자연,0.79
20795,김서협,남성,177.9,70.1,O형,19610331,010-0139-0329,hj77jeu2zbgnj,naver.com,무교,건국대학교,법학,4.3
20808,배택성,남성,170.9,65.4,A형,19740705,010-9583-6104,m83xe7b,daum.net,기독교,동국대학교,공학,3.58
20810,정택지,남성,165.2,65.7,A형,19460728,010-6862-3645,xvuxxvj7xjit,daum.net,기독교,성공회대학교,예체능,0.91
20816,곽남우,남성,161.6,62.1,A형,19470207,010-3426-0266,d7f7az28hj,gmail.com,불교,삼육대학교,의학,3.27
20817,박정진,남성,175.3,64.0,B형,19890823,010-5031-5269,he4w1cc,naver.com,기독교,한국체육대학교,법학,2.51
20841,박남택,여성,153.0,55.9,A형,19940418,010-5176-2671,j0ebz1xd,yahoo.com,기독교,한국성서대학교,의학,0.47
20861,조상협,여성,160.8,53.5,A형,19580930,010-1557-3569,areatmiod10,yahoo.com,불교,서강대학교,교육,3.33
20862,이지희,여성,158.5,51.6,AB형,19770129,010-6962-2099,t1irso184gz,daum.net,불교,성균관대학교,공학,1.78
20875,주용남,남성,166.2,66.0,A형,19770316,010-4287-8771,df1uuz,gmail.com,무교,한국외국어대학교,자연,0.39
20879,박남상,여성,155.2,63.1,A형,19770801,010-5781-6303,pky85ktnkfdv,yahoo.com,기독교,추계예술대학교,사회,2.81
20933,박상서,남성,171.9,64.7,O형,19830318,010-4744-8315,am0hdei7mrg,gmail.com,무교,삼육대학교,인문,1.93
20943,문준지,남성,167.7,66.9,A형,19630131,010-3078-7724,bvx34f,yahoo.com,기독교,서울과학기술대학교,의학,1.34
20961,임진은,남성,179.7,64.9,O형,19460117,010-8225-9874,fb7wf4mz7j,naver.com,무교,중앙대학교,자연,2.82
20962,장준훈,남성,175.1,58.8,B형,19580114,010-8957-4220,qrlvkmcp9cbn,yahoo.com,기독교,중앙대학교,의학,1.3
20997,김상성,남성,170.9,63.9,A형,19690722,010-7834-6625,mtaqj89oti,yahoo.com,무교,연세대학교,인문,0.96
20999,박훈진,남성,171.6,64.6,A형,19550811,010-4083-7915,osmtgazh,yahoo.com,불교,한성대학교,자연,2.27
21011,강준현,남성,175.4,66.9,AB형,19920126,010-5487-8188,jqp3hgzy,daum.net,기독교,경기대학교,의학,4.42
21017,양훈지,여성,164.1,61.3,B형,19831011,010-1596-5538,wpv1sn7,yahoo.com,무교,추계예술대학교,교육,0.69
21022,박용덕,여성,166.0,52.7,B형,19571211,010-2120-5066,eu33qc0whnx,naver.com,무교,중앙대학교,예체능,0.96
21026,신은석,여성,157.2,48.9,B형,19640711,010-4715-2877,kw7uvs,daum.net,불교,한국성서대학교,법학,3.95
21027,김지정,여성,153.2,53.8,A형,19731012,010-9030-5892,zir224ijhbdk,naver.com,무교,서울과학기술대학교,공학,2.22
21030,강협용,남성,172.0,60.7,AB형,19490116,010-3187-3455,pyq9kxxnhuca,naver.com,기독교,서울여자대학교,인문,1.03
21032,유준덕,여성,158.1,62.5,B형,19890602,010-4231-6852,k0pcgtxa,daum.net,불교,장로회신학대학교,교육,2.12
21050,홍택훈,남성,166.9,63.8,B형,19550408,010-0702-0997,i2seohkevkq,yahoo.com,무교,덕성자대학교,교육,3.82
21059,류현준,남성,173.6,63.9,O형,19800509,010-2317-1354,cxht8xux,yahoo.com,무교,명지대학교,인문,4.31
21066,김지준,여성,162.3,57.1,AB형,19590820,010-4243-8177,u3xjwcduveky9,gmail.com,천주교,숭실대학교,사회,0.27
21071,정종진,남성,179.7,76.2,O형,19510731,010-2823-5971,ywcahy4vd2wb,yahoo.com,불교,한영신학대학교,사회,2.09
21095,박정용,여성,156.1,47.9,A형,19530321,010-6887-1728,i0vgnjbtfu07,yahoo.com,무교,경희대학교,공학,2.78
21109,이협상,여성,154.1,57.1,B형,19530623,010-8188-8835,cd9yoevjgv,gmail.com,기독교,국민대학교,사회,0.37
21117,장우남,여성,178.0,51.9,AB형,19491128,010-1029-3465,lshag5lz1jf2e,gmail.com,불교,서경대학교,예체능,1.85
21129,이우성,여성,153.9,56.3,O형,19590314,010-6926-7957,jl7f8c0q0,naver.com,무교,성신여자대학교,예체능,3.75
21132,김은석,남성,169.9,69.6,A형,19731020,010-7705-5438,izo0k1g,gmail.com,무교,장로회신학대학교,예체능,0.85
21138,강택우,여성,157.1,50.3,A형,19750614,010-1344-1633,p4l1kx,naver.com,기독교,서울시립대학교,자연,2.13
21149,이정종,여성,149.2,56.1,A형,19530105,010-6084-4993,p9rp2i,naver.com,무교,그리스도대학교,예체능,0.79
21166,김희상,남성,174.5,68.5,B형,19781120,010-1853-6710,aqogn6tx9psn,yahoo.com,무교,한양대학교,의학,2.5
21167,정성서,남성,169.2,63.2,O형,19471113,010-5405-0474,qs215i9e1507r,yahoo.com,불교,한국성서대학교,자연,4.26
21194,윤택석,남성,171.1,67.2,A형,19700916,010-8140-6379,rrap2mlhu,gmail.com,기독교,중앙대학교,예체능,1.3
21205,김종준,남성,173.4,63.3,A형,19861211,010-6084-8482,iuv763oxn4loz,daum.net,무교,서울대학교,자연,3.7
21212,김지정,여성,153.3,52.5,A형,19530108,010-8016-0335,sgoh1w4c18e,gmail.com,기독교,서울과학기술대학교,인문,2.77
21214,조영서,남성,161.5,64.4,O형,19880221,010-2557-2015,bspstnqs,yahoo.com,불교,서강대학교,공학,3.49
21225,박남훈,여성,143.7,56.7,B형,19821212,010-4648-7466,mrsmex1vpn9jp,daum.net,무교,그리스도대학교,의학,3.19
21234,윤은종,남성,163.4,66.9,AB형,19960303,010-6437-7268,rk8u2o,naver.com,무교,감리교신학대학교,법학,2.19
21238,박훈희,여성,162.6,63.0,O형,19500807,010-1905-8178,jksvj2933ows,gmail.com,무교,서경대학교,사회,2.04
21276,전지상,남성,165.3,66.8,A형,19690728,010-9833-7717,so2x3lp187,yahoo.com,무교,덕성자대학교,자연,0.75
21278,최희지,남성,169.7,68.7,B형,19791029,010-4668-9541,ngbg9vr,yahoo.com,기독교,동국대학교,사회,2.78
21282,김영택,남성,169.0,72.1,AB형,19570424,010-1415-9603,sm1jsa0tyoyo,naver.com,천주교,서울교육대학교,교육,1.07
21292,노준지,남성,177.6,69.3,B형,19470130,010-9165-5703,bq5xak,naver.com,무교,동덕여자대학교,사회,4.43
21298,우현협,여성,160.9,61.6,B형,19661011,010-7038-0087,qqk0iybqqxdf,daum.net,기독교,숭실대학교,사회,3.07
21315,강서훈,남성,169.6,62.8,A형,19850923,010-6358-0317,egah2vp5pj,naver.com,무교,광운대학교,의학,0.56
21325,정덕종,여성,158.7,57.5,AB형,19860806,010-0165-2164,nz5b0ifrobq,yahoo.com,기독교,고려대학교,자연,2.38
21326,송덕준,여성,152.4,53.7,O형,19561208,010-3417-6774,zt84wpyfxn1,gmail.com,무교,서울교육대학교,법학,1.03
21359,임종현,여성,157.1,49.4,A형,19570225,010-9812-5224,bvwzr71wg0qc,daum.net,기독교,서울기독대학교,사회,1.16
21376,김준협,여성,159.2,54.3,B형,19480612,010-6061-5735,njbihkr7wjwe,gmail.com,무교,가톨릭대학교,인문,1.89
21398,김준지,남성,160.7,65.8,A형,19491119,010-7918-3235,tvqf0zciam,naver.com,무교,숙명여자대학교,공학,2.03
21408,소지은,남성,160.6,62.8,A형,19610501,010-0363-6057,fheuoqux3,naver.com,무교,한국방송통신대학교,교육,0.23
21440,윤진현,남성,165.8,68.1,B형,19751130,010-7571-5793,fjgb5m2vvkzr,gmail.com,불교,건국대학교,사회,2.97
21456,최훈석,남성,172.3,70.5,O형,19790301,010-9410-4749,cgw47005sz1,naver.com,무교,육군사관학교,자연,1.5
21460,정현훈,여성,151.9,52.9,A형,19630309,010-3976-3595,kslvv72,naver.com,기독교,동덕여자대학교,예체능,2.87
21485,이택은,여성,149.5,51.3,O형,19810519,010-3631-5890,wysrutd,naver.com,무교,서울교육대학교,인문,3.61
21486,김정지,남성,176.2,75.3,O형,19660913,010-3116-2424,w1bcy35f,gmail.com,불교,서강대학교,인문,3.86
21487,박용성,여성,153.5,57.3,O형,19800328,010-7602-6217,li9koz3y,gmail.com,기독교,서울여자대학교,공학,0.52
21517,이영은,여성,149.3,60.2,B형,19951125,010-1001-3620,hfkve3f9,naver.com,기독교,광운대학교,법학,1.52
21534,장협택,남성,171.4,69.2,O형,19760602,010-0571-0970,vsdmj3ze,naver.com,기독교,한국체육대학교,의학,2.23
21556,권종훈,여성,164.7,46.7,B형,19880615,010-6361-9003,jev7b275o,yahoo.com,무교,서울시립대학교,의학,2.01
21564,박종협,남성,171.0,62.9,O형,19690722,010-2195-5401,zy60rjxjr7,gmail.com,무교,육군사관학교,공학,0.75
21584,김영서,여성,162.4,57.2,O형,19510903,010-9176-1497,rfl9mjjnuj,naver.com,기독교,성균관대학교,사회,2.96
21593,나훈남,여성,163.2,54.0,O형,19551201,010-3718-8612,hyskeo65,yahoo.com,불교,국민대학교,사회,3.89
21602,류택준,남성,170.2,68.3,A형,19560709,010-3978-2674,gwmjnv,yahoo.com,무교,국민대학교,자연,2.57
21610,김성우,남성,169.1,56.5,O형,19930601,010-2471-7710,it94bq,naver.com,무교,장로회신학대학교,사회,1.83
21612,박덕훈,남성,175.0,73.5,B형,19620302,010-5215-3611,dfwunwvyuqc,yahoo.com,천주교,한국방송통신대학교,의학,2.27
21624,나협우,남성,176.2,65.8,A형,19800418,010-7829-8417,k22j02qa2,gmail.com,무교,중앙대학교,사회,2.95
21634,채남용,여성,156.8,58.3,A형,19560412,010-1352-8053,zn0kiokv2e0t,gmail.com,무교,국민대학교,사회,2.66
21644,한성준,여성,155.2,53.2,O형,19861220,010-2208-0866,c75rik,gmail.com,무교,서울교육대학교,예체능,2.96
21651,송지상,남성,163.3,65.0,B형,19960801,010-3141-6444,je9gzo,daum.net,기독교,중앙대학교,예체능,0.85
21660,배덕택,남성,169.5,62.8,O형,19880602,010-4870-3612,lukomf2nvpmv,naver.com,불교,가톨릭대학교,공학,0.32
21661,민서남,여성,152.0,56.7,O형,19760427,010-2043-4731,ikh7s8,gmail.com,기독교,광운대학교,예체능,0.24
21664,김현성,남성,177.8,69.4,O형,19660422,010-2686-6490,kbxonszdef46,gmail.com,기독교,덕성자대학교,예체능,3.75
21701,정훈종,여성,162.6,58.3,O형,19680413,010-6099-3806,s2pi8bz,yahoo.com,기독교,성균관대학교,법학,0.63
21716,장진지,여성,151.0,58.8,O형,19551114,010-2251-4142,mv3olgwfxs,naver.com,기독교,서울시립대학교,교육,0.45
21720,김택남,여성,145.9,60.4,O형,19470224,010-4309-9906,tn4n027ejoo3b,naver.com,불교,고려대학교,공학,2.43
21724,고덕훈,여성,149.5,54.9,A형,19900126,010-7927-6384,py2qkzjrm8c,daum.net,불교,육군사관학교,공학,0.88
21743,류용성,여성,152.1,60.7,B형,19790121,010-3941-1313,vlk16xu,naver.com,무교,성공회대학교,법학,2.12
21747,정진성,남성,174.5,60.4,B형,19491113,010-8201-2710,og70mn,naver.com,무교,감리교신학대학교,사회,0.92
21757,강종남,여성,152.9,55.6,A형,19480626,010-1189-2154,wuwyp9c3sot,yahoo.com,불교,서경대학교,교육,4.23
21761,김협정,남성,164.2,63.4,O형,19880928,010-6096-4525,jag44v23pq,daum.net,무교,숙명여자대학교,예체능,2.9
21764,김영종,남성,174.4,62.8,A형,19681101,010-6722-6618,sltq71pr,gmail.com,무교,성공회대학교,공학,0.75
21788,서용협,여성,144.3,50.5,A형,19800120,010-5028-8229,g8kftva,yahoo.com,무교,세종대학교,의학,2.24
21804,정희은,남성,169.1,64.8,A형,19511022,010-6209-4560,b3vd0ebzyqqv,gmail.com,무교,KAIST,공학,1.61
21807,오희현,여성,160.7,57.6,A형,19691231,010-3039-3720,tk7h8c2gke6,yahoo.com,무교,성신여자대학교,교육,3.91
21828,이희은,여성,147.9,59.2,O형,19541107,010-3230-6518,p0y1dc2x,daum.net,무교,총신대학교,자연,0.26
21860,하택덕,남성,175.5,64.8,A형,19480407,010-4301-0186,msw46x9wvbtda,naver.com,무교,추계예술대학교,인문,3.43
21871,석준진,남성,171.1,67.5,B형,19681017,010-7935-9053,eyythl23,gmail.com,기독교,서울과학기술대학교,교육,1.84
21876,김은상,남성,172.2,70.7,A형,19770710,010-0338-2313,l0yb0efk2,yahoo.com,무교,성신여자대학교,인문,3.92
21890,박은덕,여성,158.9,58.3,B형,19660424,010-6159-7243,mnxyd4,gmail.com,무교,추계예술대학교,예체능,3.69
21894,박상지,여성,153.8,55.9,B형,19640731,010-3509-8678,f6l0aww0zpd7,naver.com,기독교,덕성자대학교,사회,3.34
21899,이영훈,여성,159.7,52.1,AB형,19650510,010-1934-3608,a4j371vik2j,naver.com,불교,숭실대학교,자연,3.91
21906,김지은,남성,169.0,63.0,A형,19461005,010-9221-0154,max624672n4lw,gmail.com,불교,장로회신학대학교,예체능,2.71
21908,최정은,남성,167.3,65.7,A형,19780201,010-8322-6360,xnoczz,naver.com,천주교,KAIST,교육,2.9
21941,김덕성,여성,150.3,56.6,O형,19730726,010-7703-9733,t2lj2yhxow,daum.net,불교,건국대학교,의학,0.38
21955,이우택,여성,154.6,56.5,B형,19470921,010-6953-1626,w4z3j5zl,gmail.com,무교,동덕여자대학교,법학,3.53
21966,김서덕,남성,176.5,66.8,O형,19650721,010-2722-9261,wkah0k1,yahoo.com,불교,서울시립대학교,자연,1.22
21972,김택훈,남성,164.6,58.0,B형,19701209,010-9671-2247,kwgqv2ri0,gmail.com,천주교,서울기독대학교,예체능,3.37
21974,민상희,여성,158.8,52.7,B형,19721030,010-7896-3725,if79xem8yc,naver.com,불교,한양대학교,예체능,2.96
21993,김협희,남성,168.4,64.8,B형,19781022,010-8578-9406,j0vgl144ccvr0,naver.com,무교,숭실대학교,인문,3.76
22003,김석지,여성,151.1,57.7,A형,19710829,010-5162-7761,w55h0lq2w74n6,yahoo.com,불교,경기대학교,교육,0.65
22010,유진서,남성,173.6,69.3,A형,19800415,010-3934-1814,je8s6e8j8e,gmail.com,불교,가톨릭대학교,인문,0.94
22019,이서정,여성,155.8,55.3,A형,19791230,010-7433-4434,jw58qb4njnsl,daum.net,기독교,홍익대학교,자연,3.9
22023,김진훈,여성,150.5,45.5,O형,19860303,010-6720-2020,yq1z7g40l3t,gmail.com,기독교,국민대학교,인문,1.7
22024,설덕준,여성,157.0,51.3,B형,19930609,010-2741-1671,xcgdc4ltqi6,naver.com,무교,성신여자대학교,법학,1.27
22039,민종훈,남성,172.6,69.7,B형,19820225,010-4858-0458,sigxoeze,daum.net,기독교,서울시립대학교,법학,1.05
22041,신영택,남성,174.0,70.0,O형,19560905,010-6217-2395,nypg44vdkewhx,yahoo.com,무교,건국대학교,법학,0.56
22048,이남훈,남성,169.3,63.4,AB형,19950406,010-2591-7500,c7j68xndv,naver.com,무교,성균관대학교,사회,1.98
22052,윤진용,여성,157.5,56.3,B형,19570719,010-1149-2045,q99z4kr4o1e9c,yahoo.com,불교,세종대학교,의학,1.76
22056,강종훈,남성,177.4,70.0,B형,19930817,010-7261-7192,owie8mvz,gmail.com,무교,서울여자대학교,자연,3.51
22070,이덕협,여성,154.2,54.8,A형,19721204,010-9295-7544,owllxj,yahoo.com,무교,덕성자대학교,자연,0.04
22072,전준남,남성,166.2,70.4,A형,19950815,010-6152-1157,wimcwff93k,naver.com,불교,그리스도대학교,사회,1.22
22075,김서희,남성,170.6,67.1,O형,19871211,010-7520-4491,xcuqmgccvt1,gmail.com,무교,한국체육대학교,사회,4.08
22097,이준협,여성,157.6,52.6,B형,19690503,010-9410-0346,vduqtzmv2f,gmail.com,불교,상명대학교,예체능,0.09
22103,최은준,여성,157.0,45.7,A형,19601002,010-5664-3297,oec10nbzyeox,gmail.com,기독교,한국예술종합학교,의학,2.57
22109,장서용,여성,155.0,55.2,A형,19770719,010-6193-5009,k54eamkqg,naver.com,무교,서울여자대학교,예체능,1.53
22113,김훈서,남성,171.2,66.7,AB형,19900306,010-0245-1938,h4ojxjbctyz,yahoo.com,불교,한영신학대학교,예체능,3.58
22116,유준지,여성,148.7,61.0,A형,19620422,010-3783-6220,m2evbe9t5k,gmail.com,기독교,서강대학교,사회,0.71
22130,고준서,남성,172.6,67.8,A형,19620112,010-2023-1462,qx5jxd31h,gmail.com,무교,국민대학교,공학,1.69
22135,김현진,여성,152.3,53.9,B형,19491203,010-6470-6756,fphinmj,naver.com,기독교,장로회신학대학교,공학,4.18
22139,조상은,여성,159.9,47.1,O형,19890528,010-2588-3338,epjsg1w63o,naver.com,천주교,건국대학교,예체능,0.76
22140,송희용,남성,167.8,68.9,O형,19560705,010-6672-4985,cogdov8emj,naver.com,불교,경기대학교,자연,2.23
22146,강종용,남성,168.4,68.7,B형,19741113,010-9255-1827,ke2jesw5,daum.net,불교,서울과학기술대학교,인문,3.44
22166,천택서,여성,155.2,60.8,B형,19560315,010-0017-5668,jsp52gn7k,naver.com,무교,성균관대학교,인문,2.07
22175,오지은,여성,152.7,49.9,O형,19480218,010-8776-4788,pa5isn9,yahoo.com,불교,연세대학교,의학,1.88
22176,김지준,여성,147.9,52.3,A형,19641003,010-8742-6669,pzc6uy5lhp,naver.com,불교,서울대학교,예체능,0.87
22202,황영훈,여성,157.1,55.5,O형,19711202,010-9333-6356,v5nawczp244nv,naver.com,불교,연세대학교,사회,4.03
22206,김협준,여성,160.9,59.2,B형,19840107,010-6760-0138,wec68k,daum.net,무교,성공회대학교,사회,3.92
22216,임택상,남성,176.8,70.9,B형,19600209,010-2192-4797,uf746j5idlnc8,daum.net,기독교,성균관대학교,의학,2.92
22221,이상진,여성,159.9,65.1,B형,19681130,010-3899-5785,naticu,gmail.com,불교,홍익대학교,교육,1.68
22231,허훈협,남성,166.9,64.2,B형,19941220,010-4687-3171,o9mjsv5twt,daum.net,기독교,동국대학교,예체능,3.61
22239,강석영,남성,163.8,60.2,A형,19701227,010-6219-9580,gvenfkwj7oqg,gmail.com,불교,성균관대학교,인문,1.07
22251,한남준,여성,155.7,56.7,AB형,19670114,010-6900-4139,lmzmm11tz2oli,naver.com,무교,한양대학교,의학,0.45
22265,이훈용,남성,159.7,63.4,B형,19560829,010-5135-0553,buviwdxf,gmail.com,무교,서울시립대학교,법학,2.93
22269,이남정,남성,170.5,62.3,B형,19661220,010-7406-8190,xfdycr4jd,naver.com,불교,명지대학교,인문,3.49
22285,윤남지,남성,176.2,65.0,A형,19730902,010-5494-3402,mr56ysz0w9g,naver.com,기독교,한성대학교,법학,4.09
22286,손택영,남성,171.1,65.9,A형,19881021,010-2236-6226,se8yauxneqqw,daum.net,무교,숭실대학교,교육,3.74
22297,은성택,남성,165.1,66.6,O형,19850811,010-3712-3833,p88xj0e7,gmail.com,불교,서울여자대학교,예체능,3.8
22322,원우서,여성,152.1,51.2,AB형,19610513,010-8230-6009,m7ilfbs0,naver.com,무교,한국예술종합학교,인문,3.61
22324,박준서,여성,161.5,53.2,A형,19660323,010-4565-5887,vybzqtnxai3kg,yahoo.com,무교,덕성자대학교,자연,1.54
22330,임지우,남성,173.0,65.8,O형,19680830,010-6971-4240,vuoweq8,naver.com,기독교,서울과학기술대학교,공학,3.17
22341,박준희,여성,146.0,55.2,A형,19931213,010-3899-7386,nacvh7i9,naver.com,무교,연세대학교,법학,0.4
22346,류훈현,남성,176.0,63.0,A형,19640620,010-5739-1619,hwxyhap8r,naver.com,무교,중앙대학교,법학,1.21
22375,지우협,남성,166.8,71.0,A형,19520709,010-8173-1351,y8uigp1,gmail.com,불교,감리교신학대학교,교육,4.1
22384,임정지,남성,167.5,64.9,AB형,19920624,010-2868-3529,swgc1z,daum.net,불교,서울여자대학교,자연,2.47
22386,김준영,여성,154.5,55.5,O형,19490712,010-8724-2825,wzjfbhfvq3,naver.com,무교,숭실대학교,공학,1.13
22388,장서준,남성,161.1,67.0,B형,19860818,010-4384-6929,m2bjfg0ck5,gmail.com,기독교,경기대학교,사회,2.15
22389,방협현,남성,172.0,65.0,AB형,19621010,010-1980-1379,neyoipak,yahoo.com,무교,육군사관학교,공학,4.31
22391,강지성,여성,160.1,52.0,B형,19901010,010-8733-9345,l6av9zfy80qoy,naver.com,불교,국민대학교,교육,3.6
22393,홍정덕,남성,167.0,68.7,O형,19810204,010-1516-9614,tb8v81sg6,yahoo.com,기독교,서경대학교,사회,3.74
22402,김지진,남성,170.0,66.1,AB형,19501121,010-4959-6194,vriz60tm,daum.net,무교,한국외국어대학교,법학,3.77
22419,이협정,남성,169.9,71.0,O형,19931108,010-9120-5548,y9751u83,gmail.com,무교,한양대학교,공학,1.6
22424,임우지,여성,161.6,61.5,B형,19871105,010-5166-5582,iix66gl4wrz,yahoo.com,기독교,서울기독대학교,교육,1.8
22431,한용남,남성,169.1,65.0,O형,19710827,010-6076-7900,iocerwmf,yahoo.com,기독교,건국대학교,법학,2.02
22433,현성지,남성,162.2,54.4,AB형,19531001,010-8368-2784,rfggqpe2h,yahoo.com,무교,세종대학교,교육,1.55
22439,이훈영,여성,155.0,51.9,AB형,19581210,010-9533-6363,j9g6ahei,naver.com,천주교,추계예술대학교,교육,3.12
22440,정훈은,여성,162.5,52.2,AB형,19521015,010-4890-3219,jm8cfwisqe,daum.net,기독교,한국외국어대학교,공학,2.94
22444,고덕지,남성,174.2,65.1,O형,19761028,010-8561-7524,rapa2kg4ojka,yahoo.com,기독교,한영신학대학교,자연,1.5
22455,손성덕,여성,152.2,59.4,A형,19480411,010-2724-9917,tku9vf4,naver.com,불교,서울여자대학교,교육,3.28
22472,최준훈,여성,148.3,55.7,A형,19670601,010-0465-4199,s77v1trq,yahoo.com,기독교,감리교신학대학교,사회,4.09
22473,김지영,여성,147.1,61.3,O형,19850822,010-4310-5948,zusnea,yahoo.com,불교,한국외국어대학교,의학,3.02
22490,김정택,여성,148.2,55.2,O형,19740605,010-9559-6394,zdrl02eh5h,gmail.com,불교,한국성서대학교,인문,2.45
22496,김준덕,남성,176.3,68.0,B형,19870805,010-6442-2231,z5oqpw1u1w4,naver.com,무교,한국예술종합학교,공학,3.56
22510,이훈택,남성,173.8,64.4,A형,19701024,010-7453-7112,otdinrx,daum.net,무교,육군사관학교,공학,3.67
22513,강훈성,남성,163.1,68.4,O형,19541229,010-6082-8903,gusbhdpl4is,daum.net,기독교,경희대학교,교육,0.01
22515,오진석,남성,171.9,72.6,AB형,19700312,010-8958-3608,h6yhzju5ift,naver.com,불교,건국대학교,의학,2.95
22523,서지택,여성,160.2,56.9,A형,19950405,010-1699-3007,w96qq7rzvt,naver.com,불교,KAIST,공학,0.07
22539,안훈준,남성,175.4,69.6,B형,19920416,010-3027-9212,gm1qdk2fm,yahoo.com,무교,성균관대학교,사회,2.04
