No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
28153,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,기독교,가톨릭대학교,예체능,3.45
61822,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,무교,경기대학교,교육,3.63
66945,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,불교,동덕여자대학교,의학,3.1
97415,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,yahoo.com,무교,고려대학교,자연,0.55
47635,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,기독교,서울교육대학교,자연,0.06
60546,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,기독교,숙명여자대학교,법학,0.38
88793,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,불교,감리교신학대학교,예체능,2.75
99660,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,yahoo.com,무교,서울기독대학교,자연,0.07
4285,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,무교,한국체육대학교,교육,1.44
50669,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,무교,한국체육대학교,교육,4.46
73049,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,naver.com,무교,연세대학교,의학,0.36
4151,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,gmail.com,기독교,한국체육대학교,법학,2.54
6210,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,무교,장로회신학대학교,인문,0.55
12815,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,yahoo.com,무교,한양대학교,의학,2.1
30491,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,기독교,추계예술대학교,사회,3.06
42863,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,무교,KAIST,법학,1.66
66793,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,기독교,서울기독대학교,교육,4.05
73738,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,기독교,한영신학대학교,사회,0.99
78054,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,naver.com,불교,광운대학교,사회,3.54
78377,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,불교,삼육대학교,의학,2.43
89404,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,gmail.com,무교,국민대학교,예체능,0.83
99392,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,yahoo.com,무교,감리교신학대학교,교육,1.16
25986,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,gmail.com,불교,동덕여자대학교,의학,2.79
26736,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,무교,한국방송통신대학교,공학,2.35
85224,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,불교,서울교육대학교,인문,3.36
89063,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,기독교,서울여자대학교,법학,1.42
1830,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,불교,동국대학교,공학,1.49
17868,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,기독교,서울과학기술대학교,공학,3.89
19447,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,무교,서울여자대학교,의학,2.08
39022,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,gmail.com,무교,숭실대학교,공학,1.74
78259,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,무교,한성대학교,사회,2.47
97062,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,naver.com,무교,가톨릭대학교,의학,1.65
10139,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,naver.com,기독교,명지대학교,인문,2.61
49637,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,naver.com,천주교,성신여자대학교,예체능,3.15
74463,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,naver.com,불교,중앙대학교,사회,2.1
32157,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,daum.net,불교,삼육대학교,예체능,1.76
38896,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,daum.net,무교,성공회대학교,예체능,0.51
39980,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,gmail.com,기독교,서울여자대학교,예체능,0.63
52200,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,무교,중앙대학교,인문,1.24
79156,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,naver.com,천주교,감리교신학대학교,법학,0.83
85817,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,daum.net,무교,경기대학교,자연,1.82
96642,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,불교,연세대학교,예체능,2.92
11556,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,불교,서경대학교,공학,4.01
19846,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,무교,서울대학교,교육,1.36
47603,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,daum.net,무교,경희대학교,예체능,2.67
90641,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,naver.com,무교,서울시립대학교,예체능,0.16
26695,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,gmail.com,무교,감리교신학대학교,예체능,3.16
26907,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,gmail.com,무교,서울기독대학교,법학,0.2
51647,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,yahoo.com,기독교,숙명여자대학교,법학,2.1
53371,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,yahoo.com,기독교,상명대학교,법학,0.47
54042,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,naver.com,무교,한국외국어대학교,사회,1.28
76086,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,daum.net,무교,숭실대학교,예체능,2.84
79118,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1976****,*************,*************,yahoo.com,불교,명지대학교,자연,3.93
81988,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1976****,*************,*************,daum.net,불교,성공회대학교,예체능,1.82
90915,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,naver.com,무교,서울교육대학교,인문,4.21
9613,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,naver.com,무교,숭실대학교,인문,1.35
36736,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,daum.net,무교,서강대학교,공학,1.38
72773,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,yahoo.com,무교,명지대학교,공학,2.98
82339,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,gmail.com,무교,한영신학대학교,공학,1.63
85945,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,yahoo.com,기독교,경희대학교,교육,2.54
1600,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,gmail.com,무교,홍익대학교,공학,1.3
7598,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,yahoo.com,무교,국민대학교,교육,4.27
26628,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,무교,서강대학교,인문,3.58
34414,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,naver.com,기독교,총신대학교,교육,2.55
48966,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,gmail.com,천주교,한성대학교,의학,1.25
49950,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,yahoo.com,불교,건국대학교,의학,2.95
16731,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,naver.com,무교,서울과학기술대학교,법학,4.1
23112,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,무교,서울대학교,공학,3.94
25197,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,gmail.com,불교,장로회신학대학교,법학,1.69
37341,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,daum.net,불교,성공회대학교,사회,3.26
44431,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,yahoo.com,불교,이화여자대학,공학,0.63
65965,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,yahoo.com,무교,한양대학교,법학,4.12
83303,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,naver.com,무교,동덕여자대학교,예체능,4.16
3476,권**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,무교,한국성서대학교,법학,1.7
55502,권**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,yahoo.com,기독교,명지대학교,의학,1.08
94632,권**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,기독교,숭실대학교,사회,0.63
4093,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,기독교,고려대학교,자연,3.92
8253,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,기독교,육군사관학교,사회,0.33
48181,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,불교,명지대학교,교육,4.05
10656,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,gmail.com,무교,세종대학교,인문,1.04
40808,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,daum.net,기독교,숭실대학교,인문,1.82
46885,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,daum.net,무교,한국체육대학교,자연,1.39
50536,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,daum.net,불교,육군사관학교,의학,0.84
65182,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,천주교,연세대학교,인문,0.42
76162,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,gmail.com,불교,동국대학교,공학,3.24
81290,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,naver.com,무교,삼육대학교,공학,1.08
44710,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,천주교,동덕여자대학교,의학,3.68
53252,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,천주교,한국성서대학교,사회,2.54
70876,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,무교,경희대학교,교육,2.83
24451,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,yahoo.com,무교,서울과학기술대학교,인문,3.78
32515,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,yahoo.com,천주교,이화여자대학,예체능,1.23
53967,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,yahoo.com,불교,건국대학교,사회,3.22
63849,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,daum.net,무교,국민대학교,교육,2.86
69094,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,무교,한국외국어대학교,공학,0.89
85074,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,daum.net,기독교,KAIST,교육,1.4
9000,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,gmail.com,무교,가톨릭대학교,법학,2.42
20073,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,무교,한국예술종합학교,사회,2.9
66265,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,daum.net,불교,서울시립대학교,자연,2.13
19645,손**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,daum.net,무교,육군사관학교,자연,3.47
30950,손**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,기독교,서울시립대학교,인문,1.95
43766,손**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,daum.net,무교,KAIST,예체능,3.32
19136,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,무교,경희대학교,예체능,0.98
19787,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,naver.com,무교,숭실대학교,법학,2.89
43357,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,yahoo.com,기독교,동국대학교,자연,3.27
10832,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,naver.com,무교,국민대학교,교육,0.75
20862,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,daum.net,불교,성균관대학교,공학,1.78
23894,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,무교,한국성서대학교,예체능,3.04
34288,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,gmail.com,천주교,한국성서대학교,의학,3.61
36985,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,daum.net,무교,서울교육대학교,의학,0.01
41421,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,daum.net,천주교,숭실대학교,법학,1.29
45279,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1977****,*************,*************,gmail.com,무교,성균관대학교,교육,2.23
60276,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,naver.com,무교,한국성서대학교,예체능,3.16
63634,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,무교,광운대학교,법학,2.35
77499,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,yahoo.com,무교,경기대학교,사회,0.5
78869,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1977****,*************,*************,naver.com,불교,그리스도대학교,인문,2.63
98456,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,불교,서경대학교,의학,3.93
6760,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,불교,경희대학교,법학,4.29
34777,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,gmail.com,무교,성균관대학교,의학,1.06
35354,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,기독교,세종대학교,공학,1.89
51953,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,불교,건국대학교,공학,1.89
30014,전**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,daum.net,천주교,상명대학교,의학,0.28
48824,전**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1977****,*************,*************,yahoo.com,기독교,추계예술대학교,예체능,0.08
77322,전**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1977****,*************,*************,daum.net,무교,총신대학교,공학,2.45
34663,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,gmail.com,무교,성공회대학교,인문,0.77
58278,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,yahoo.com,무교,서울시립대학교,인문,4.44
89945,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,yahoo.com,기독교,한국체육대학교,사회,1.71
94757,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,naver.com,무교,한국체육대학교,사회,1.54
36753,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,yahoo.com,기독교,가톨릭대학교,사회,3.99
37172,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,daum.net,천주교,연세대학교,공학,1.32
74270,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1977****,*************,*************,naver.com,불교,한국체육대학교,의학,3.73
77599,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1977****,*************,*************,daum.net,불교,동국대학교,사회,2.03
8044,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1978****,*************,*************,naver.com,무교,한국체육대학교,인문,3.84
20718,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,naver.com,불교,한양대학교,교육,2.32
28127,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,yahoo.com,천주교,총신대학교,예체능,4.08
44754,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,daum.net,기독교,중앙대학교,의학,1.29
55441,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,gmail.com,무교,건국대학교,교육,0.94
61015,김**,남성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,yahoo.com,기독교,한국성서대학교,예체능,4.34
62073,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,yahoo.com,기독교,국민대학교,예체능,4.43
66108,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,daum.net,기독교,한국외국어대학교,공학,1.17
71028,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,yahoo.com,기독교,한영신학대학교,인문,2
76017,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,gmail.com,불교,서경대학교,교육,0.97
85691,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,daum.net,천주교,한양대학교,예체능,2.44
88547,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,naver.com,기독교,한성대학교,공학,0.46
89706,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,yahoo.com,기독교,그리스도대학교,의학,1.38
98342,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,daum.net,무교,가톨릭대학교,자연,3.49
99319,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,daum.net,무교,서울여자대학교,인문,0.13
11275,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,yahoo.com,무교,중앙대학교,예체능,0.39
43899,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,무교,서울교육대학교,사회,4.34
52149,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1978****,*************,*************,gmail.com,기독교,덕성자대학교,인문,4.21
70260,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,불교,건국대학교,공학,4.41
98283,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,천주교,고려대학교,의학,1.12
29269,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,기독교,숭실대학교,예체능,0.85
50680,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,gmail.com,무교,서울과학기술대학교,공학,0.54
56463,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1978****,*************,*************,gmail.com,기독교,한국예술종합학교,교육,0.64
56872,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,gmail.com,기독교,이화여자대학,예체능,1.37
89670,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,gmail.com,무교,고려대학교,인문,3.8
1589,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,daum.net,무교,한영신학대학교,인문,0.08
2741,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,gmail.com,기독교,서울교육대학교,사회,3.08
3920,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,daum.net,불교,동국대학교,공학,2.93
11932,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,gmail.com,무교,상명대학교,인문,1.21
33670,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,무교,서울여자대학교,예체능,2.29
36040,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,naver.com,무교,연세대학교,사회,3.7
47475,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1978****,*************,*************,daum.net,불교,한영신학대학교,사회,1.65
53690,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1978****,*************,*************,yahoo.com,무교,서경대학교,사회,1.12
58054,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,yahoo.com,무교,건국대학교,인문,2.36
65026,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,무교,한성대학교,공학,1.42
78457,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1978****,*************,*************,gmail.com,기독교,한국예술종합학교,의학,2.49
86253,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1978****,*************,*************,yahoo.com,무교,동국대학교,공학,0.58
28242,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1978****,*************,*************,naver.com,무교,동국대학교,자연,1.01
64414,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1978****,*************,*************,gmail.com,천주교,서울교육대학교,사회,2.74
94240,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1978****,*************,*************,naver.com,무교,서강대학교,법학,4.03
97480,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1978****,*************,*************,naver.com,불교,경기대학교,공학,2.23
19570,정**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1978****,*************,*************,naver.com,무교,경희대학교,교육,1.86
55058,정**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,gmail.com,무교,한성대학교,예체능,2.5
63430,정**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1978****,*************,*************,naver.com,무교,광운대학교,법학,0.04
33546,조**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1978****,*************,*************,naver.com,무교,삼육대학교,자연,2.19
57270,조**,남성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1978****,*************,*************,naver.com,무교,한영신학대학교,자연,2.47
82787,조**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1978****,*************,*************,yahoo.com,불교,서경대학교,예체능,1.49
12456,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",B형,1979****,*************,*************,gmail.com,무교,한국방송통신대학교,인문,0.74
79357,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,기독교,총신대학교,인문,3.53
96199,김**,여성,"[140.6, 150.0[","[50.0, 60.0[",A형,1979****,*************,*************,naver.com,불교,숭실대학교,사회,4.14
4075,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,yahoo.com,무교,상명대학교,인문,0.78
7189,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,yahoo.com,기독교,한국방송통신대학교,자연,1.73
23477,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1979****,*************,*************,gmail.com,천주교,동국대학교,자연,3.47
28952,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,불교,상명대학교,교육,2.72
51100,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,무교,홍익대학교,교육,1.23
66245,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1979****,*************,*************,daum.net,무교,연세대학교,예체능,0.41
56753,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,불교,서울시립대학교,법학,3.8
60806,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1979****,*************,*************,gmail.com,무교,경기대학교,인문,2
79321,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1979****,*************,*************,daum.net,불교,서경대학교,인문,2.87
39630,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1979****,*************,*************,daum.net,불교,숙명여자대학교,교육,0.34
73881,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,daum.net,기독교,성균관대학교,사회,3.07
85649,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,yahoo.com,무교,성균관대학교,예체능,3.2
3912,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,기독교,한국체육대학교,자연,0.16
4194,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,daum.net,무교,숙명여자대학교,사회,0.3
5649,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,gmail.com,무교,성신여자대학교,사회,3.77
20696,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1979****,*************,*************,gmail.com,무교,연세대학교,공학,3.69
38760,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,yahoo.com,무교,그리스도대학교,법학,2.91
41061,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1979****,*************,*************,daum.net,기독교,서강대학교,자연,3.94
57531,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,gmail.com,기독교,서울교육대학교,법학,0.31
64104,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,naver.com,무교,이화여자대학,인문,3.19
68727,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1979****,*************,*************,gmail.com,무교,가톨릭대학교,교육,1.48
79573,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1979****,*************,*************,daum.net,기독교,한국예술종합학교,사회,3.35
