No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
29395,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,무교,감리교신학대학교,예체능,2.95
3713,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,yahoo.com,기독교,상명대학교,인문,3.7
10535,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,yahoo.com,기독교,홍익대학교,법학,0.95
18486,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,gmail.com,기독교,한국예술종합학교,법학,2.53
34585,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,기독교,한성대학교,사회,2.71
17254,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,무교,세종대학교,의학,3
23516,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,기독교,서울과학기술대학교,인문,1.71
32093,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,daum.net,무교,건국대학교,의학,1.13
27790,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,naver.com,무교,연세대학교,예체능,3.5
28818,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1972****,*************,*************,naver.com,무교,감리교신학대학교,공학,3.61
30723,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1972****,*************,*************,naver.com,기독교,총신대학교,교육,4.06
34728,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1972****,*************,*************,daum.net,불교,덕성자대학교,교육,3.24
35897,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1972****,*************,*************,gmail.com,불교,한국예술종합학교,사회,0.65
4943,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1972****,*************,*************,gmail.com,무교,장로회신학대학교,교육,3.14
9105,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,naver.com,기독교,성신여자대학교,인문,2.79
28831,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1972****,*************,*************,yahoo.com,불교,이화여자대학,공학,0.43
8250,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,무교,한성대학교,공학,4.09
18916,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,무교,홍익대학교,공학,2.78
39914,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,기독교,경기대학교,의학,4.11
1281,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,성균관대학교,자연,1.37
4037,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,무교,덕성자대학교,자연,2.01
4524,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,naver.com,무교,서경대학교,자연,3.49
11626,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,무교,동덕여자대학교,법학,0.33
13220,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,이화여자대학,교육,2.13
13846,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,daum.net,천주교,육군사관학교,자연,2.08
18224,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,yahoo.com,천주교,총신대학교,공학,1.89
19027,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,불교,숭실대학교,의학,2.83
20756,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,기독교,서울여자대학교,예체능,0.75
26444,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,naver.com,불교,서울교육대학교,법학,1.65
26789,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,이화여자대학,사회,1.56
26809,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,무교,경희대학교,인문,1.62
27849,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,yahoo.com,천주교,이화여자대학,예체능,1.47
39663,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,yahoo.com,무교,한국성서대학교,법학,3.58
39904,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,무교,성균관대학교,공학,1.83
7990,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,불교,숙명여자대학교,자연,3.6
26765,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1973****,*************,*************,gmail.com,불교,건국대학교,사회,1.97
36771,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,천주교,홍익대학교,인문,2.82
4672,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,불교,상명대학교,인문,4.15
9792,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,동덕여자대학교,자연,0.58
18530,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,naver.com,천주교,중앙대학교,인문,1.35
20984,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,naver.com,불교,숙명여자대학교,의학,0.44
30610,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,기독교,추계예술대학교,의학,2.73
32761,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,gmail.com,무교,서울기독대학교,의학,1.68
37655,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,무교,장로회신학대학교,법학,2.11
39273,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,무교,서울교육대학교,의학,1.34
20045,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,천주교,서울과학기술대학교,자연,3.42
30978,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,기독교,경희대학교,교육,1.37
33721,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,불교,서울기독대학교,공학,4.24
2073,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,yahoo.com,무교,성신여자대학교,교육,2.14
6403,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,naver.com,무교,한국외국어대학교,법학,2.74
17300,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,yahoo.com,무교,경희대학교,의학,3.11
19272,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,기독교,상명대학교,자연,2.19
33941,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,무교,서울교육대학교,법학,2.99
36191,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,무교,덕성자대학교,의학,1.97
2099,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,무교,덕성자대학교,사회,3.19
2623,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,무교,동덕여자대학교,자연,2.82
4013,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,불교,성신여자대학교,공학,3.41
17042,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,naver.com,무교,한국성서대학교,자연,0.75
22231,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,불교,한국체육대학교,공학,1.37
22546,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,불교,동국대학교,예체능,4.19
31280,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,daum.net,무교,한국외국어대학교,공학,2.99
38147,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,무교,경기대학교,자연,0.17
384,임**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,daum.net,기독교,중앙대학교,인문,0.13
5904,임**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,gmail.com,불교,한국성서대학교,사회,1.71
9269,임**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,무교,서울여자대학교,교육,3.9
24215,임**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,기독교,한국예술종합학교,인문,2.58
6651,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,gmail.com,불교,숙명여자대학교,공학,0.69
11889,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,daum.net,불교,동국대학교,법학,1.69
13908,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,daum.net,천주교,한국예술종합학교,자연,0.12
23175,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,기독교,서울대학교,법학,1.05
32080,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,naver.com,무교,숭실대학교,공학,3.84
36208,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1973****,*************,*************,gmail.com,기독교,서강대학교,공학,1.2
5414,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,불교,서강대학교,인문,2.94
7307,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1973****,*************,*************,yahoo.com,기독교,덕성자대학교,법학,4.49
19446,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,무교,육군사관학교,예체능,4.47
22358,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,무교,숙명여자대학교,의학,3.32
25372,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,naver.com,기독교,이화여자대학,교육,1.49
13404,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,기독교,명지대학교,인문,2.12
31752,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1973****,*************,*************,yahoo.com,무교,한국체육대학교,공학,3.95
33638,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1973****,*************,*************,gmail.com,무교,육군사관학교,인문,1.76
3790,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,무교,한국체육대학교,교육,3.12
6055,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,무교,서울교육대학교,인문,3.12
23075,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,무교,서울시립대학교,예체능,2.53
30104,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,daum.net,무교,성신여자대학교,자연,1.86
13881,고**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,불교,국민대학교,의학,3.91
18119,고**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,naver.com,기독교,한양대학교,공학,2.12
22450,고**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,yahoo.com,기독교,한국외국어대학교,사회,2.03
14395,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,기독교,성공회대학교,공학,1.86
16505,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,무교,서울여자대학교,의학,1.15
32537,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,무교,광운대학교,자연,3.88
1220,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,기독교,고려대학교,공학,1.61
4620,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,naver.com,불교,덕성자대학교,법학,4.38
7973,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,불교,한국성서대학교,자연,0.21
8489,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,무교,홍익대학교,예체능,3.92
16345,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,naver.com,무교,상명대학교,공학,3.72
22204,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,불교,감리교신학대학교,공학,2.74
24140,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,무교,국민대학교,의학,2.99
24815,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,불교,추계예술대학교,의학,0.25
25606,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,기독교,숙명여자대학교,사회,1.67
30637,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,yahoo.com,기독교,경기대학교,예체능,2.18
37053,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,기독교,홍익대학교,교육,0.85
38586,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,무교,서울교육대학교,법학,0.65
3654,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,yahoo.com,무교,서울대학교,예체능,2.27
11788,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,yahoo.com,무교,가톨릭대학교,교육,2.12
33587,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,기독교,성공회대학교,의학,1.45
2460,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,불교,고려대학교,공학,3.52
7421,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,천주교,장로회신학대학교,사회,1.73
17653,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,천주교,서울과학기술대학교,사회,2.89
9188,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,무교,경희대학교,예체능,0.61
16989,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,천주교,성신여자대학교,공학,1.01
19993,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,daum.net,무교,장로회신학대학교,자연,3.3
34465,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,기독교,서울교육대학교,교육,0.79
34948,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,yahoo.com,무교,숙명여자대학교,교육,0.39
39684,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,무교,KAIST,의학,1.84
10827,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,천주교,연세대학교,교육,1.88
22042,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,yahoo.com,무교,동덕여자대학교,교육,3.68
35119,서**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,무교,서강대학교,의학,0.6
15113,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,yahoo.com,무교,고려대학교,법학,3.15
25999,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,무교,서울교육대학교,예체능,4.38
37354,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,yahoo.com,불교,숙명여자대학교,의학,1.86
8372,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,무교,한국성서대학교,법학,1.93
17290,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,무교,한국예술종합학교,사회,3.02
23590,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,무교,삼육대학교,교육,0.7
712,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,불교,동덕여자대학교,사회,2.79
1986,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,yahoo.com,기독교,광운대학교,공학,3.88
22590,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,yahoo.com,기독교,연세대학교,법학,3.97
23458,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,기독교,이화여자대학,교육,3
28952,이**,남성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,무교,그리스도대학교,인문,0.31
35132,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,불교,숙명여자대학교,의학,0.73
39312,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,gmail.com,기독교,한국예술종합학교,자연,3.39
3360,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,기독교,서울대학교,사회,1.15
4333,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1974****,*************,*************,yahoo.com,불교,동덕여자대학교,사회,1.85
21166,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1974****,*************,*************,yahoo.com,무교,연세대학교,인문,2.34
25585,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,무교,추계예술대학교,교육,1.75
29042,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1974****,*************,*************,yahoo.com,불교,한국방송통신대학교,사회,3.73
30112,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1974****,*************,*************,daum.net,천주교,세종대학교,교육,3.11
33173,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,무교,삼육대학교,인문,4.46
33788,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,기독교,육군사관학교,예체능,3.25
35638,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,불교,가톨릭대학교,예체능,1.21
36447,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1974****,*************,*************,daum.net,불교,성균관대학교,공학,3.42
2335,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,daum.net,불교,서울시립대학교,법학,1.07
10839,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,불교,국민대학교,자연,2.88
24200,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,무교,한국외국어대학교,법학,3.4
26487,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,무교,한국외국어대학교,사회,4.12
27182,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,naver.com,무교,상명대학교,법학,2.43
35997,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,gmail.com,기독교,서경대학교,법학,2.58
5360,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1974****,*************,*************,naver.com,불교,서울대학교,자연,3.45
26356,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,무교,상명대학교,교육,2.02
28071,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,yahoo.com,무교,광운대학교,교육,3.89
33433,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,기독교,경희대학교,사회,2.03
16495,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,gmail.com,천주교,한영신학대학교,인문,1.72
33399,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,무교,한국방송통신대학교,예체능,1.41
33826,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1974****,*************,*************,yahoo.com,기독교,광운대학교,예체능,0.78
37091,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,yahoo.com,무교,서울대학교,의학,3.64
10010,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1974****,*************,*************,naver.com,기독교,한국체육대학교,공학,0.14
17496,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,gmail.com,불교,성균관대학교,인문,1.91
18014,홍**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1974****,*************,*************,naver.com,무교,서울대학교,교육,4.11
2828,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,무교,한국외국어대학교,공학,0.54
9505,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,불교,명지대학교,사회,0.81
26084,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,기독교,한국외국어대학교,인문,0.17
9017,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,yahoo.com,기독교,총신대학교,법학,0.74
14261,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,naver.com,기독교,홍익대학교,인문,4.38
26740,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,무교,고려대학교,인문,1.57
28986,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,yahoo.com,불교,상명대학교,예체능,1.66
29245,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,gmail.com,무교,추계예술대학교,교육,1.25
32340,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,무교,장로회신학대학교,공학,0.9
9409,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,gmail.com,불교,삼육대학교,사회,3.47
10430,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,daum.net,기독교,추계예술대학교,사회,2.15
22491,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,naver.com,무교,홍익대학교,예체능,4
23370,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1975****,*************,*************,gmail.com,무교,한양대학교,자연,2.72
25613,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1975****,*************,*************,gmail.com,불교,장로회신학대학교,공학,2.18
8821,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,무교,육군사관학교,교육,4.05
14892,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,yahoo.com,무교,연세대학교,의학,1.44
21814,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,기독교,세종대학교,자연,2.29
23991,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1975****,*************,*************,naver.com,무교,국민대학교,예체능,0.62
37028,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1975****,*************,*************,daum.net,무교,숭실대학교,법학,3.88
37328,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,naver.com,불교,이화여자대학,법학,0.5
321,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1975****,*************,*************,daum.net,불교,한양대학교,예체능,4.07
4718,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1975****,*************,*************,naver.com,무교,홍익대학교,인문,1.19
5750,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,불교,추계예술대학교,사회,2.1
8646,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,gmail.com,무교,성균관대학교,공학,3.25
11625,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1975****,*************,*************,yahoo.com,무교,숙명여자대학교,사회,1.59
1403,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1975****,*************,*************,yahoo.com,불교,한국성서대학교,예체능,3.72
2434,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,기독교,서울시립대학교,의학,1.56
21531,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,무교,고려대학교,사회,2.75
31272,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1975****,*************,*************,naver.com,무교,경기대학교,자연,1.84
13849,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1976****,*************,*************,yahoo.com,기독교,삼육대학교,의학,0.31
15924,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1976****,*************,*************,yahoo.com,불교,장로회신학대학교,인문,2.61
30907,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,naver.com,천주교,홍익대학교,공학,4.35
6411,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",AB형,1976****,*************,*************,gmail.com,무교,서울여자대학교,예체능,0.8
12209,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1976****,*************,*************,gmail.com,무교,연세대학교,예체능,3.13
23722,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1976****,*************,*************,daum.net,무교,동국대학교,인문,4.12
30185,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",O형,1976****,*************,*************,gmail.com,기독교,가톨릭대학교,의학,3.87
4532,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,기독교,중앙대학교,의학,4.24
7370,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,daum.net,불교,추계예술대학교,인문,0.34
9104,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,기독교,한국예술종합학교,공학,0.39
9991,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,daum.net,불교,총신대학교,자연,0.45
12099,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,gmail.com,무교,홍익대학교,사회,1.3
13874,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,불교,세종대학교,사회,3.07
21478,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1976****,*************,*************,naver.com,기독교,그리스도대학교,자연,1
25520,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,daum.net,불교,광운대학교,공학,2.27
29913,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1976****,*************,*************,gmail.com,무교,한성대학교,법학,3.62
32211,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1976****,*************,*************,yahoo.com,기독교,장로회신학대학교,교육,1.54
